rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
24	HDSigDB_Mouse_2021	Microglia-enriched Genes PMID25700174	17/432	2.909498815674263e-10	2.166364326504128e-08	8.396727964489537	184.37426184112297	CD53;NCF1;CLEC4N;IL4RA;CYBB;RAB3IL1;IKZF1;VAV1;MS4A6D;NINJ1;ORAI1;WFDC17;TGFBI;IER5;TMEM106A;LGMN;C1QC
25	HDSigDB_Mouse_2021	VLMC Vascular And Leptomeningeal Cell-Enriched Genes PMID30078729	37/2194	3.2913841498904915e-10	2.2801766514130933e-08	4.0553052078504095	88.54573488206509	DDX5;BTG2;SDC3;ATP5G1;HSD17B10;SOCS3;CCND3;LDHA;PSMB5;LAMP2;CFL1;IER5;XBP1;SSR2;MT1;FOS;NEAT1;PDIA6;KLF2;FOXP1;MANF;TIMM10B;MRPL52;NR4A1;COX7A2L;SMDT1;ZEB2;NR4A3;DNAJC7;DAD1;DNAJB11;MYADM;TXNIP;TGFBI;CALR;PABPC1;HSPA1A
26	HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In 1 D WT Mice Vs 4 Wk HSALR Myotonic Dystrophy Mice GSE60487	51/3898	3.3175485694874326e-10	2.2801766514130933e-08	3.48617828667857	76.09150545772997	BTG2;RNH1;NCF1;IKZF1;EPS8;LSM12;ZFP36;LAMP2;CCRL2;TSPO;IER5;SRGN;CD53;MRPS24;PRKCD;CYBB;RAB3IL1;FOS;NEAT1;VAV1;FOXP1;DOK2;ZEB2;DNAJB11;TXNIP;LY6A;TMEM106A;FKBP5;DDX5;H2-DMA;IL4RA;IL6RA;MS4A6D;SOCS3;MRPL20;LDHA;WFDC17;XBP1;MT1;PSMB8;KLF2;MANF;NR4A1;NR4A3;TSPAN13;ID2;CDK2AP2;LGMN;C1QC;GPR146;HSPA1A
27	HDSigDB_Mouse_2021	eVLMC Embryonic Vascular And Leptomeningeal Cell-Enriched Genes PMID30078729	50/3824	5.791694530508566e-10	3.833243750377336e-08	3.4433389746482725	73.23784356979422	IFITM1;BTG2;IFITM2;BZW2;ATP5G1;LMNB1;CCND3;LSM12;CASP6;LAMP2;CFL1;EIF5A;SSR2;FOS;MRPS7;PDIA6;FOXP1;MRPL52;OLFM1;COX7A2L;SMDT1;ZEB2;DNAJC7;DAD1;DNAJB11;MYADM;TXNIP;PABPC1;DDX5;SDC3;HSD17B10;SOCS3;MRPL20;LDHA;PSMB5;FYN;PTPN1;PRELID1;XBP1;MANF;TIMM10B;NR4A1;TSPAN13;EIF6;FABP5;RNF149;ID2;TGFBI;CALR;EIF4G1
28	HDSigDB_Mouse_2021	Genes Down-Regulated In Myotonic Dystrophy 2 Markers In Human Skeletal Muscle GSE48828	35/2038	7.335748327482116e-10	4.6817793790037655e-08	4.058684700222393	85.36668667786728	IFITM1;IFITM2;RNH1;VARS;MVP;IL6RA;HSD17B10;LMNB1;SOCS3;PSMB5;CFL1;IER5;SRGN;CD53;PTPN1;XBP1;SSR2;TRAPPC5;DDX54;MT1;PSMB8;MANF;OLFM1;NR4A3;TSPAN13;EIF6;DAD1;DNAJB11;CDK2AP2;TGFBI;CALR;FKBP5;C1QC;GPR146;HSPA1A
29	HDSigDB_Mouse_2021	Markers Of Supraoptic Nucleus In Hypothalamus PMID22996553	17/472	1.122618023182286e-09	6.91764968078188e-08	7.642822440717177	157.5002457563912	LYN;SRGN;IFITM1;IFITM2;IL4RA;CYBB;IL6RA;NEAT1;MS4A6D;KLF2;MANF;NR4A1;ZFP36;NR4A3;CCRL2;TGFBI;TMEM106A
30	HDSigDB_Mouse_2021	Genes Down-Regulated In Microglia Vs Monocytes PMID28671693	20/695	1.6341222075851672e-09	9.733921283182314e-08	6.187761674718196	125.19178457186064	SRGN;EIF5A;CDKN2D;IFITM1;IFITM2;GPR35;LMNB1;NR4A2;SOCS3;NR4A1;DOK2;NR4A3;CCRL2;BCL3;MYADM;PMAIP1;FYN;TGFBI;PABPC1;GPR146
31	HDSigDB_Mouse_2021	pnVLMC Post-Natal Vascular And Leptomeningeal Cell-Enriched Genes PMID30078729	49/3861	2.7825944723572313e-09	1.6040310716459266e-07	3.280051299988341	64.61662382948496	IFITM1;BTG2;IFITM2;ZFAND3;BZW2;ATP5G1;LAMP2;CFL1;IER5;EIF5A;SSR2;FOS;PDIA6;FOXP1;MRPL52;OLFM1;COX7A2L;SMDT1;ZEB2;DNAJC7;DAD1;DNAJB11;MYADM;TXNIP;PABPC1;DDX5;SDC3;HSD17B10;MRPL20;LDHA;PSMB5;FYN;PTPN1;PRELID1;XBP1;TRAPPC5;MT1;KLF2;MANF;TIMM10B;NR4A1;TSPAN13;FABP5;RNF149;ID2;CDK2AP2;TGFBI;CALR;EIF4G1
32	HDSigDB_Mouse_2021	Genes Up-Regulated In Human HD Astrocytes Vs Control Astrocytes PMID32070434	18/582	3.855723903745442e-09	2.1531808174978454e-07	6.560887279311906	127.10870823251062	SRGN;IFITM1;IFITM2;MT1;NEAT1;FOXP1;MANF;SOCS3;CCND3;ZFP36;NINJ1;CDK2AP2;TXNIP;TSPO;PABPC1;FKBP5;C1QC;HSPA1A
33	HDSigDB_Mouse_2021	Expression In 13 Wk TIF-IA KO HD Mice GSE29647	55/4751	4.477358085811064e-09	2.424557242225567e-07	3.121581637227652	60.010011715742216	IFITM1;BTG2;IFITM2;RNH1;NCF1;BZW2;ATP5G1;EPS8;CCND3;ZFP36;CASP6;LAMP2;TSPO;CD38;IER5;SRGN;CD53;PRKCD;CYBB;RAB3IL1;NEAT1;VAV1;FOXP1;OLFM1;COX7A2L;ZEB2;DNAJC7;ORAI1;TXNIP;LY6A;PABPC1;TMEM106A;FKBP5;DDX5;MVP;SDC3;CST7;MS4A6D;SOCS3;LDHA;PMAIP1;FYN;LYN;PRELID1;XBP1;MT1;PSMB8;MANF;MAFB;EIF6;BCL3;TGFBI;LGMN;C1QC;HSPA1A
34	HDSigDB_Mouse_2021	Genes Down-Regulated In Myotonic Dystrophy 1 Markers In Human Skeletal Muscle GSE48828	34/2074	4.666788864309143e-09	2.452809323682482e-07	3.813675213675214	73.15694833750034	IFITM1;BTG2;IFITM2;VARS;MVP;IL6RA;HSD17B10;LMNB1;SOCS3;ZFP36;PSMB5;CFL1;IER5;SRGN;CD53;PTPN1;XBP1;SSR2;TRAPPC5;DDX54;MT1;PDIA6;MANF;OLFM1;TSPAN13;EIF6;DAD1;ID2;DNAJB11;CDK2AP2;CALR;FKBP5;C1QC;HSPA1A
35	HDSigDB_Mouse_2021	Genes Up-Regulated In HD Markers In Human Caudate Nucleus (HG-U133B) E-AFMX-6	15/395	5.727892847759221e-09	2.924498433984494e-07	7.938686923494303	150.65975036841655	IFITM1;IFITM2;H2-DMA;MT1;NEAT1;KLF2;ZEB2;MAFB;FABP5;ID2;LAMP2;TXNIP;TSPO;IER5;HSPA1A
36	HDSigDB_Mouse_2021	Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs HUVEC-BF4 Cell Line GSE22651	52/4374	6.6743839689028115e-09	3.313090042341478e-07	3.1213635662501926	58.75963456937258	IFITM1;BTG2;IFITM2;RNH1;VARS;ZFAND3;CCND3;ZFP36;LAMP2;CFL1;TSPO;IER5;SRGN;EIF5A;SSR2;NEAT1;PDIA6;FOXP1;MRPL52;SMDT1;ZEB2;DAD1;NINJ1;DNAJB11;MYADM;ORAI1;PABPC1;CRELD2;TMEM106A;MVP;SDC3;IL4RA;IL6RA;MS4A6D;MRPL20;LDHA;FYN;LYN;CDKN2D;PTPN1;TRAPPC5;MT1;PSMB8;KLF2;MANF;RNF149;BCL3;CDK2AP2;TGFBI;LGMN;GPR146;HSPA1A
37	HDSigDB_Mouse_2021	HD Up-Regulated Genes In Human Prefrontal Cortex PMID29375298	25/1194	7.828375773693118e-09	3.780893920970163e-07	4.601388356292341	85.88726398929687	IFITM1;BTG2;IFITM2;NCF1;IL4RA;IKZF1;CST7;MS4A6D;EPS8;SOCS3;CCND3;CASP6;TSPO;FYN;SRGN;CD53;MCEMP1;RAB3IL1;MT1;KLF2;RNF149;NINJ1;CDK2AP2;FKBP5;HSPA1A
38	HDSigDB_Mouse_2021	Up-regulated Genes In The Heart Of Dox Treated FRDAkd Vs WT Mice At 16 Wk GSE98790	16/470	8.060082698973231e-09	3.790359942911885e-07	7.134361233480176	132.95839604180793	CD53;PRELID1;IFITM2;CLEC4N;MVP;SDC3;FOS;CYP7B1;VAV1;MS4A6D;SOCS3;EIF6;TSPO;WFDC17;LGMN;C1QC
39	HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In Skeletal Muscle Of HSALR 20B Myotonic Dystrophy Mice GSE24920	34/2161	1.3252632871598616e-08	6.07242434398634e-07	3.639856304172242	66.02360682432628	RNH1;NCF1;MVP;IL6RA;BZW2;CBL;MS4A6D;EPS8;CCND3;LAMP2;TSPO;FYN;WFDC17;CD53;XBP1;MT1;PDIA6;FOXP1;MANF;NR4A2;OLFM1;COX7A2L;ZEB2;TSPAN13;DAD1;ID2;NINJ1;DNAJB11;CDK2AP2;TGFBI;CALR;PABPC1;FKBP5;GPR146
40	HDSigDB_Mouse_2021	COP Committed Oligodendrocyte Precursor Cell-Enriched Genes PMID30078729	42/3128	1.4495317769482191e-08	6.475783213516168e-07	3.266753078418665	58.963064180661135	DDX5;ZFAND3;SDC3;BZW2;ATP5G1;HSD17B10;EPS8;MRPL20;LSM12;LDHA;PSMB5;LAMP2;CFL1;FYN;EIF5A;PRELID1;XBP1;SSR2;MT1;FOS;MRPS7;PDIA6;MANF;TIMM10B;MRPL52;OLFM1;NR4A1;COX7A2L;SMDT1;ZEB2;TSPAN13;DNAJC7;FABP5;DAD1;ID2;DNAJB11;CALR;PABPC1;CRELD2;LGMN;EIF4G1;C1QC
41	HDSigDB_Mouse_2021	Genes Up-Regulated In Mouse Microglia During Aging PMID26001565	12/250	1.6350081172971007e-08	7.126242696609558e-07	9.907563025210084	177.63302417996854	SRGN;IFITM2;ID2;H2-DMA;SDC3;CYBB;MT1;TGFBI;PABPC1;CST7;MS4A6D;LMNB1
42	HDSigDB_Mouse_2021	Genes Down-Regulated In Genes Changed In HDACi 106 Treated Vs Untreated Friedreich Ataxia Patient Blood Cells GSE30933	26/1338	1.7110518757030408e-08	7.2801183378127e-07	4.280487804878049	76.55041369668183	IFITM1;IFITM2;RNH1;NCF1;IL6RA;ATP5G1;HSD17B10;MS4A6D;MRPL20;LSM12;PSMB5;TSPO;PRKCD;RAB3IL1;FOS;MRPS7;PDIA6;SCIMP;DOK2;ZEB2;NINJ1;CALR;CRELD2;TMEM106A;LGMN;C1QC
43	HDSigDB_Mouse_2021	Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs HS-27 Cell Line GSE22651	50/4238	2.1525610227223763e-08	8.945643133964852e-07	3.023230736050775	53.37218324748921	IFITM1;BTG2;IFITM2;RNH1;ZFAND3;EPS8;CCND3;ZFP36;LAMP2;TSPO;IER5;SRGN;MRPS24;SSR2;RAB3IL1;FOS;PDIA6;FOXP1;SMDT1;ZEB2;DAD1;NINJ1;DNAJB11;MYADM;CRELD2;TMEM106A;MVP;HSD17B10;SOCS3;LDHA;LYN;CDKN2D;PTPN1;XBP1;TRAPPC5;MT1;PSMB8;KLF2;MANF;NR4A2;NR4A3;EIF6;RNF149;ID2;BCL3;CDK2AP2;TGFBI;CALR;LGMN;HSPA1A
44	HDSigDB_Mouse_2021	Microglia (Type 2) Gene Module From Mouse Brain PMID20616000	8/84	2.298839377104349e-08	9.336422652012436e-07	20.05263157894737	352.69122609676725	NR4A1;XBP1;DNAJB11;FOS;CRELD2;PDIA6;MANF;HSPA1A
45	HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Friedreich Ataxia And Normal iPSCs-derived Neurons Vs Fetal Human Tissues GSE65399	37/2622	4.3648072739344015e-08	1.73331346633795e-06	3.3021843971631206	55.96247134896864	IFITM1;BTG2;IFITM2;MVP;H2-DMA;IL4RA;MS4A6D;CCND3;ZFP36;LDHA;CASP6;LAMP2;CCRL2;TSPO;CD38;LYN;SRGN;CD53;XBP1;PRKCD;CYBB;RAB3IL1;MT1;FOS;PSMB8;KLF2;ZEB2;MAFB;RNF149;NINJ1;BCL3;MYADM;TXNIP;TGFBI;LGMN;C1QC;HSPA1A
46	HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Normal Human Brain Vs Other Fetal Tissues GSE65399	42/3300	6.978177131118745e-08	2.7108701159367823e-06	3.0626151012891345	50.46544399216514	IFITM1;BTG2;IFITM2;RNH1;MVP;H2-DMA;IL4RA;IKZF1;MS4A6D;MRPL20;CCND3;ZFP36;LDHA;CASP6;LAMP2;PMAIP1;LYN;SRGN;XBP1;PRKCD;CYBB;RAB3IL1;MT1;FOS;PDIA6;PSMB8;KLF2;MANF;DAD1;RNF149;NINJ1;BCL3;MYADM;TXNIP;TGFBI;CALR;PABPC1;FKBP5;LGMN;EIF4G1;C1QC;HSPA1A
