rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
20	Disease_Perturbations_from_GEO_down	Autism DOID-0060041 human GSE25507 sample 464	14/345	8.306787113936238e-09	3.210573219536356e-07	8.440656020716444	157.0484743918001	LYN;IFITM1;IFITM2;NCF1;NEAT1;RNF149;GPR171;LAMP2;CFL1;NINJ1;MYADM;TXNIP;PABPC1;FKBP5
21	Disease_Perturbations_from_GEO_down	anemia DOID-2355 human GSE4619 sample 793	13/294	1.0635045126008385e-08	3.914709467811658e-07	9.16247888134009	168.21496814754866	SRGN;DDX5;SSR2;PDIA6;NR4A2;LDHA;MAFB;NR4A3;TSPAN13;ID2;CRELD2;LGMN;HSPA1A
22	Disease_Perturbations_from_GEO_down	Hepatic Cirrhosis C0023890 rat GSE1843 sample 372	13/303	1.5218660425263876e-08	5.347283867604079e-07	8.874050853361199	159.73951323945315	SRGN;IFITM1;DDX5;BTG2;KLF2;SOCS3;NR4A1;ZFP36;LAMP2;TXNIP;TGFBI;GPR146;HSPA1A
23	Disease_Perturbations_from_GEO_down	myelodysplastic syndrome DOID-0050908 human GSE19429 sample 812	13/309	1.9196882725455372e-08	6.451821889903046e-07	8.691509691509692	154.4352457849133	CD53;DDX5;SSR2;MCEMP1;FOS;NEAT1;NR4A2;LDHA;NR4A3;ID2;MYADM;PABPC1;HSPA1A
24	Disease_Perturbations_from_GEO_down	Anaplasmosis C0002797 human GSE2600 sample 21	14/373	2.22061566017513e-08	7.152232938814066e-07	7.771189812972543	136.95087190719877	SRGN;EIF5A;IFITM1;IFITM2;MRPS24;SSR2;BZW2;CST7;HSD17B10;LMNB1;COX7A2L;SMDT1;EIF6;DAD1
25	Disease_Perturbations_from_GEO_down	diffuse large B-cell lymphoma DOID-0050745 mouse GSE6136 sample 684	15/440	2.4144879769785098e-08	7.465596824817552e-07	7.081746513038205	124.20812238988113	CD53;BTG2;DDX54;FOS;PSMB8;KLF2;NR4A1;ZFP36;COX7A2L;LDHA;TSPAN13;CFL1;PMAIP1;IER5;HSPA1A
26	Disease_Perturbations_from_GEO_down	autism spectrum disorder DOID-0060041 human GSE25507 sample 1023	12/273	4.322417768575255e-08	1.2850880519648738e-06	9.023908045977011	153.01719799428693	LYN;SRGN;IFITM1;IFITM2;TSPO;MCEMP1;NEAT1;CST7;KLF2;FKBP5;LMNB1;HSPA1A
27	Disease_Perturbations_from_GEO_down	peripartum cardiomyopathy DOID-9997 human GSE42955 sample 817	13/342	6.316605362676758e-08	1.7695504112844692e-06	7.806545700162721	129.41300202543252	IFITM1;BTG2;CYBB;FOS;NR4A2;SOCS3;NR4A1;ZFP36;NR4A3;PSMB5;BCL3;C1QC;GPR146
28	Disease_Perturbations_from_GEO_down	autism spectrum disorder DOID-0060041 human GSE25507 sample 1030	12/283	6.409755694174015e-08	1.7695504112844692e-06	8.68649446494465	143.87318812595285	IFITM1;ZFP36;DOK2;DDX5;SMDT1;IFITM2;RNF149;GPR171;CFL1;FOS;KLF2;HSPA1A
29	Disease_Perturbations_from_GEO_down	Lymphatic edema C0024236 mouse GSE4333 sample 207	12/293	9.357895639525088e-08	2.494363217018239e-06	8.373096085409253	135.51404121234052	LYN;SRGN;CD53;IFITM1;IFITM2;CLEC4N;H2-DMA;CYBB;TGFBI;MS4A6D;LGMN;C1QC
30	Disease_Perturbations_from_GEO_down	nasopharynx carcinoma DOID-9261 human GSE13597 sample 613	12/297	1.0842277476283397e-07	2.793693496389021e-06	8.253894736842105	132.36958906489843	CD53;IFITM1;CCND3;DDX5;XBP1;IFITM2;CFL1;TXNIP;CALR;CRELD2;PSMB8;KLF2
31	Disease_Perturbations_from_GEO_down	myelodysplastic syndrome DOID-0050908 human GSE19429 sample 749	12/300	1.2090136133848722e-07	3.014733945633891e-06	8.166666666666666	130.0810416913742	NR4A2;CD53;DDX5;LDHA;NR4A3;TSPAN13;ID2;SSR2;TGFBI;CRELD2;PDIA6;LGMN
32	Disease_Perturbations_from_GEO_down	asthma DOID-2841 human GSE16032 sample 729	12/303	1.3464820583480566e-07	3.252595722197024e-06	8.081237113402063	127.85002264359146	LYN;SRGN;CD53;CCND3;IFITM2;MAFB;TSPAN13;TXNIP;MCEMP1;FOS;NEAT1;FKBP5
33	Disease_Perturbations_from_GEO_down	MDS - Myelodysplastic syndrome C0026986 human GSE4619 sample 206	12/305	1.4457220903072945e-07	3.3864944721440565e-06	8.025255972696245	126.393662508908	NR4A2;SRGN;DDX5;LDHA;NR4A3;ID2;SSR2;MYADM;FOS;CRELD2;MANF;HSPA1A
34	Disease_Perturbations_from_GEO_down	type 1 diabetes mellitus 9744 rat GSE4990 sample 474	13/373	1.723052175054335e-07	3.917409797991179e-06	7.123007856341189	110.93371304584052	EIF5A;BTG2;CYBB;FOS;PDIA6;HSD17B10;MANF;ZFP36;LDHA;MAFB;LAMP2;LGMN;C1QC
35	Disease_Perturbations_from_GEO_down	rheumatoid arthritis DOID-7148 human GSE15573 sample 904	12/321	2.506317413700872e-07	5.535381030830782e-06	7.603495145631068	115.56766037277087	CCND3;ZFP36;DDX5;BTG2;RNF149;ID2;CFL1;NINJ1;TXNIP;TGFBI;PABPC1;KLF2
36	Disease_Perturbations_from_GEO_down	CML - Chronic myeloid leukemia C0023473 human GSE11889 sample 403	11/266	3.0033502725600344e-07	6.448860446358074e-06	8.385284410794021	125.93328059152208	SRGN;CD53;ZFP36;DDX5;NR4A3;TSPAN13;TXNIP;PMAIP1;FOS;PABPC1;KLF2
37	Disease_Perturbations_from_GEO_down	Endometriosis C0014175 human GSE7305 sample 149	11/270	3.4848998635086325e-07	7.280615120249116e-06	8.254099927367253	122.73562932198418	ZFP36;LDHA;BTG2;ID2;CFL1;MYADM;TXNIP;PMAIP1;TGFBI;NEAT1;HSPA1A
38	Disease_Perturbations_from_GEO_down	cellular phase chronic idiopathic myelofibrosis 8106 human GSE3410 sample 460	10/218	4.137865581314397e-07	8.417289721989549e-06	9.276018099547512	136.33813072434657	NR4A2;SRGN;EIF5A;ZFP36;LDHA;CFL1;CALR;FOS;CST7;PDIA6
39	Disease_Perturbations_from_GEO_down	prostate cancer DOID-10283 human GSE30174 sample 866	9/170	4.864218455269128e-07	9.641130425443682e-06	10.706325755291564	155.62918104072753	IFITM1;CCND3;ZFP36;IFITM2;NCF1;RNF149;CFL1;NINJ1;TGFBI
40	Disease_Perturbations_from_GEO_down	Infection by Yersinia enterocolitica C0238528 mouse GSE2973 sample 127	11/284	5.752612270085138e-07	1.1116923211939529e-05	7.825227577702825	112.43632539022032	NCF1;CFL1;PRKCD;NINJ1;BCL3;TXNIP;TGFBI;FOS;NEAT1;LGMN;C1QC
41	Disease_Perturbations_from_GEO_down	Papillary Carcinoma of the Thyroid C0238463 human GSE3678 sample 306	11/292	7.56421550157184e-07	1.426131361637813e-05	7.599344631972094	107.11023208296687	IFITM1;ZFP36;BTG2;IFITM2;MAFB;MYADM;CALR;FOS;PDIA6;MANF;LGMN
42	Disease_Perturbations_from_GEO_down	head and neck squamous cell carcinoma 5520 human GSE6631 sample 458	10/237	8.885855108484043e-07	1.6354204759186108e-05	8.491405372721776	118.31614269442068	NR4A1;IFITM1;ZFP36;XBP1;BTG2;IFITM2;BCL3;TSPO;FOS;HSPA1A
43	Disease_Perturbations_from_GEO_down	nasopharynx carcinoma DOID-9261 human GSE13597 sample 808	10/242	1.074031617436996e-06	1.930759163439065e-05	8.306288032454361	114.1623796148987	EIF5A;CCND3;IFITM2;TSPAN13;CFL1;TXNIP;NEAT1;CRELD2;PSMB8;KLF2
44	Disease_Perturbations_from_GEO_down	anemia DOID-2355 human GSE4619 sample 792	11/311	1.4015872776302996e-06	2.407615479129381e-05	7.111155115511552	95.84347446554548	NR4A2;SRGN;CD53;DDX5;BTG2;NR4A3;ID2;MYADM;FOS;PABPC1;NEAT1
45	Disease_Perturbations_from_GEO_down	COPD - Chronic obstructive pulmonary disease C0024117 human GSE475 sample 343	11/311	1.4015872776302996e-06	2.407615479129381e-05	7.111155115511552	95.84347446554548	NR4A2;SRGN;ZFP36;DDX5;ID2;CFL1;TXNIP;FOS;PABPC1;BZW2;KLF2
46	Disease_Perturbations_from_GEO_down	AML - Acute myeloid leukemia C0023467 human GSE2191 sample 112	10/261	2.122807029444757e-06	3.5502458322640934e-05	7.670103898132958	100.19281287369704	IFITM1;CCND3;LDHA;BTG2;IFITM2;GPR35;TSPO;FOS;CST7;HSPA1A
47	Disease_Perturbations_from_GEO_down	Cardiac Hypertrophy C1383860 rat GSE1055 sample 354	13/467	2.1586229510532003e-06	3.5502458322640934e-05	5.621011880923775	73.33194618881777	EIF5A;DDX5;XBP1;IFITM2;SSR2;ATP5G1;CCND3;LDHA;ID2;LAMP2;TXNIP;CALR;PABPC1
48	Disease_Perturbations_from_GEO_down	diffuse large B-cell lymphoma DOID-0050745 mouse GSE6136 sample 686	12/397	2.3461760131626034e-06	3.760538076763157e-05	6.078857142857143	78.79854606296594	CD53;EIF5A;DDX39;LDHA;PRELID1;EIF6;DNAJC7;FABP5;CFL1;CALR;PDIA6;MANF
49	Disease_Perturbations_from_GEO_down	osteoarthritis DOID-8398 human GSE16464 sample 752	9/206	2.408618138862858e-06	3.760538076763157e-05	8.733872160070968	112.98536479758044	SRGN;ZFP36;MAFB;ID2;TXNIP;FOS;PABPC1;NEAT1;IER5
50	Disease_Perturbations_from_GEO_down	cervical cancer DOID-4362 human GSE9750 sample 619	10/265	2.432430838786001e-06	3.760538076763157e-05	7.548250672818146	97.57336400182083	NR4A2;ZFP36;DDX5;BTG2;MAFB;FABP5;TXNIP;TSPO;FOS;PABPC1
