cluster	gene	score	logfoldchanges_eye2_vs_eye1	pvals_adj
0	ARHGAP45	1.836121678352356	0.45036476850509644	1.0
0	MATN2	1.8278429508209229	0.3655605614185333	1.0
0	DOT1L	1.7970726490020752	0.4513534903526306	1.0
0	SPTBN5	1.7735153436660767	0.32988154888153076	1.0
1	ABCA7	8.648563385009766	0.9749795198440552	2.7268601216126904e-14
1	FSTL5	8.21163558959961	1.7785001993179321	8.873506996229639e-13
1	PRELID2	6.542154312133789	0.8279857635498047	1.1681282968857372e-07
1	PLOD2	6.437375068664551	1.313449740409851	2.2245561217116668e-07
1	PTPRN2	6.152649879455566	1.2511377334594727	1.257065079915916e-06
1	THSD4	5.822480201721191	1.9739571809768677	6.845655105328519e-06
1	DSCAML1	5.599964618682861	0.788983941078186	2.3653245246418593e-05
1	AC004540.1	5.52931547164917	0.5221841335296631	3.096474066649438e-05
1	MMP2-AS1	5.475282669067383	1.0126607418060303	3.704755115182239e-05
1	NFASC	5.4718475341796875	0.6092498302459717	3.704755115182239e-05
1	NCAM1	5.4594502449035645	0.7405892610549927	3.884678280826455e-05
1	KIFC3	5.429129123687744	0.5632466077804565	4.5058748574265144e-05
1	CASZ1	5.264268398284912	0.603394091129303	9.906811745292315e-05
1	CACNA2D4	5.17222261428833	0.570408046245575	0.00015394089217483673
1	ADCY1	5.091304779052734	0.6166644096374512	0.00022440713760393688
1	STK3	4.947877407073975	0.6022425889968872	0.0004501746408514264
1	KCNIP4	4.909565448760986	1.2308307886123657	0.0005252021267939579
1	SEMA4B	4.837759017944336	0.7148436307907104	0.0007067832952470573
1	SND1	4.795003414154053	0.6348835825920105	0.0008628932680948985
1	KLHL29	4.716960430145264	0.5675487518310547	0.0012200359054101724
1	LIMCH1	4.7146453857421875	0.7036702036857605	0.0012200359054101724
1	MAP1B	4.69044828414917	0.6508541703224182	0.00134833671887934
1	HPRT1	4.634884834289551	0.739986777305603	0.0016976032528221812
1	PPP2R2B	4.568716526031494	1.13124680519104	0.002273524939621119
1	EXT1	4.560650825500488	0.45735490322113037	0.0023331000319476367
1	RTN1	4.535109519958496	0.5117647051811218	0.0026015452570305113
1	BICDL1	4.465431213378906	0.4284875988960266	0.00328618157100675
1	SNAP25	4.459680557250977	0.6285666227340698	0.00333808859582545
1	SORBS2	4.162147045135498	1.038295865058899	0.010886012503102041
1	PDE6B	4.157591342926025	0.5065165758132935	0.010899665634498108
1	PACSIN2	4.137165546417236	0.5001609921455383	0.011807081921370678
1	PTP4A3	3.9939627647399902	0.6792587041854858	0.020445864626596085
1	B3GALT5	3.9490041732788086	0.9824550151824951	0.024341832119098867
1	PARD3	3.917675018310547	0.458427369594574	0.02726992011259298
1	GACAT2	3.8307077884674072	0.6427435278892517	0.03682442072321061
1	MTCL1	3.7389979362487793	0.3763725459575653	0.05046436069091067
1	CCDC85C	3.7185351848602295	0.81277996301651	0.0543271180686195
1	ST5	3.7028517723083496	0.567044734954834	0.05718756063460211
1	RAB28	3.699976682662964	0.5222362875938416	0.05718756063460211
1	GPI	3.526266098022461	0.3970238268375397	0.1021588328743445
1	PPM1H	3.4743618965148926	0.4326399266719818	0.11787590653381098
1	ZFPM2-AS1	3.4036378860473633	0.4041558504104614	0.14573516812107024
1	KDM4B	3.380113124847412	0.3355834186077118	0.15599780519914713
1	GPX3	3.3782832622528076	0.49283385276794434	0.15612120443551925
1	SH3GL2	3.3603596687316895	0.3801882266998291	0.16468561136119345
1	LNCSRLR	3.1943039894104004	0.7381822466850281	0.2758228981020358
1	IQSEC1	3.190831184387207	0.4544028043746948	0.2776667963026106
1	STX18-AS1	3.102071523666382	0.7275353670120239	0.3558188500073239
1	ARHGAP10	3.0930349826812744	0.34793820977211	0.3607671158845267
1	GNB3	3.0168964862823486	0.45051196217536926	0.44937750255488823
10	SORCS2	3.3107717037200928	0.6415660977363586	0.7972414506273534
10	ROBO2	3.196127414703369	4.990877628326416	0.961885272651478
10	RORA	3.0524065494537354	2.426589012145996	1.0
10	TMEM132C	2.9622695446014404	0.4563559293746948	1.0
10	CAMK1D	2.8756630420684814	-1.0075193643569946	1.0
10	DSCAML1	2.801102876663208	0.21871526539325714	1.0
10	SLC35F1	2.6382744312286377	0.5429767370223999	1.0
10	PRELID2	2.6249823570251465	1.8649182319641113	1.0
10	MAP7	2.590921401977539	1.2414131164550781	1.0
10	HSP90AA1	2.5639219284057617	0.47565123438835144	1.0
10	AL033504.1	2.5431528091430664	2.000417947769165	1.0
10	HSPA1A	2.4974613189697266	1.9378306865692139	1.0
10	MYO10	2.486661434173584	0.5684650540351868	1.0
10	HOOK1	2.472538709640503	0.4755924940109253	1.0
10	MAP2K5	2.4415929317474365	0.3375033736228943	1.0
10	FRMD4A	2.4364006519317627	0.3762173056602478	1.0
10	XPO1	2.4085702896118164	0.34626612067222595	1.0
10	PHACTR1	2.4029626846313477	0.5684555172920227	1.0
10	VEGFA	2.3522865772247314	0.5012097358703613	1.0
10	HMGCLL1	2.326117753982544	0.5493766665458679	1.0
10	LRRC7	2.2802186012268066	0.7830711007118225	1.0
10	SAMD5	2.2563343048095703	1.8808834552764893	1.0
10	HSPB1	2.255295753479004	1.267247200012207	1.0
10	ROR1	2.254880428314209	0.6457405090332031	1.0
10	NPEPPS	2.236396074295044	0.2595433294773102	1.0
10	PTPRT	2.20129656791687	0.4740303158760071	1.0
10	AC068587.4	2.1975581645965576	0.46688657999038696	1.0
10	MGAT4C	2.1850969791412354	0.4259797930717468	1.0
10	RPS28	2.173050880432129	0.3639245927333832	1.0
10	USP9X	2.1637048721313477	0.2932847738265991	1.0
10	ARID1B	2.0928828716278076	0.09793509542942047	1.0
10	RAB6A	2.049891233444214	0.2466656118631363	1.0
10	LDB2	2.0434529781341553	0.5580760836601257	1.0
10	SLC16A7	2.0405452251434326	0.5940221548080444	1.0
10	MTSS2	2.02185320854187	1.1134498119354248	1.0
10	DHX36	2.015207290649414	0.39248204231262207	1.0
10	CNOT2	2.012091875076294	0.26765546202659607	1.0
10	TNRC18	2.008976459503174	0.6482989192008972	1.0
10	SORCS1	2.007315158843994	0.5607913732528687	1.0
10	SSH2	1.996722936630249	0.0017269911477342248	1.0
10	GPX3	1.9283932447433472	0.24304619431495667	1.0
10	NPVF	1.9086627960205078	1.261894702911377	1.0
10	SCFD1	1.907001256942749	0.3040333092212677	1.0
10	TANC2	1.9047166109085083	0.3194105923175812	1.0
10	TSPAN9	1.8972398042678833	0.4272252023220062	1.0
10	KDM2A	1.884570837020874	0.3322727680206299	1.0
10	IFITM3	1.8733556270599365	0.8784881830215454	1.0
10	MPRIP	1.8719017505645752	0.275539368391037	1.0
10	NUTM2A-AS1	1.8575712442398071	0.5012208223342896	1.0
10	TENT2	1.8359715938568115	0.49357420206069946	1.0
11	FSTL5	4.7849884033203125	1.9657360315322876	0.015646674470339333
11	MMP2-AS1	4.123392105102539	1.2303224802017212	0.15182639326729375
11	MARCH1	4.019312381744385	2.640054225921631	0.20635590691811853
11	PRELID2	4.004998683929443	1.0672184228897095	0.20635590691811853
11	PLOD2	3.7308497428894043	1.0243533849716187	0.41086766124423907
11	SNX29	3.541614294052124	0.767041027545929	0.8086511325656217
11	MAP1B	3.2684359550476074	0.6385090947151184	1.0
11	NFASC	3.257761240005493	0.7369295954704285	1.0
11	ABCA7	3.2264645099639893	0.7532938122749329	1.0
11	LIMCH1	3.06585693359375	0.9652291536331177	1.0
11	SNAP25	3.055910110473633	0.8414994478225708	1.0
11	THSD4	2.9552271366119385	1.5469310283660889	1.0
11	ABLIM1	2.911072015762329	0.647785484790802	1.0
11	PODXL	2.893604278564453	0.5972179770469666	1.0
11	RTN1	2.8715267181396484	0.8531568050384521	1.0
11	CDK14	2.8666746616363525	1.5996975898742676	1.0
11	STK3	2.844597101211548	0.5674055218696594	1.0
11	TCF4	2.7926785945892334	0.7716423273086548	1.0
11	PTPRN2	2.7732698917388916	0.8370200991630554	1.0
11	EGFLAM	2.6810781955718994	0.5487461090087891	1.0
11	ADCY1	2.5910701751708984	0.567916989326477	1.0
11	C15orf41	2.558075189590454	0.5743992328643799	1.0
11	NCAM1	2.5515246391296387	0.6791130900382996	1.0
11	PPFIA2	2.5437612533569336	0.5741704106330872	1.0
11	KCNIP4	2.5418202877044678	1.3503329753875732	1.0
11	NIPBL	2.525322914123535	0.47729256749153137	1.0
11	LARGE1	2.509068012237549	0.526235044002533	1.0
11	PACS1	2.4976654052734375	0.39809104800224304	1.0
11	ST5	2.4949967861175537	0.603363037109375	1.0
11	PPP2R2B	2.4920854568481445	1.0850989818572998	1.0
11	RPS27	2.4503564834594727	0.8883171677589417	1.0
11	PHF21B	2.3964972496032715	0.7853817939758301	1.0
11	KLHL29	2.380727529525757	0.5204640030860901	1.0
11	MALAT1	2.380727529525757	8.052959442138672	1.0
11	KANK1	2.352827548980713	0.4396272897720337	1.0
11	DISC1	2.3186194896698	0.6143614053726196	1.0
11	MKLN1	2.3176491260528564	0.4672149419784546	1.0
11	LINC02733	2.3161935806274414	0.43279191851615906	1.0
11	B3GALT5	2.3142526149749756	0.9124799966812134	1.0
11	HERC2	2.3043055534362793	0.6417242884635925	1.0
11	STAT3	2.30139422416687	0.3524245023727417	1.0
11	WDR59	2.278346300125122	0.6507740020751953	1.0
11	SCAF11	2.2725236415863037	0.70417720079422	1.0
11	RASAL2	2.262819290161133	0.547969400882721	1.0
11	GNB3	2.224487066268921	0.7120616436004639	1.0
11	PLCH2	2.224001884460449	0.9055214524269104	1.0
11	AC083837.1	2.184213876724243	2.0234997272491455	1.0
11	RAB28	2.177178144454956	0.5410827398300171	1.0
11	GTF2IRD1	2.164562463760376	0.46052056550979614	1.0
11	POT1-AS1	2.108762264251709	0.8446093201637268	1.0
12	MALAT1	5.5032572746276855	45.333984375	0.0013646243153364373
12	NEAT1	3.6152923107147217	2.3846075534820557	1.0
12	KCND2	3.5459697246551514	1.2403348684310913	1.0
12	IGSF9B	3.424057722091675	1.3509877920150757	1.0
12	NCAM1	3.040153980255127	0.9357681274414062	1.0
12	AGAP1	2.985651969909668	2.3804819583892822	1.0
12	XKR6	2.95792293548584	0.9307582378387451	1.0
12	BIRC6	2.879516839981079	0.7224042415618896	1.0
12	SND1	2.8398356437683105	1.0780431032180786	1.0
12	NRDC	2.7948954105377197	0.9142389297485352	1.0
12	DGKD	2.7657320499420166	0.8656601905822754	1.0
12	LINC01473	2.758082628250122	0.6428729295730591	1.0
12	ADGRB3	2.7337002754211426	1.2661631107330322	1.0
12	PCM1	2.6887600421905518	0.8043758869171143	1.0
12	EPHA3	2.6643776893615723	0.5808218121528625	1.0
12	NEURL1	2.571150779724121	1.054721474647522	1.0
12	ZNF207	2.537684679031372	0.7729066014289856	1.0
12	FAM169A	2.5329039096832275	0.6534151434898376	1.0
12	UBA6	2.475055456161499	0.7244539260864258	1.0
12	LIMCH1	2.408123254776001	0.7998167872428894	1.0
12	RABGEF1	2.397127151489258	0.3251638114452362	1.0
12	ESYT2	2.3808722496032715	0.8070553541183472	1.0
12	DYM	2.3780038356781006	0.5749043822288513	1.0
12	HDAC9	2.3598363399505615	1.180241346359253	1.0
12	LCOR	2.353621244430542	0.7819929718971252	1.0
12	MPHOSPH9	2.309159278869629	1.0338058471679688	1.0
12	AAK1	2.309159278869629	0.5927723050117493	1.0
12	AC002460.2	2.3000755310058594	0.7606381773948669	1.0
12	MAP2K5	2.2842986583709717	0.41828420758247375	1.0
12	NCKAP1	2.2465298175811768	0.6248425841331482	1.0
12	TRIM33	2.2412710189819336	0.7512592077255249	1.0
12	CAMK1D	2.226450204849243	0.385984867811203	1.0
12	KANK1	2.176251173019409	0.6336675882339478	1.0
12	HIPK3	2.1757729053497314	0.7616310715675354	1.0
12	TSHZ3	2.169557809829712	0.7761254906654358	1.0
12	AFF1	2.159518003463745	0.5205193161964417	1.0
12	LRP2BP	2.1533029079437256	0.6834405064582825	1.0
12	LNPK	2.1504344940185547	0.74636310338974	1.0
12	CACNA1C	2.148522138595581	0.20152509212493896	1.0
12	FAM49B	2.145653486251831	0.3972216546535492	1.0
12	ASCC3	2.141828775405884	0.7115748524665833	1.0
12	MEIS2	2.138960361480713	1.3186099529266357	1.0
12	ZFAND3	2.1308329105377197	0.5075435042381287	1.0
12	YAF2	2.0973668098449707	1.1341197490692139	1.0
12	SLC12A2	2.091151714324951	0.682605504989624	1.0
12	HELZ	2.078721523284912	0.7654673457145691	1.0
12	CPD	2.061988353729248	0.18387776613235474	1.0
12	P4HA1	2.0572075843811035	0.31113871932029724	1.0
12	PCDH15	2.053860902786255	0.3378785252571106	1.0
12	FAM78B	2.0294785499572754	1.2958472967147827	1.0
13	PTCHD4	2.906008005142212	1.3373621702194214	1.0
13	RFLNA	2.8493170738220215	1.3428922891616821	1.0
13	PLXNA2	2.6306519508361816	1.3020999431610107	1.0
13	SYN3	2.568244218826294	1.4069925546646118	1.0
13	RAPGEF4	2.446763515472412	0.8091358542442322	1.0
13	AC009961.1	2.418179750442505	1.3175122737884521	1.0
13	IGSF9B	2.3829267024993896	0.6402450203895569	1.0
13	GRM7	2.3762571811676025	1.789466381072998	1.0
13	PI4KA	2.366729259490967	0.5283504724502563	1.0
13	PCDH7	2.3224244117736816	1.9514185190200806	1.0
13	KMT2E	2.3171842098236084	0.5868486166000366	1.0
13	LRCH2	2.312420129776001	0.44435176253318787	1.0
13	ANKRD44	2.1966562271118164	0.7829197645187378	1.0
13	TMEM135	2.1961798667907715	0.5190197825431824	1.0
13	LCORL	2.1566390991210938	0.915779173374176	1.0
13	LINC02256	2.119004011154175	0.9806174039840698	1.0
13	ITPK1	2.103282928466797	0.9465328454971313	1.0
13	PCDH17	2.0499267578125	1.283865213394165	1.0
13	STX7	2.049450159072876	0.8383897542953491	1.0
13	RORA	2.0289652347564697	3.3445935249328613	1.0
13	CTDSPL	1.9994288682937622	0.5191206336021423	1.0
13	PPFIA4	1.9837077856063843	0.842195987701416	1.0
13	HLF	1.9494073390960693	0.3746536374092102	1.0
13	KCNIP4-IT1	1.9455962181091309	0.5501054525375366	1.0
13	KCNIP4	1.9303516149520874	7.380577564239502	1.0
13	MLLT10	1.9193944931030273	0.18046288192272186	1.0
13	MTMR6	1.899862289428711	0.51484215259552	1.0
13	MARCH3	1.887952446937561	0.737160325050354	1.0
13	CDK14	1.8598451614379883	0.2181214839220047	1.0
13	KLHL32	1.858415961265564	0.4056107699871063	1.0
13	ROCK1	1.8307850360870361	0.35773834586143494	1.0
13	POT1-AS1	1.8255447149276733	0.37699106335639954	1.0
13	AHCYL2	1.8226863145828247	0.6463974118232727	1.0
13	NEAT1	1.817445993423462	1.7468328475952148	1.0
13	ANKRD55	1.8007721900939941	1.063959002494812	1.0
13	KCNJ3	1.7740941047668457	1.0331367254257202	1.0
13	CNTN4	1.7674245834350586	0.43714967370033264	1.0
13	SIMC1	1.7540855407714844	0.5965307950973511	1.0
13	TBCD	1.7421756982803345	0.4011375308036804	1.0
13	MDN1	1.7240726947784424	0.402069628238678	1.0
13	TENM2	1.6988236904144287	0.9775209426879883	1.0
13	TENM3	1.6864374876022339	1.420399785041809	1.0
13	GAB1	1.6850082874298096	0.550743818283081	1.0
13	ROBO1	1.6826262474060059	2.5251870155334473	1.0
13	PTCHD1-AS	1.677385926246643	1.1943247318267822	1.0
13	GPR107	1.6735748052597046	0.5781604647636414	1.0
13	GABRA3	1.6621413230895996	0.7352072596549988	1.0
13	LEPR	1.652137041091919	0.4407859444618225	1.0
13	MSRA	1.647849440574646	0.07845190167427063	1.0
13	SEZ6L	1.6187894344329834	0.8302106857299805	1.0
14	MALAT1	4.135874271392822	41.68033218383789	0.8251400006776166
14	PDK1	4.079728126525879	1.732209324836731	0.8251400006776166
14	PFKFB4	3.533705711364746	1.5878695249557495	1.0
14	KDM4B	3.4887888431549072	1.3961113691329956	1.0
14	AGAP1	3.40948224067688	2.0535967350006104	1.0
14	BHLHE40	3.2663092613220215	1.0775482654571533	1.0
14	RPS6KA3	3.234025001525879	1.4291951656341553	1.0
14	SORCS2	3.170860528945923	1.467594027519226	1.0
14	FAM126A	3.1105031967163086	1.2663768529891968	1.0
14	AC011586.2	3.106994152069092	1.7989461421966553	1.0
14	AC098829.1	3.014352798461914	1.497572660446167	1.0
14	RORA	3.013650894165039	5.753984451293945	1.0
14	NRXN3	2.9806649684906006	6.7331318855285645	1.0
14	AFF1	2.9638211727142334	0.6581385135650635	1.0
14	DENND4C	2.9539954662323	1.046017050743103	1.0
14	PGK1	2.9203078746795654	0.9041155576705933	1.0
14	KMT2E	2.885216474533081	0.7734090089797974	1.0
14	EP400	2.883110761642456	0.9341982007026672	1.0
14	MAP7	2.866968870162964	1.5881885290145874	1.0
14	ZNF536	2.866968870162964	1.0297740697860718	1.0
14	MAPT	2.862757921218872	1.1370912790298462	1.0
14	RERE	2.734323263168335	1.4748104810714722	1.0
14	FNIP1	2.714672088623047	1.1783819198608398	1.0
14	UBE2D3	2.6416819095611572	0.9238704442977905	1.0
14	TNRC6B	2.5911502838134766	0.260978639125824	1.0
14	CADM2	2.5279858112335205	-1.0494592189788818	1.0
14	BNIP3L	2.5258803367614746	1.0117071866989136	1.0
14	ZNF326	2.499210834503174	0.674077570438385	1.0
14	ANKS6	2.495701551437378	0.8190678358078003	1.0
14	PHLPP1	2.4823668003082275	0.6436062455177307	1.0
14	ZBTB20	2.4823668003082275	1.0958448648452759	1.0
14	AC097534.2	2.472541332244873	0.785785973072052	1.0
14	RAPGEF4	2.472541332244873	1.4237637519836426	1.0
14	ZFAND3	2.4458718299865723	0.6062023043632507	1.0
14	MAP4K5	2.4381515979766846	0.7532665133476257	1.0
14	ZNF609	2.4199042320251465	1.0895503759384155	1.0
14	FYN	2.403762102127075	1.0090659856796265	1.0
14	ADGRB3	2.3384921550750732	1.3015908002853394	1.0
14	PPM1E	2.3279645442962646	0.46333542466163635	1.0
14	DTNA	2.3146297931671143	0.7897290587425232	1.0
14	RBP3	2.3111207485198975	1.1320712566375732	1.0
14	RNF150	2.3041024208068848	0.3535324037075043	1.0
14	PPP1R12B	2.295680522918701	0.812515139579773	1.0
14	CECR2	2.2914695739746094	0.43310442566871643	1.0
14	USP49	2.2690110206604004	1.2789374589920044	1.0
14	XKR4	2.2655019760131836	0.9356880187988281	1.0
14	PKN2	2.239534378051758	0.5025138258934021	1.0
14	CABIN1	2.238832473754883	0.848740816116333	1.0
14	WDR41	2.229006767272949	0.32175517082214355	1.0
14	ITGAV	2.2233922481536865	0.622366726398468	1.0
15	LUZP2	3.408339738845825	1.199497103691101	1.0
15	CADM2	2.949460029602051	-2.29649019241333	1.0
15	SYNPR	2.8938891887664795	0.9241677522659302	1.0
15	MEIS2	2.764224052429199	1.1362128257751465	1.0
15	STXBP5L	2.5798301696777344	0.44805413484573364	1.0
15	RLF	2.5789883136749268	0.7028785943984985	1.0
15	ESRRG	2.5545709133148193	0.4934471547603607	1.0
15	NHS	2.537731170654297	0.7738632559776306	1.0
15	CNTN4	2.4442713260650635	2.642038345336914	1.0
15	LSAMP	2.4265897274017334	1.2637789249420166	1.0
15	ORC4	2.371860980987549	0.8049430847167969	1.0
15	FRMD5	2.320500135421753	1.460071086883545	1.0
15	CBLB	2.289346694946289	0.9937508702278137	1.0
15	NDUFV2	2.2093584537506104	1.638225793838501	1.0
15	CDH18	2.19757080078125	1.9760130643844604	1.0
15	GREB1L	2.1908349990844727	0.9283928871154785	1.0
15	TNRC6C	2.17988920211792	0.8742729425430298	1.0
15	TMEM41B	2.1419999599456787	1.9557608366012573	1.0
15	OPCML	2.087271213531494	1.0239737033843994	1.0
15	GRID2	2.0434882640838623	1.1414577960968018	1.0
15	ROBO1	2.0047571659088135	0.1742609143257141	1.0
15	PHC2	1.982865571975708	0.656002402305603	1.0
15	ELF2	1.926452875137329	0.271111398935318	1.0
15	UBR1	1.9197170734405518	0.9133083820343018	1.0
15	CMIP	1.9045614004135132	1.4655392169952393	1.0
15	KPNA5	1.903719425201416	1.0413607358932495	1.0
15	FAM155A	1.9020354747772217	0.9248082637786865	1.0
15	MLLT3	1.896141529083252	0.620110809803009	1.0
15	DIP2C	1.8936156034469604	0.7838097810745239	1.0
15	DLGAP1	1.886037826538086	0.9464932680130005	1.0
15	EPHA6	1.8456226587295532	1.6035267114639282	1.0
15	FGF14	1.8372029066085815	1.217831015586853	1.0
15	OPA1	1.8363609313964844	0.7778642177581787	1.0
15	PEAK1	1.810259461402893	0.8375408053398132	1.0
15	RBPJ	1.7959457635879517	0.7587395906448364	1.0
15	FOXJ3	1.792577862739563	0.43217039108276367	1.0
15	CACNA1C	1.7883679866790771	1.038646936416626	1.0
15	LDLRAD4	1.780790090560913	-0.25159576535224915	1.0
15	WDR59	1.7774221897125244	0.7696846127510071	1.0
15	RGS7	1.770686388015747	0.6571007370948792	1.0
15	WRN	1.7555307149887085	0.6296481490135193	1.0
15	JMJD1C	1.7151156663894653	0.5566349625587463	1.0
15	SLCO5A1	1.7142735719680786	1.374469518661499	1.0
15	ANKRD30BL	1.7100636959075928	0.6870179176330566	1.0
15	SLC2A13	1.7041698694229126	2.2599663734436035	1.0
15	DTNA	1.6949080228805542	0.6498724222183228	1.0
15	MKLN1	1.6898561716079712	0.5447876453399658	1.0
15	PPP3CB	1.6797523498535156	0.785790205001831	1.0
15	ADCY9	1.6721745729446411	1.419306993484497	1.0
15	PIK3C3	1.6688066720962524	0.6479201912879944	1.0
16	NEAT1	6.991299152374268	10.205430030822754	9.968360690056046e-08
16	HSPA1A	6.274090766906738	3.392652988433838	6.4359738041611465e-06
16	HSPA1B	5.489706039428711	2.9009878635406494	0.0004911892537336715
16	SHANK2	4.919693470001221	2.5094265937805176	0.00793142575900351
16	VEGFA	4.785340309143066	3.6112871170043945	0.012495423212891946
16	MALAT1	4.687539100646973	176.5423126220703	0.01686755557452593
16	HIF1A-AS3	4.516633987426758	5.282066822052002	0.032852172880411305
16	MED13L	4.355607986450195	2.765038251876831	0.05396533654887125
16	PKD2L1	4.27262544631958	1.8718661069869995	0.07070761790452205
16	TULP4	4.226194381713867	1.3834706544876099	0.07908365469561364
16	TAOK1	4.198533535003662	1.3098368644714355	0.07967351809726833
16	RORA	4.175812244415283	12.949956893920898	0.07967351809726833
16	FNIP1	4.16988468170166	1.7776139974594116	0.07967351809726833
16	PICALM	4.034543514251709	2.6311707496643066	0.1334923787457157
16	EXOC2	4.007870674133301	1.5799485445022583	0.1401558505559411
16	KAZN	3.8330142498016357	2.284482002258301	0.2725324981053426
16	PTPRJ	3.8053531646728516	1.5380098819732666	0.2769688821337454
16	SGIP1	3.7934985160827637	2.239060163497925	0.2769688821337454
16	COG5	3.774728536605835	1.38246750831604	0.2769688821337454
16	SH3PXD2A	3.773740768432617	1.3110085725784302	0.2769688821337454
16	IQSEC1	3.756946563720703	1.9898102283477783	0.2769688821337454
16	CRY1	3.7539830207824707	1.8071430921554565	0.2769688821337454
16	TMEM65	3.730273485183716	1.277048110961914	0.29003716971743493
16	MTCH1	3.7144672870635986	1.1239683628082275	0.29003716971743493
16	DIP2A	3.711503744125366	1.7094942331314087	0.29003716971743493
16	FOXN3	3.6364240646362305	1.3196728229522705	0.3726108875533602
16	RAPGEF4	3.628520965576172	1.768420934677124	0.3726108875533602
16	FBXO42	3.6137025356292725	1.449562430381775	0.38097273087012257
16	ELOVL5	3.603823661804199	1.788310170173645	0.3825657409995285
16	SPTBN4	3.5722110271453857	1.337847352027893	0.3971863526685104
16	KCNIP1	3.570235252380371	2.168811321258545	0.3971863526685104
16	ASTN2	3.5623321533203125	3.4807851314544678	0.3971863526685104
16	TTC17	3.547513961791992	1.4921622276306152	0.4066740139725776
16	ROBO2	3.519852876663208	5.456439971923828	0.4389945742448323
16	NPAS2	3.4773736000061035	1.428526759147644	0.5008912463827309
16	MYO10	3.4615674018859863	2.3171157836914062	0.5172680736109454
16	ANKRD17	3.4329185485839844	1.5470103025436401	0.5564195483777751
16	PHC3	3.4279792308807373	1.2167783975601196	0.5564195483777751
16	LINC02249	3.417112350463867	1.7228922843933105	0.5649869255697012
16	HSPB1	3.39043927192688	2.3161938190460205	0.5982593028248225
16	UBASH3B	3.3884634971618652	1.5002127885818481	0.5982593028248225
16	DLG5	3.3746330738067627	1.4190454483032227	0.5987589712086331
16	MSI2	3.372657299041748	2.6669766902923584	0.5987589712086331
16	NAV3	3.3696935176849365	7.114719390869141	0.5987589712086331
16	ANKIB1	3.3588268756866455	1.3717801570892334	0.6095554109027475
16	KTN1	3.3410449028015137	2.082693099975586	0.6364285163113896
16	TRAM1	3.321286916732788	1.5266995429992676	0.6693004365277939
16	PCCA	3.304492950439453	1.0925517082214355	0.6965053128734485
