cluster	eye	score	signature	markers
20	eye2	0.0	cytokine_chemokine	CCL5
21	eye1	0.0	cytokine_chemokine	CCL5
21	eye2	0.0	cytokine_chemokine	CCL5
22	eye1	0.0	cytokine_chemokine	CCL5
22	eye2	0.018057581	cytokine_chemokine	CCL5
23	eye1	0.0	cytokine_chemokine	CCL5
23	eye2	0.0	cytokine_chemokine	CCL5
24	eye1	0.0	cytokine_chemokine	CCL5
24	eye2	0.0	cytokine_chemokine	CCL5
25	eye1	0.0	cytokine_chemokine	CCL5
25	eye2	0.0	cytokine_chemokine	CCL5
0	eye1		interferon	
0	eye2		interferon	
1	eye1		interferon	
1	eye2		interferon	
2	eye1		interferon	
2	eye2		interferon	
3	eye1		interferon	
3	eye2		interferon	
4	eye1		interferon	
4	eye2		interferon	
5	eye1		interferon	
5	eye2		interferon	
6	eye1		interferon	
6	eye2		interferon	
7	eye1		interferon	
7	eye2		interferon	
8	eye1		interferon	
8	eye2		interferon	
9	eye1		interferon	
9	eye2		interferon	
10	eye1		interferon	
10	eye2		interferon	
11	eye1		interferon	
11	eye2		interferon	
12	eye1		interferon	
12	eye2		interferon	
13	eye1		interferon	
13	eye2		interferon	
14	eye1		interferon	
14	eye2		interferon	
15	eye1		interferon	
15	eye2		interferon	
16	eye1		interferon	
16	eye2		interferon	
17	eye1		interferon	
17	eye2		interferon	
18	eye1		interferon	
18	eye2		interferon	
19	eye1		interferon	
19	eye2		interferon	
20	eye1		interferon	
20	eye2		interferon	
21	eye1		interferon	
21	eye2		interferon	
22	eye1		interferon	
22	eye2		interferon	
23	eye1		interferon	
23	eye2		interferon	
24	eye1		interferon	
24	eye2		interferon	
25	eye1		interferon	
25	eye2		interferon	
0	eye1	0.0032934227	complement	C1QB,C1QC
0	eye2	0.00796088	complement	C1QB,C1QC
1	eye1	0.00473785	complement	C1QB,C1QC
1	eye2	0.010885376	complement	C1QB,C1QC
2	eye1	0.0063881376	complement	C1QB,C1QC
2	eye2	0.0034154863	complement	C1QB,C1QC
3	eye1	0.0065199574	complement	C1QB,C1QC
3	eye2	0.004739689	complement	C1QB,C1QC
4	eye1	0.0040660333	complement	C1QB,C1QC
4	eye2	0.0022003746	complement	C1QB,C1QC
5	eye1	0.0049471064	complement	C1QB,C1QC
5	eye2	0.00688128	complement	C1QB,C1QC
6	eye1	0.003220083	complement	C1QB,C1QC
6	eye2	0.0073759686	complement	C1QB,C1QC
7	eye1	0.0017217763	complement	C1QB,C1QC
7	eye2	0.007628509	complement	C1QB,C1QC
8	eye1	0.0053026783	complement	C1QB,C1QC
8	eye2	0.013806233	complement	C1QB,C1QC
9	eye1	0.0	complement	C1QB,C1QC
9	eye2	0.004192334	complement	C1QB,C1QC
10	eye1	0.00794697	complement	C1QB,C1QC
10	eye2	0.006571879	complement	C1QB,C1QC
11	eye1	0.0060602273	complement	C1QB,C1QC
11	eye2	0.0032876024	complement	C1QB,C1QC
12	eye1	0.0	complement	C1QB,C1QC
12	eye2	0.0	complement	C1QB,C1QC
13	eye1	0.0011945105	complement	C1QB,C1QC
13	eye2	0.008463838	complement	C1QB,C1QC
14	eye1	0.0	complement	C1QB,C1QC
14	eye2	0.0031079897	complement	C1QB,C1QC
15	eye1	0.0	complement	C1QB,C1QC
15	eye2	0.0	complement	C1QB,C1QC
16	eye1	0.0	complement	C1QB,C1QC
16	eye2	0.0	complement	C1QB,C1QC
17	eye1	0.0	complement	C1QB,C1QC
17	eye2	0.0	complement	C1QB,C1QC
18	eye1	0.0	complement	C1QB,C1QC
18	eye2	0.0	complement	C1QB,C1QC
19	eye1	0.0076022088	complement	C1QB,C1QC
19	eye2	0.0	complement	C1QB,C1QC
20	eye1	0.006146844	complement	C1QB,C1QC
20	eye2	0.0	complement	C1QB,C1QC
21	eye1	0.0	complement	C1QB,C1QC
21	eye2	0.011124231	complement	C1QB,C1QC
22	eye1	0.010172336	complement	C1QB,C1QC
22	eye2	0.013888374	complement	C1QB,C1QC
23	eye1	0.0038179993	complement	C1QB,C1QC
23	eye2	0.0	complement	C1QB,C1QC
24	eye1	0.0	complement	C1QB,C1QC
24	eye2	0.014702813	complement	C1QB,C1QC
25	eye1	0.0	complement	C1QB,C1QC
25	eye2	0.0	complement	C1QB,C1QC
0	eye1		NFKB_TNF	
0	eye2		NFKB_TNF	
1	eye1		NFKB_TNF	
1	eye2		NFKB_TNF	
2	eye1		NFKB_TNF	
2	eye2		NFKB_TNF	
3	eye1		NFKB_TNF	
3	eye2		NFKB_TNF	
4	eye1		NFKB_TNF	
4	eye2		NFKB_TNF	
5	eye1		NFKB_TNF	
5	eye2		NFKB_TNF	
6	eye1		NFKB_TNF	
6	eye2		NFKB_TNF	
7	eye1		NFKB_TNF	
7	eye2		NFKB_TNF	
8	eye1		NFKB_TNF	
8	eye2		NFKB_TNF	
9	eye1		NFKB_TNF	
9	eye2		NFKB_TNF	
10	eye1		NFKB_TNF	
10	eye2		NFKB_TNF	
11	eye1		NFKB_TNF	
11	eye2		NFKB_TNF	
12	eye1		NFKB_TNF	
12	eye2		NFKB_TNF	
13	eye1		NFKB_TNF	
13	eye2		NFKB_TNF	
14	eye1		NFKB_TNF	
14	eye2		NFKB_TNF	
15	eye1		NFKB_TNF	
15	eye2		NFKB_TNF	
16	eye1		NFKB_TNF	
16	eye2		NFKB_TNF	
17	eye1		NFKB_TNF	
17	eye2		NFKB_TNF	
18	eye1		NFKB_TNF	
18	eye2		NFKB_TNF	
19	eye1		NFKB_TNF	
19	eye2		NFKB_TNF	
20	eye1		NFKB_TNF	
20	eye2		NFKB_TNF	
21	eye1		NFKB_TNF	
21	eye2		NFKB_TNF	
22	eye1		NFKB_TNF	
22	eye2		NFKB_TNF	
23	eye1		NFKB_TNF	
23	eye2		NFKB_TNF	
24	eye1		NFKB_TNF	
24	eye2		NFKB_TNF	
25	eye1		NFKB_TNF	
25	eye2		NFKB_TNF	
