pathway_id	pathway_name	gene_id
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	PA14_19580
pau02030	Bacterial chemotaxis - Pseudomonas aeruginosa UCBPP-PA14	PA14_43710
pau00860	Porphyrin metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_39640
pau00230	Purine metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_61770
pau01230	Biosynthesis of amino acids - Pseudomonas aeruginosa UCBPP-PA14	PA14_47100
pau01230	Biosynthesis of amino acids - Pseudomonas aeruginosa UCBPP-PA14	PA14_61770
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_11410
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_11420
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_19530
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_19560
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_32985
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_33000
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_39640
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_44340
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_44350
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_44360
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_47100
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_57560
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_57570
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_61770
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_63090
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_63100
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_64950
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_64960
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_67580
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_73410
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_11410
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_11420
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_32985
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_33000
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_47100
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_61770
pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	PA14_19530
pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	PA14_19560
pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	PA14_61770
