pathway_id	pathway_name	foreground_hits	pathway_genes_in_universe	foreground_genes_in_universe	universe_genes	p_value	adjusted_p_value	foreground_hit_genes
pau00650	Butanoate metabolism - Pseudomonas aeruginosa UCBPP-PA14	5	38	98	2041	0.0328146658917	0.408691747924	PA14_02760,PA14_02770,PA14_38200,PA14_38640,PA14_38660
pau00030	Pentose phosphate pathway - Pseudomonas aeruginosa UCBPP-PA14	4	29	98	2041	0.0471799749097	0.538638046886	PA14_35270,PA14_35290,PA14_35300,PA14_35320
pau04148	Efferocytosis - Pseudomonas aeruginosa UCBPP-PA14	1	2	98	2041	0.0937482587351	0.987962418978	PA14_57570
pau01310	Nitrogen cycle - Pseudomonas aeruginosa UCBPP-PA14	2	12	98	2041	0.110142706741	1	PA14_49250,PA14_49260
pau00350	Tyrosine metabolism - Pseudomonas aeruginosa UCBPP-PA14	3	27	98	2041	0.136816335422	1	PA14_31820,PA14_38510,PA14_53070
pau01220	Degradation of aromatic compounds - Pseudomonas aeruginosa UCBPP-PA14	3	29	98	2041	0.159826007753	1	PA14_01900,PA14_01910,PA14_03050
pau00280	Valine, leucine and isoleucine degradation - Pseudomonas aeruginosa UCBPP-PA14	4	45	98	2041	0.16693553395	1	PA14_35520,PA14_35530,PA14_38640,PA14_38660
pau01210	2-Oxocarboxylic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	4	47	98	2041	0.186269584027	1	PA14_33500,PA14_35520,PA14_35530,PA14_38200
pau00400	Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	3	32	98	2041	0.196322693649	1	PA14_09460,PA14_31820,PA14_39945
pau00362	Benzoate degradation - Pseudomonas aeruginosa UCBPP-PA14	3	34	98	2041	0.221699314716	1	PA14_01900,PA14_01910,PA14_03050
pau00401	Novobiocin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	6	98	2041	0.255923663622	1	PA14_31820
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	12	202	98	2041	0.257871743165	1	PA14_10160,PA14_10180,PA14_20030,PA14_33540,PA14_33550,PA14_33560,PA14_33690,PA14_33760,PA14_45340,PA14_48115,PA14_54980,PA14_62000
pau00130	Ubiquinone and other terpenoid-quinone biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2	21	98	2041	0.267227399343	1	PA14_09210,PA14_53070
pau00360	Phenylalanine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	21	98	2041	0.267227399343	1	PA14_31820,PA14_53070
pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	18	323	98	2041	0.279465044021	1	PA14_01900,PA14_01910,PA14_02760,PA14_02770,PA14_03050,PA14_06660,PA14_33500,PA14_35270,PA14_35290,PA14_35300,PA14_35320,PA14_38510,PA14_49250,PA14_49260,PA14_56300,PA14_58030,PA14_63570,PA14_63580
pau00785	Lipoic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	24	98	2041	0.321641188378	1	PA14_35520,PA14_35530
pau00380	Tryptophan metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	26	98	2041	0.357420712209	1	PA14_09150,PA14_61040
pau00680	Methane metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	26	98	2041	0.357420712209	1	PA14_63570,PA14_63580
pau00630	Glyoxylate and dicarboxylate metabolism - Pseudomonas aeruginosa UCBPP-PA14	4	63	98	2041	0.358360431148	1	PA14_09150,PA14_61040,PA14_63570,PA14_63580
pau00261	Monobactam biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	9	98	2041	0.358375859814	1	PA14_33510
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	14	265	98	2041	0.393098230697	1	PA14_06170,PA14_06180,PA14_06740,PA14_10500,PA14_15190,PA14_15200,PA14_20000,PA14_28980,PA14_44360,PA14_47390,PA14_57540,PA14_57560,PA14_57570,PA14_64690
pau00020	Citrate cycle (TCA cycle) - Pseudomonas aeruginosa UCBPP-PA14	2	29	98	2041	0.409759393125	1	PA14_56300,PA14_58030
pau00660	C5-Branched dibasic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	13	98	2041	0.473562639491	1	PA14_38200
pau00910	Nitrogen metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	34	98	2041	0.492089189273	1	PA14_49250,PA14_49260
pau00720	Other carbon fixation pathways - Pseudomonas aeruginosa UCBPP-PA14	2	35	98	2041	0.50769260913	1	PA14_56300,PA14_58030
pau00290	Valine, leucine and isoleucine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	17	98	2041	0.568243568192	1	PA14_38200
pau00620	Pyruvate metabolism - Pseudomonas aeruginosa UCBPP-PA14	3	63	98	2041	0.591485359771	1	PA14_35270,PA14_56300,PA14_58030
pau01200	Carbon metabolism - Pseudomonas aeruginosa UCBPP-PA14	6	129	98	2041	0.595501166732	1	PA14_09150,PA14_56300,PA14_58030,PA14_61040,PA14_63570,PA14_63580
pau00640	Propanoate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	43	98	2041	0.620978290881	1	PA14_35520,PA14_35530
pau00470	D-Amino acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	23	98	2041	0.679558033274	1	PA14_63940
pau00340	Histidine metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	25	98	2041	0.709932860684	1	PA14_31820
pau00770	Pantothenate and CoA biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	26	98	2041	0.724033346623	1	PA14_38200
pau01501	beta-Lactam resistance - Pseudomonas aeruginosa UCBPP-PA14	1	34	98	2041	0.814935206317	1	PA14_33750
pau00010	Glycolysis / Gluconeogenesis - Pseudomonas aeruginosa UCBPP-PA14	1	35	98	2041	0.823971753293	1	PA14_35270
pau00480	Glutathione metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	36	98	2041	0.832571338625	1	PA14_35320
pau03010	Ribosome - Pseudomonas aeruginosa UCBPP-PA14	2	67	98	2041	0.842617081695	1	PA14_17700,PA14_17710
pau01230	Biosynthesis of amino acids - Pseudomonas aeruginosa UCBPP-PA14	5	146	98	2041	0.844527678498	1	PA14_09460,PA14_31820,PA14_33500,PA14_38200,PA14_39945
pau01240	Biosynthesis of cofactors - Pseudomonas aeruginosa UCBPP-PA14	6	184	98	2041	0.891342947674	1	PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_53070
pau00970	Aminoacyl-tRNA biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2	86	98	2041	0.926721607175	1	PA14_60620,PA14_68030
pau00260	Glycine, serine and threonine metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	56	98	2041	0.938845698322	1	PA14_33500
pau00040	Pentose and glucuronate interconversions - Pseudomonas aeruginosa UCBPP-PA14	0	8	98	2041	1	1	
pau00051	Fructose and mannose metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	18	98	2041	1	1	
pau00052	Galactose metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	4	98	2041	1	1	
pau00053	Ascorbate and aldarate metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	6	98	2041	1	1	
pau00061	Fatty acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	27	98	2041	1	1	
pau00071	Fatty acid degradation - Pseudomonas aeruginosa UCBPP-PA14	0	31	98	2041	1	1	
pau00074	Mycolic acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	2	98	2041	1	1	
pau00220	Arginine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	33	98	2041	1	1	
pau00230	Purine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	67	98	2041	1	1	
pau00240	Pyrimidine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	36	98	2041	1	1	
pau00250	Alanine, aspartate and glutamate metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	36	98	2041	1	1	
pau00270	Cysteine and methionine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	41	98	2041	1	1	
pau00300	Lysine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	16	98	2041	1	1	
pau00310	Lysine degradation - Pseudomonas aeruginosa UCBPP-PA14	0	22	98	2041	1	1	
pau00330	Arginine and proline metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	48	98	2041	1	1	
pau00332	Carbapenem biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	2	98	2041	1	1	
pau00361	Chlorocyclohexane and chlorobenzene degradation - Pseudomonas aeruginosa UCBPP-PA14	0	5	98	2041	1	1	
pau00364	Fluorobenzoate degradation - Pseudomonas aeruginosa UCBPP-PA14	0	7	98	2041	1	1	
pau00410	beta-Alanine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	19	98	2041	1	1	
pau00430	Taurine and hypotaurine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	7	98	2041	1	1	
pau00440	Phosphonate and phosphinate metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	9	98	2041	1	1	
pau00450	Selenocompound metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	9	98	2041	1	1	
pau00500	Starch and sucrose metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	16	98	2041	1	1	
pau00520	Amino sugar and nucleotide sugar metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	27	98	2041	1	1	
pau00521	Streptomycin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	8	98	2041	1	1	
pau00523	Polyketide sugar unit biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	5	98	2041	1	1	
pau00525	Acarbose and validamycin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	2	98	2041	1	1	
pau00540	Lipopolysaccharide biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	21	98	2041	1	1	
pau00541	Biosynthesis of various nucleotide sugars - Pseudomonas aeruginosa UCBPP-PA14	0	30	98	2041	1	1	
pau00543	Exopolysaccharide biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	11	98	2041	1	1	
pau00550	Peptidoglycan biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	22	98	2041	1	1	
pau00552	Teichoic acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	2	98	2041	1	1	
pau00561	Glycerolipid metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	15	98	2041	1	1	
pau00562	Inositol phosphate metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	7	98	2041	1	1	
pau00564	Glycerophospholipid metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	27	98	2041	1	1	
pau00565	Ether lipid metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	3	98	2041	1	1	
pau00592	alpha-Linolenic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	3	98	2041	1	1	
pau00600	Sphingolipid metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	2	98	2041	1	1	
pau00622	Xylene degradation - Pseudomonas aeruginosa UCBPP-PA14	0	6	98	2041	1	1	
pau00623	Toluene degradation - Pseudomonas aeruginosa UCBPP-PA14	0	2	98	2041	1	1	
pau00625	Chloroalkane and chloroalkene degradation - Pseudomonas aeruginosa UCBPP-PA14	0	7	98	2041	1	1	
pau00626	Naphthalene degradation - Pseudomonas aeruginosa UCBPP-PA14	0	2	98	2041	1	1	
pau00627	Aminobenzoate degradation - Pseudomonas aeruginosa UCBPP-PA14	0	15	98	2041	1	1	
pau00633	Nitrotoluene degradation - Pseudomonas aeruginosa UCBPP-PA14	0	2	98	2041	1	1	
pau00670	One carbon pool by folate - Pseudomonas aeruginosa UCBPP-PA14	0	31	98	2041	1	1	
pau00710	Carbon fixation by Calvin cycle - Pseudomonas aeruginosa UCBPP-PA14	0	13	98	2041	1	1	
pau00730	Thiamine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	13	98	2041	1	1	
pau00740	Riboflavin metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	14	98	2041	1	1	
pau00750	Vitamin B6 metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	9	98	2041	1	1	
pau00760	Nicotinate and nicotinamide metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	24	98	2041	1	1	
pau00780	Biotin metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	20	98	2041	1	1	
pau00790	Folate biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	33	98	2041	1	1	
pau00900	Terpenoid backbone biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	16	98	2041	1	1	
pau00907	Pinene, camphor and geraniol degradation - Pseudomonas aeruginosa UCBPP-PA14	0	15	98	2041	1	1	
pau00920	Sulfur metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	58	98	2041	1	1	
pau00930	Caprolactam degradation - Pseudomonas aeruginosa UCBPP-PA14	0	7	98	2041	1	1	
pau00946	Degradation of flavonoids - Pseudomonas aeruginosa UCBPP-PA14	0	1	98	2041	1	1	
pau00984	Steroid degradation - Pseudomonas aeruginosa UCBPP-PA14	0	4	98	2041	1	1	
pau00997	Biosynthesis of various other secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	0	4	98	2041	1	1	
pau00999	Biosynthesis of various plant secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	0	3	98	2041	1	1	
pau01040	Biosynthesis of unsaturated fatty acids - Pseudomonas aeruginosa UCBPP-PA14	0	6	98	2041	1	1	
pau01212	Fatty acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	51	98	2041	1	1	
pau01232	Nucleotide metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	50	98	2041	1	1	
pau01250	Biosynthesis of nucleotide sugars - Pseudomonas aeruginosa UCBPP-PA14	0	43	98	2041	1	1	
pau01320	Sulfur cycle - Pseudomonas aeruginosa UCBPP-PA14	0	10	98	2041	1	1	
pau01502	Vancomycin resistance - Pseudomonas aeruginosa UCBPP-PA14	0	9	98	2041	1	1	
pau01503	Cationic antimicrobial peptide (CAMP) resistance - Pseudomonas aeruginosa UCBPP-PA14	0	31	98	2041	1	1	
pau02025	Biofilm formation - Pseudomonas aeruginosa - Pseudomonas aeruginosa UCBPP-PA14	0	108	98	2041	1	1	
pau02030	Bacterial chemotaxis - Pseudomonas aeruginosa UCBPP-PA14	0	49	98	2041	1	1	
pau02040	Flagellar assembly - Pseudomonas aeruginosa UCBPP-PA14	0	46	98	2041	1	1	
pau02060	Phosphotransferase system (PTS) - Pseudomonas aeruginosa UCBPP-PA14	0	8	98	2041	1	1	
pau03008	Ribosome biogenesis in eukaryotes - Pseudomonas aeruginosa UCBPP-PA14	0	3	98	2041	1	1	
pau03018	RNA degradation - Pseudomonas aeruginosa UCBPP-PA14	0	19	98	2041	1	1	
pau03020	RNA polymerase - Pseudomonas aeruginosa UCBPP-PA14	0	4	98	2041	1	1	
pau03030	DNA replication - Pseudomonas aeruginosa UCBPP-PA14	0	17	98	2041	1	1	
pau03060	Protein export - Pseudomonas aeruginosa UCBPP-PA14	0	17	98	2041	1	1	
pau03070	Bacterial secretion system - Pseudomonas aeruginosa UCBPP-PA14	0	95	98	2041	1	1	
pau03250	Viral life cycle - HIV-1 - Pseudomonas aeruginosa UCBPP-PA14	0	1	98	2041	1	1	
pau03410	Base excision repair - Pseudomonas aeruginosa UCBPP-PA14	0	13	98	2041	1	1	
pau03420	Nucleotide excision repair - Pseudomonas aeruginosa UCBPP-PA14	0	9	98	2041	1	1	
pau03430	Mismatch repair - Pseudomonas aeruginosa UCBPP-PA14	0	20	98	2041	1	1	
pau03440	Homologous recombination - Pseudomonas aeruginosa UCBPP-PA14	0	24	98	2041	1	1	
pau03450	Non-homologous end-joining - Pseudomonas aeruginosa UCBPP-PA14	0	2	98	2041	1	1	
pau04122	Sulfur relay system - Pseudomonas aeruginosa UCBPP-PA14	0	22	98	2041	1	1	
pau04156	Integrated stress response (ISR) signaling pathway - Pseudomonas aeruginosa UCBPP-PA14	0	8	98	2041	1	1	
pau04980	Cobalamin transport and metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	2	98	2041	1	1	
pau04981	Folate transport and metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	7	98	2041	1	1	
