gene	sample1_cpm	sample2_cpm	log2fc_sample2_vs_sample1	sample1_detect_frac	sample2_detect_frac	detection_fraction_difference
OTX2	157.540117801363	300.033230095484	0.92935954548908	0.302144559173948	0.595923261390887	0.29377870221694
VSX2	79.2635080002902	60.0066460190968	-0.401476122385301	0.124861000794281	0.134692246203038	0.00983124540875639
DIO2	17.4525155229997	13.8694606364894	-0.331309893015085	0.036219221604448	0.0393685051958433	0.00314928359139535
TRPM1	284.330565395537	186.199867796679	-0.610690408042902	0.14614773629865	0.115107913669065	-0.031039822629585
ONECUT1	55.3701831771359	13.1618350938113	-2.07191347042849	0.0436854646544877	0.0205835331734612	-0.0231019314810265
NR2E3	225.688035557838	389.996024087951	0.789102546636534	0.346783161239079	0.569544364508393	0.222761203269315
CSPG4	0.0519420104851181	0.283050217071211	2.24215779077179	0.000158856235107228	0.000599520383693046	0.000440664148585818
RLBP1	93.235908820787	172.094531979297	0.884172754560538	0.0994440031771247	0.130095923261391	0.0306519200842662
CD19	0	0.141525108535606	3.92148497081914	0	0.000599520383693046	0.000599520383693046
CNGB1	1141.84121649435	795.323934933926	-0.521742045828833	0.67275615567911	0.696642685851319	0.0238865301722085
SERPINF1	14.1282268519521	16.9830130242727	0.265340483221381	0.0382843526608419	0.0585531574740208	0.0202688048131788
CD68	0.467478094366063	0.141525108535606	-1.65587767109226	0.00142970611596505	0.000599520383693046	-0.000830185732272006
PMP22	8.83014178247008	5.51947923288862	-0.676925894801851	0.0200158856235107	0.018185451638689	-0.00183043398482167
LHX1	13.1413286527349	0.188700144714141	-6.0484718259745	0.0193804606830818	0.000799360511590727	-0.0185811001714911
GPR179	14.491820925348	10.9917834295987	-0.398496655150474	0.0349483717235902	0.0359712230215827	0.00102285129799258
CCR7	1.76602835649402	0.283050217071211	-2.59943480518864	0.00476568705321684	0.00119904076738609	-0.00356664628583075
RAMP2	0.155826031455354	2.02852655567702	3.61978434605895	0.000476568705321684	0.0065947242206235	0.00611815551530182
GFAP	22.4908905400561	8.34998140360074	-1.42841046333173	0.0332009531374106	0.0231814548361311	-0.0100194983012795
COL1A1	1.61020232503866	0.0943500723570705	-3.95667047694153	0.00428911834789516	0.000399680255795364	-0.00388943809209979
CA4	0.0519420104851181	0.141525108535606	1.29056676071846	0.000158856235107228	0.000599520383693046	0.000440664148585818
CD79B	0.0519420104851181	0	-2.63091821010068	0.000158856235107228	0	-0.000158856235107228
PECAM1	0.986898199217244	0.330225253249747	-1.55095595854595	0.00190627482128674	0.00139888089528377	-0.000507393926002963
PRKCA	552.455223519716	385.561570687169	-0.51888497146774	0.359968228752979	0.490007993605116	0.130039764852137
SOX9	11.1675322543004	16.9830130242727	0.604339969897045	0.0252581413820492	0.0425659472422062	0.017307805860157
AQP4	14.076284841467	31.9374994928684	1.18141185577045	0.0289118347895155	0.0605515587529976	0.0316397239634821
RAX	19.8418480053151	40.4290060050047	1.02647422221454	0.0478157267672756	0.0941247002398082	0.0463089734725325
ELAVL3	26.0748892635293	29.7674478286557	0.191005799628908	0.0316123907863384	0.0575539568345324	0.025941566048194
NOTCH3	0.467478094366063	0.283050217071211	-0.704286641038919	0.00127084988085782	0.00119904076738609	-7.18091134717326e-05
PLVAP	0.155826031455354	0.0471750361785352	-1.5362132209769	0.000476568705321684	0.000199840127897682	-0.000276728577424002
MAG	0	0	0	0	0	0
CD22	0.155826031455354	0	-4.05159859450544	0.000317712470214456	0	-0.000317712470214456
TYROBP	0.519420104851181	0.849150651213634	0.698498146136615	0.00142970611596505	0.00339728217426059	0.00196757605829554
CD79A	0	0.141525108535606	3.92148497081914	0	0.000599520383693046	0.000599520383693046
CABP5	114.324365077745	275.973961644431	1.27132533507843	0.233359809372518	0.551558752997602	0.318198943625084
CD37	1.45437629358331	1.98135151949848	0.443461588987203	0.00428911834789516	0.00839328537170264	0.00410416702380748
LILRB1	0	0	0	0	0	0
VSX1	41.9172024614903	55.8080677992072	0.412845613440969	0.0695790309769658	0.0813349320543565	0.0117559010773907
PCP4	197.951001958785	244.555387549527	0.30500398954118	0.229070691024623	0.332134292565947	0.103063601541325
COL6A1	8.46654770907425	14.9073114324171	0.815438825053631	0.020174741858618	0.0419664268585132	0.0217916849998952
COL6A2	1.50631830406843	1.13220086828485	-0.40875624802119	0.00333598093725179	0.00379696243005596	0.000460981492804168
S100B	3.22040465007732	3.349427568676	0.0565005327071033	0.00889594916600477	0.0111910471622702	0.00229509799626542
SOX10	2.70098454522614	2.26440173656969	-0.253329783020081	0.00746624305003971	0.00839328537170264	0.000927042321662924
FBLN1	0.571362115336299	0.943500723570705	0.713796972522717	0.00158856235107228	0.00319744204636291	0.00160887969529063
ARR3	50.1759821286241	161.763199056197	1.68861626227775	0.0644956314535346	0.116306954436451	0.0518113229829163
PLP1	0.207768041940472	2.92485224306919	3.75242371656652	0.000635424940428912	0.00979216626698641	0.0091567413265575
OPN1LW	19.0627178480383	62.8843232259875	1.72141936561226	0.0368546465448769	0.0805355715427658	0.0436809249978889
OPN1MW	1.81797036697913	10.0011076698495	2.45328702034627	0.00460683081810961	0.0157873701039169	0.0111805392858073
