group	archive_member	tip_count	pair_count	mean_patristic_distance
animals	1441854at2759.faa.mafft.clipkit.treefile	3	3	0.74753002973333338
animals	1445102at2759.faa.mafft.clipkit.treefile	3	3	0.54019620806666668
animals	1455730at2759.faa.mafft.clipkit.treefile	3	3	0.45252144813333334
animals	1488235at2759.faa.mafft.clipkit.treefile	3	3	0.69140583719999993
animals	1488436at2759.faa.mafft.clipkit.treefile	3	3	0.60187680913333341
animals	1504863at2759.faa.mafft.clipkit.treefile	4	6	0.71177891500000001
animals	1513531at2759.faa.mafft.clipkit.treefile	3	3	0.96276975099999984
animals	1525971at2759.faa.mafft.clipkit.treefile	4	6	0.86140779851666671
animals	1526152at2759.faa.mafft.clipkit.treefile	3	3	1.2518107352000001
animals	1538526at2759.faa.mafft.clipkit.treefile	3	3	0.84110198366666655
animals	1545004at2759.faa.mafft.clipkit.treefile	3	3	0.41780904919999995
animals	1552706at2759.faa.mafft.clipkit.treefile	3	3	0.6493725668
animals	156083at2759.faa.mafft.clipkit.treefile	4	6	0.094635419466666662
animals	1620056at2759.faa.mafft.clipkit.treefile	4	6	0.93800567573333327
animals	1626636at2759.faa.mafft.clipkit.treefile	3	3	0.52887601113333338
animals	1633672at2759.faa.mafft.clipkit.treefile	3	3	0.25712394873333333
animals	176625at2759.faa.mafft.clipkit.treefile	3	3	1.6977264919333332
animals	271586at2759.faa.mafft.clipkit.treefile	3	3	1.9764695957333336
animals	290630at2759.faa.mafft.clipkit.treefile	3	3	0.99915055846666678
animals	296129at2759.faa.mafft.clipkit.treefile	3	3	0.62962603373333337
animals	306227at2759.faa.mafft.clipkit.treefile	3	3	1.1728052663999999
animals	320059at2759.faa.mafft.clipkit.treefile	3	3	0.23898105826666668
animals	324863at2759.faa.mafft.clipkit.treefile	3	3	1.5027658922
animals	331411at2759.faa.mafft.clipkit.treefile	3	3	0.55172092959999997
animals	341721at2759.faa.mafft.clipkit.treefile	4	6	1.4680013384833333
animals	355408at2759.faa.mafft.clipkit.treefile	3	3	0.1201200946
animals	390348at2759.faa.mafft.clipkit.treefile	3	3	0.23011384866666665
animals	39650at2759.faa.mafft.clipkit.treefile	3	3	1.0403453749333333
animals	396755at2759.faa.mafft.clipkit.treefile	3	3	0.90985293773333342
animals	418107at2759.faa.mafft.clipkit.treefile	3	3	0.70905554566666662
animals	453044at2759.faa.mafft.clipkit.treefile	4	6	1.0663724661
animals	491869at2759.faa.mafft.clipkit.treefile	3	3	1.3153018301999999
animals	570797at2759.faa.mafft.clipkit.treefile	4	6	2.0334451293666667
animals	621827at2759.faa.mafft.clipkit.treefile	3	3	1.4191667410666666
animals	664730at2759.faa.mafft.clipkit.treefile	4	6	0.54334122753333325
animals	673132at2759.faa.mafft.clipkit.treefile	4	6	0.8285599446166666
animals	674160at2759.faa.mafft.clipkit.treefile	3	3	1.8706589398000002
animals	679771at2759.faa.mafft.clipkit.treefile	3	3	1.4105997872666665
animals	720340at2759.faa.mafft.clipkit.treefile	3	3	0.95514596806666674
animals	721605at2759.faa.mafft.clipkit.treefile	4	6	1.1962454998500001
animals	734666at2759.faa.mafft.clipkit.treefile	3	3	0.71060501239999996
animals	777920at2759.faa.mafft.clipkit.treefile	3	3	1.0173571554666667
animals	814241at2759.faa.mafft.clipkit.treefile	3	3	0.61956406753333326
animals	836599at2759.faa.mafft.clipkit.treefile	3	3	0.67802865153333336
animals	866359at2759.faa.mafft.clipkit.treefile	3	3	0.61053875999999996
animals	891751at2759.faa.mafft.clipkit.treefile	3	3	1.9117014892000002
animals	919955at2759.faa.mafft.clipkit.treefile	3	3	1.0464429820666667
animals	974865at2759.faa.mafft.clipkit.treefile	4	6	0.98800033104999996
animals	975158at2759.faa.mafft.clipkit.treefile	3	3	0.66256833726666664
animals	981902at2759.faa.mafft.clipkit.treefile	3	3	0.89172561280000007
animals	996662at2759.faa.mafft.clipkit.treefile	4	6	1.4757947088333332
fungi	1001705at2759.faa.mafft.clipkit.treefile	4	6	1.7015966260666666
fungi	1003258at2759.faa.mafft.clipkit.treefile	4	6	1.6908806038333335
fungi	100698at2759.faa.mafft.clipkit.treefile	4	6	1.0808753392500001
fungi	1010730at2759.faa.mafft.clipkit.treefile	4	6	1.1521924698999999
fungi	1014314at2759.faa.mafft.clipkit.treefile	4	6	1.9411812228000001
fungi	1018517at2759.faa.mafft.clipkit.treefile	4	6	0.93287826915000005
fungi	1019762at2759.faa.mafft.clipkit.treefile	4	6	2.426690216066667
fungi	1025450at2759.faa.mafft.clipkit.treefile	4	6	1.5718522471666667
fungi	1030907at2759.faa.mafft.clipkit.treefile	4	6	2.3160044415000001
fungi	1032689at2759.faa.mafft.clipkit.treefile	4	6	1.6527801510666666
fungi	1038775at2759.faa.mafft.clipkit.treefile	3	3	1.1136281723333334
fungi	1041560at2759.faa.mafft.clipkit.treefile	4	6	1.2705463210000001
fungi	1049599at2759.faa.mafft.clipkit.treefile	3	3	1.698980076
fungi	1051021at2759.faa.mafft.clipkit.treefile	4	6	2.084461963266667
fungi	1053181at2759.faa.mafft.clipkit.treefile	3	3	1.3083348329333335
fungi	1057950at2759.faa.mafft.clipkit.treefile	4	6	2.1941545439666665
fungi	1065019at2759.faa.mafft.clipkit.treefile	4	6	1.1527294435
fungi	1076134at2759.faa.mafft.clipkit.treefile	4	6	1.0523275337333333
fungi	1079130at2759.faa.mafft.clipkit.treefile	4	6	1.0031909134166666
fungi	1079827at2759.faa.mafft.clipkit.treefile	4	6	0.57980335505000002
fungi	1085752at2759.faa.mafft.clipkit.treefile	3	3	3.0456062876000001
fungi	1087488at2759.faa.mafft.clipkit.treefile	4	6	1.8615150912333334
fungi	1090038at2759.faa.mafft.clipkit.treefile	3	3	1.8326455036
fungi	1094121at2759.faa.mafft.clipkit.treefile	4	6	2.1355514775333333
fungi	1096688at2759.faa.mafft.clipkit.treefile	4	6	0.98121956815000011
fungi	1106766at2759.faa.mafft.clipkit.treefile	3	3	1.0879229305333331
fungi	1107630at2759.faa.mafft.clipkit.treefile	4	6	1.6666018944333334
fungi	1108845at2759.faa.mafft.clipkit.treefile	3	3	1.1603212164000001
fungi	1111142at2759.faa.mafft.clipkit.treefile	3	3	2.7073360627999996
fungi	1112002at2759.faa.mafft.clipkit.treefile	4	6	1.36595670145
fungi	1115196at2759.faa.mafft.clipkit.treefile	4	6	1.5929339469166666
fungi	1128607at2759.faa.mafft.clipkit.treefile	4	6	0.90292114660000011
fungi	1129824at2759.faa.mafft.clipkit.treefile	4	6	1.8309187936833335
fungi	1138059at2759.faa.mafft.clipkit.treefile	4	6	1.0045010568666666
fungi	1157302at2759.faa.mafft.clipkit.treefile	4	6	0.35794312768333336
fungi	1161199at2759.faa.mafft.clipkit.treefile	4	6	2.3058335358333335
fungi	1173229at2759.faa.mafft.clipkit.treefile	3	3	1.9965374652666668
fungi	1178688at2759.faa.mafft.clipkit.treefile	4	6	1.7368464898166665
fungi	1182451at2759.faa.mafft.clipkit.treefile	4	6	1.9792047000166668
fungi	1193442at2759.faa.mafft.clipkit.treefile	4	6	1.4579087552666667
fungi	1194691at2759.faa.mafft.clipkit.treefile	4	6	1.41257112855
fungi	1194797at2759.faa.mafft.clipkit.treefile	4	6	1.4454259154333335
fungi	1197019at2759.faa.mafft.clipkit.treefile	4	6	1.08366751605
fungi	1200489at2759.faa.mafft.clipkit.treefile	4	6	1.4204797724
fungi	1217666at2759.faa.mafft.clipkit.treefile	4	6	1.1594723891500001
fungi	1220881at2759.faa.mafft.clipkit.treefile	4	6	1.4376523210166665
fungi	1222562at2759.faa.mafft.clipkit.treefile	4	6	1.5050652321166667
fungi	1223488at2759.faa.mafft.clipkit.treefile	4	6	1.9592430423
fungi	1228942at2759.faa.mafft.clipkit.treefile	4	6	1.1874573691666666
fungi	1233814at2759.faa.mafft.clipkit.treefile	4	6	1.2368668181166667
fungi	1236198at2759.faa.mafft.clipkit.treefile	4	6	0.88109471206666667
fungi	1247641at2759.faa.mafft.clipkit.treefile	4	6	2.4070623566333333
fungi	1248958at2759.faa.mafft.clipkit.treefile	4	6	1.7160970594833334
fungi	1249159at2759.faa.mafft.clipkit.treefile	4	6	1.8278625061666667
fungi	1251252at2759.faa.mafft.clipkit.treefile	4	6	1.8575754740333332
fungi	1257440at2759.faa.mafft.clipkit.treefile	4	6	1.2248842076666666
fungi	1258856at2759.faa.mafft.clipkit.treefile	4	6	2.3513809715999998
fungi	1259741at2759.faa.mafft.clipkit.treefile	4	6	1.7091140141833334
fungi	1260807at2759.faa.mafft.clipkit.treefile	4	6	1.2726000287166668
fungi	1264469at2759.faa.mafft.clipkit.treefile	4	6	1.7403983337666666
fungi	1266231at2759.faa.mafft.clipkit.treefile	3	3	0.87439250660000001
fungi	1269244at2759.faa.mafft.clipkit.treefile	4	6	2.7019701727333332
fungi	1269649at2759.faa.mafft.clipkit.treefile	4	6	0.92841973330000005
fungi	1275837at2759.faa.mafft.clipkit.treefile	4	6	0.88329687005000002
fungi	1284731at2759.faa.mafft.clipkit.treefile	4	6	1.5660965197666668
fungi	1287094at2759.faa.mafft.clipkit.treefile	4	6	1.8199826292500001
fungi	1287401at2759.faa.mafft.clipkit.treefile	3	3	0.91409569559999992
fungi	1291729at2759.faa.mafft.clipkit.treefile	4	6	1.4466817786500001
fungi	1304061at2759.faa.mafft.clipkit.treefile	4	6	1.0499829110000001
fungi	1309031at2759.faa.mafft.clipkit.treefile	4	6	1.6498918788666668
fungi	1312453at2759.faa.mafft.clipkit.treefile	4	6	2.0701154046166668
fungi	1314980at2759.faa.mafft.clipkit.treefile	3	3	1.7870335258666667
fungi	1322299at2759.faa.mafft.clipkit.treefile	4	6	1.7382030066833334
fungi	1322642at2759.faa.mafft.clipkit.treefile	3	3	1.1532518082666667
fungi	1323575at2759.faa.mafft.clipkit.treefile	4	6	1.4192993377000001
fungi	1324510at2759.faa.mafft.clipkit.treefile	4	6	1.9042912286
fungi	1338131at2759.faa.mafft.clipkit.treefile	4	6	0.88926734396666662
fungi	1339553at2759.faa.mafft.clipkit.treefile	4	6	3.8227307621666662
fungi	1342242at2759.faa.mafft.clipkit.treefile	4	6	2.2478961824666666
fungi	1346165at2759.faa.mafft.clipkit.treefile	4	6	1.5381377030333334
fungi	1346432at2759.faa.mafft.clipkit.treefile	4	6	1.8242959873666666
fungi	1348942at2759.faa.mafft.clipkit.treefile	4	6	1.9330178566666667
fungi	1355894at2759.faa.mafft.clipkit.treefile	4	6	1.4656256436666668
fungi	1358374at2759.faa.mafft.clipkit.treefile	4	6	1.0313196649833334
fungi	1364586at2759.faa.mafft.clipkit.treefile	3	3	1.6822182622000001
fungi	1370285at2759.faa.mafft.clipkit.treefile	4	6	2.9308160842333333
fungi	1370304at2759.faa.mafft.clipkit.treefile	4	6	2.0270080942666664
fungi	1377237at2759.faa.mafft.clipkit.treefile	3	3	1.8623083762000003
fungi	1379600at2759.faa.mafft.clipkit.treefile	4	6	2.5222326665166666
fungi	1380409at2759.faa.mafft.clipkit.treefile	3	3	1.8378906414666665
fungi	1382842at2759.faa.mafft.clipkit.treefile	3	3	1.8895303064666666
fungi	1395649at2759.faa.mafft.clipkit.treefile	3	3	1.8223921750000001
fungi	1398309at2759.faa.mafft.clipkit.treefile	4	6	1.3159286488333333
fungi	1404162at2759.faa.mafft.clipkit.treefile	4	6	2.2950556576499999
fungi	1405073at2759.faa.mafft.clipkit.treefile	4	6	0.56698005393333328
fungi	1405146at2759.faa.mafft.clipkit.treefile	4	6	2.5534263758166666
fungi	1407446at2759.faa.mafft.clipkit.treefile	4	6	2.5546705174666666
fungi	1421503at2759.faa.mafft.clipkit.treefile	4	6	1.04154781305
fungi	1423847at2759.faa.mafft.clipkit.treefile	4	6	1.3994134043499999
fungi	142542at2759.faa.mafft.clipkit.treefile	3	3	2.0003074868666668
fungi	1426075at2759.faa.mafft.clipkit.treefile	4	6	1.353742497
fungi	1428265at2759.faa.mafft.clipkit.treefile	4	6	2.4540076324166669
fungi	1428854at2759.faa.mafft.clipkit.treefile	4	6	1.8092988849999998
fungi	1430056at2759.faa.mafft.clipkit.treefile	4	6	1.5903152410333332
fungi	1432328at2759.faa.mafft.clipkit.treefile	4	6	1.6061558396166664
fungi	1434266at2759.faa.mafft.clipkit.treefile	4	6	2.0716147451333331
fungi	1440961at2759.faa.mafft.clipkit.treefile	4	6	1.9922240403833333
fungi	1441854at2759.faa.mafft.clipkit.treefile	4	6	1.3500247480333334
fungi	1442062at2759.faa.mafft.clipkit.treefile	4	6	1.9468005476999999
fungi	1445102at2759.faa.mafft.clipkit.treefile	4	6	1.6960550120999998
fungi	1450538at2759.faa.mafft.clipkit.treefile	4	6	1.6483110031333332
fungi	1454155at2759.faa.mafft.clipkit.treefile	4	6	2.1199683111166667
fungi	1455730at2759.faa.mafft.clipkit.treefile	3	3	0.93792308566666671
fungi	1459797at2759.faa.mafft.clipkit.treefile	4	6	1.7737424927333334
fungi	1474000at2759.faa.mafft.clipkit.treefile	4	6	1.3450697236
fungi	1488235at2759.faa.mafft.clipkit.treefile	4	6	1.3631212101833334
fungi	1488436at2759.faa.mafft.clipkit.treefile	4	6	1.9124249436833332
fungi	1490022at2759.faa.mafft.clipkit.treefile	4	6	1.3832529848666668
fungi	1504863at2759.faa.mafft.clipkit.treefile	4	6	1.3730558627833334
fungi	1513531at2759.faa.mafft.clipkit.treefile	4	6	2.3302991081499997
fungi	1525971at2759.faa.mafft.clipkit.treefile	4	6	1.8854166314333334
fungi	1530008at2759.faa.mafft.clipkit.treefile	4	6	0.62132120565000004
fungi	1538526at2759.faa.mafft.clipkit.treefile	4	6	1.08588499795
fungi	1552706at2759.faa.mafft.clipkit.treefile	4	6	1.7038317828166667
fungi	1558822at2759.faa.mafft.clipkit.treefile	3	3	0.73420323160000001
fungi	156083at2759.faa.mafft.clipkit.treefile	3	3	0.56514906273333332
fungi	1567796at2759.faa.mafft.clipkit.treefile	4	6	1.1597321682666666
fungi	1575179at2759.faa.mafft.clipkit.treefile	4	6	2.111281077333333
fungi	1576404at2759.faa.mafft.clipkit.treefile	4	6	1.5409327806166668
fungi	1588798at2759.faa.mafft.clipkit.treefile	4	6	1.7516138252833333
fungi	1593937at2759.faa.mafft.clipkit.treefile	4	6	2.4161845832166668
fungi	160593at2759.faa.mafft.clipkit.treefile	4	6	2.0728622560166667
fungi	1617752at2759.faa.mafft.clipkit.treefile	4	6	1.9626710718
fungi	1620056at2759.faa.mafft.clipkit.treefile	4	6	1.6820760470666665
fungi	1623701at2759.faa.mafft.clipkit.treefile	4	6	2.1556886669333335
fungi	1626636at2759.faa.mafft.clipkit.treefile	3	3	1.4160791075999999
fungi	1633672at2759.faa.mafft.clipkit.treefile	4	6	0.73818072280000002
fungi	1645187at2759.faa.mafft.clipkit.treefile	4	6	1.1886460579833333
fungi	166920at2759.faa.mafft.clipkit.treefile	4	6	1.5647173366
fungi	176625at2759.faa.mafft.clipkit.treefile	4	6	2.1171702060166666
fungi	179362at2759.faa.mafft.clipkit.treefile	4	6	2.6202570221833335
fungi	245208at2759.faa.mafft.clipkit.treefile	4	6	1.0554564214666666
fungi	257318at2759.faa.mafft.clipkit.treefile	4	6	1.9557765543166667
fungi	261328at2759.faa.mafft.clipkit.treefile	3	3	1.7655160602666664
fungi	261419at2759.faa.mafft.clipkit.treefile	3	3	1.8959158990666667
fungi	270107at2759.faa.mafft.clipkit.treefile	4	6	1.7083795346333333
fungi	271586at2759.faa.mafft.clipkit.treefile	4	6	2.5016503064333335
fungi	290630at2759.faa.mafft.clipkit.treefile	4	6	0.97796643303333342
fungi	293315at2759.faa.mafft.clipkit.treefile	4	6	1.7062271748833331
fungi	296129at2759.faa.mafft.clipkit.treefile	4	6	0.85715003561666669
fungi	299766at2759.faa.mafft.clipkit.treefile	4	6	2.4100964155666666
fungi	306227at2759.faa.mafft.clipkit.treefile	3	3	1.7109551336
fungi	320059at2759.faa.mafft.clipkit.treefile	4	6	0.43061995825000005
fungi	324863at2759.faa.mafft.clipkit.treefile	4	6	1.8073867742666667
fungi	325552at2759.faa.mafft.clipkit.treefile	4	6	1.3528638473000001
fungi	330169at2759.faa.mafft.clipkit.treefile	4	6	2.4726628000833331
fungi	331411at2759.faa.mafft.clipkit.treefile	4	6	1.9994514107833332
fungi	341721at2759.faa.mafft.clipkit.treefile	4	6	2.1512080153499999
fungi	345441at2759.faa.mafft.clipkit.treefile	3	3	1.0516629581999999
fungi	355408at2759.faa.mafft.clipkit.treefile	4	6	1.3299476747833334
fungi	369837at2759.faa.mafft.clipkit.treefile	4	6	1.5106617450666668
fungi	375960at2759.faa.mafft.clipkit.treefile	4	6	1.6036635262833334
fungi	383503at2759.faa.mafft.clipkit.treefile	4	6	2.10237585495
fungi	388820at2759.faa.mafft.clipkit.treefile	4	6	1.5625355869500002
fungi	390348at2759.faa.mafft.clipkit.treefile	4	6	1.1751107426
fungi	392369at2759.faa.mafft.clipkit.treefile	4	6	0.73393571690000003
fungi	39650at2759.faa.mafft.clipkit.treefile	4	6	1.4767476400166668
fungi	396755at2759.faa.mafft.clipkit.treefile	4	6	2.0194051015499999
fungi	418107at2759.faa.mafft.clipkit.treefile	4	6	1.1320642510166667
fungi	426305at2759.faa.mafft.clipkit.treefile	4	6	1.1856797886500001
fungi	450058at2759.faa.mafft.clipkit.treefile	4	6	3.1219117135999999
fungi	453044at2759.faa.mafft.clipkit.treefile	4	6	1.3230674913166667
fungi	457861at2759.faa.mafft.clipkit.treefile	4	6	1.7189284250499999
fungi	464990at2759.faa.mafft.clipkit.treefile	4	6	1.2423353282833334
fungi	513979at2759.faa.mafft.clipkit.treefile	4	6	1.9294564076666667
fungi	543764at2759.faa.mafft.clipkit.treefile	4	6	1.9113473972166668
fungi	549762at2759.faa.mafft.clipkit.treefile	3	3	1.4457799186000002
fungi	551907at2759.faa.mafft.clipkit.treefile	4	6	1.8975466787666668
fungi	570797at2759.faa.mafft.clipkit.treefile	4	6	2.6981725054833334
fungi	582756at2759.faa.mafft.clipkit.treefile	4	6	2.67184026895
fungi	598949at2759.faa.mafft.clipkit.treefile	4	6	2.3307203526166664
fungi	604979at2759.faa.mafft.clipkit.treefile	3	3	1.1190444419333334
fungi	621827at2759.faa.mafft.clipkit.treefile	4	6	1.3853764425999999
fungi	625387at2759.faa.mafft.clipkit.treefile	3	3	2.4205833689333334
fungi	655400at2759.faa.mafft.clipkit.treefile	4	6	1.9375648967833332
fungi	664730at2759.faa.mafft.clipkit.treefile	4	6	0.85415653703333339
fungi	671536at2759.faa.mafft.clipkit.treefile	4	6	1.3671247419999999
fungi	671846at2759.faa.mafft.clipkit.treefile	4	6	2.7860984580166668
fungi	673132at2759.faa.mafft.clipkit.treefile	4	6	0.97655528969999994
fungi	674160at2759.faa.mafft.clipkit.treefile	4	6	2.2748499325333333
fungi	674169at2759.faa.mafft.clipkit.treefile	4	6	2.5561211680666669
fungi	679187at2759.faa.mafft.clipkit.treefile	3	3	1.5951933491333332
fungi	679771at2759.faa.mafft.clipkit.treefile	3	3	1.6336899188
fungi	687505at2759.faa.mafft.clipkit.treefile	4	6	1.3956554817333335
fungi	692986at2759.faa.mafft.clipkit.treefile	4	6	2.6494836114
fungi	708105at2759.faa.mafft.clipkit.treefile	4	6	2.4065317240333335
fungi	719531at2759.faa.mafft.clipkit.treefile	4	6	1.0866927057333333
fungi	720340at2759.faa.mafft.clipkit.treefile	4	6	1.7022160805833331
fungi	722805at2759.faa.mafft.clipkit.treefile	4	6	2.0949469079666669
fungi	734341at2759.faa.mafft.clipkit.treefile	4	6	1.8878039879166666
fungi	734666at2759.faa.mafft.clipkit.treefile	4	6	0.91035529651666669
fungi	736068at2759.faa.mafft.clipkit.treefile	4	6	1.9994502769166667
fungi	751335at2759.faa.mafft.clipkit.treefile	4	6	2.4540147357166666
fungi	759498at2759.faa.mafft.clipkit.treefile	4	6	1.3437464534666665
fungi	761109at2759.faa.mafft.clipkit.treefile	4	6	1.7192752511
fungi	768809at2759.faa.mafft.clipkit.treefile	4	6	1.2114932065666666
fungi	774318at2759.faa.mafft.clipkit.treefile	4	6	2.2342124087499999
fungi	777920at2759.faa.mafft.clipkit.treefile	4	6	1.2404715505499999
fungi	779909at2759.faa.mafft.clipkit.treefile	4	6	0.58043422055000005
fungi	801857at2759.faa.mafft.clipkit.treefile	4	6	1.59093001645
fungi	814241at2759.faa.mafft.clipkit.treefile	4	6	1.8359275122833332
fungi	817008at2759.faa.mafft.clipkit.treefile	4	6	0.72838425183333333
fungi	834694at2759.faa.mafft.clipkit.treefile	4	6	1.7321459117
fungi	836599at2759.faa.mafft.clipkit.treefile	4	6	1.6317255637333332
fungi	83779at2759.faa.mafft.clipkit.treefile	4	6	1.829237015133333
fungi	844748at2759.faa.mafft.clipkit.treefile	3	3	1.4561241808666665
fungi	855834at2759.faa.mafft.clipkit.treefile	4	6	2.5456807801500001
fungi	858842at2759.faa.mafft.clipkit.treefile	3	3	1.8560246582666666
fungi	865202at2759.faa.mafft.clipkit.treefile	4	6	1.7292463459166667
fungi	866359at2759.faa.mafft.clipkit.treefile	4	6	0.85503708746666662
fungi	869548at2759.faa.mafft.clipkit.treefile	4	6	1.8137161844333332
fungi	878143at2759.faa.mafft.clipkit.treefile	4	6	1.5230639838666666
fungi	87842at2759.faa.mafft.clipkit.treefile	4	6	1.8598256931166668
fungi	887370at2759.faa.mafft.clipkit.treefile	4	6	1.7936240491166666
fungi	891751at2759.faa.mafft.clipkit.treefile	4	6	2.3071621701166669
fungi	898782at2759.faa.mafft.clipkit.treefile	4	6	2.2209618738833332
fungi	901894at2759.faa.mafft.clipkit.treefile	4	6	1.7333503108166666
fungi	905026at2759.faa.mafft.clipkit.treefile	4	6	1.7686911280666668
fungi	911863at2759.faa.mafft.clipkit.treefile	4	6	2.0354029436833332
fungi	917326at2759.faa.mafft.clipkit.treefile	4	6	1.3733009997166665
fungi	918816at2759.faa.mafft.clipkit.treefile	4	6	1.90507926095
fungi	919955at2759.faa.mafft.clipkit.treefile	4	6	1.5072276001333333
fungi	923657at2759.faa.mafft.clipkit.treefile	4	6	2.1811815775166665
fungi	924753at2759.faa.mafft.clipkit.treefile	4	6	1.8279958533
fungi	931188at2759.faa.mafft.clipkit.treefile	4	6	2.1353808210666667
fungi	937275at2759.faa.mafft.clipkit.treefile	3	3	2.4910008344666665
fungi	937686at2759.faa.mafft.clipkit.treefile	3	3	1.2552447785333334
fungi	939345at2759.faa.mafft.clipkit.treefile	4	6	2.1211432808000001
fungi	944899at2759.faa.mafft.clipkit.treefile	4	6	0.6120044969166667
fungi	946128at2759.faa.mafft.clipkit.treefile	4	6	1.8682866349999998
fungi	956854at2759.faa.mafft.clipkit.treefile	3	3	1.5928635082
fungi	97116at2759.faa.mafft.clipkit.treefile	4	6	1.5273289059333333
fungi	973442at2759.faa.mafft.clipkit.treefile	4	6	1.8439660878833333
fungi	974865at2759.faa.mafft.clipkit.treefile	4	6	1.2751336016833335
fungi	975158at2759.faa.mafft.clipkit.treefile	4	6	1.6630886949166666
fungi	975557at2759.faa.mafft.clipkit.treefile	4	6	2.1082023058000003
fungi	976469at2759.faa.mafft.clipkit.treefile	3	3	1.1909071283999999
fungi	981902at2759.faa.mafft.clipkit.treefile	4	6	2.7195450858000001
fungi	996662at2759.faa.mafft.clipkit.treefile	4	6	1.3109191007499998
