sampleID	panel	mean_cptt	detected_cell_fraction	present_genes	missing_genes
Patient_003	b_cell	49.53174147128835	0.9670376712328768	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_003	myeloid	23.39429726914816	0.7585616438356164	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_003	dendritic	0.8345772881291225	0.11408390410958905	FCER1A,CD1C,CLEC10A,CD1A	
Patient_003	dendritic_hla	66.76209627485203	0.9574058219178082	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_003	macrophage	18.94626896164352	0.5226883561643836	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_003	mast	7.578434000497999	0.09610445205479452	TPSAB1,TPSB2,KIT,MS4A2	
Patient_003	granulocyte	11.420085887095501	0.3625856164383562	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_003	epithelial	0.952344732071787	0.08518835616438356	EPCAM,KRT8,KRT18,KRT19	
Patient_003	basal	0.7414481366604646	0.06292808219178082	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_003	squamous_tumor	0.8951477706413455	0.0646404109589041	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_003	alveolar_at2	8.41083778403314	0.17123287671232876	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_003	luad_tumor	0.8856006902440707	0.053082191780821915	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_003	endothelial	0.6269630710948442	0.1969178082191781	PECAM1,VWF,EMCN,KDR,ENG	
Patient_003	fibroblast	0.07929171524022996	0.013912671232876712	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_004	leukocyte	8.380172786402921	0.8157635467980295	PTPRC	
Patient_004	t_nk	40.28966183035875	0.8376847290640395	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_004	b_cell	51.283087735261766	0.961576354679803	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_004	myeloid	14.770274809974202	0.569704433497537	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_004	dendritic	0.6248709679116079	0.08768472906403942	FCER1A,CD1C,CLEC10A,CD1A	
Patient_004	dendritic_hla	61.6384893797302	0.9140394088669951	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_004	macrophage	6.690482221051045	0.18719211822660098	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_004	mast	5.409354257194006	0.05123152709359606	TPSAB1,TPSB2,KIT,MS4A2	
Patient_004	granulocyte	8.861450545656353	0.21108374384236453	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_004	epithelial	0.22129815257128854	0.019950738916256157	EPCAM,KRT8,KRT18,KRT19	
Patient_004	basal	0.08571123680136049	0.014532019704433498	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_004	squamous_tumor	0.02531482151473537	0.00541871921182266	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_004	alveolar_at2	0.7181922034348014	0.01625615763546798	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_004	luad_tumor	0.1680938197414369	0.009852216748768473	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_004	endothelial	0.36707572508252684	0.11822660098522167	PECAM1,VWF,EMCN,KDR,ENG	
Patient_004	fibroblast	0.041778696285098164	0.00935960591133005	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_005	leukocyte	4.386121396533651	0.8562585969738652	PTPRC	
Patient_005	t_nk	5.830794803541087	0.23383768913342504	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_005	b_cell	183.44174907712545	0.9903713892709766	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_005	myeloid	76.6308071998577	0.953920220082531	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_005	dendritic	5.469207393146274	0.6210453920220083	FCER1A,CD1C,CLEC10A,CD1A	
Patient_005	dendritic_hla	277.02803475807053	0.9821182943603851	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_005	macrophage	163.91125329231966	0.9291609353507565	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_005	mast	23.236839562205027	0.09903713892709766	TPSAB1,TPSB2,KIT,MS4A2	
Patient_005	granulocyte	21.237613255891876	0.8390646492434664	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_005	epithelial	0.3217277526224505	0.0405777166437414	EPCAM,KRT8,KRT18,KRT19	
Patient_005	basal	0.026244623720740635	0.01031636863823934	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_005	squamous_tumor	0.01278671743694392	0.0034387895460797797	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_005	alveolar_at2	1.509162714257478	0.03782668500687758	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_005	luad_tumor	0.4555976149224214	0.032324621733149934	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_005	endothelial	1.1822406009625621	0.5646492434662999	PECAM1,VWF,EMCN,KDR,ENG	
Patient_005	fibroblast	0.07803680544303233	0.024071526822558458	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_006	leukocyte	7.9407758867578	0.7914893617021277	PTPRC	
Patient_006	t_nk	78.05716178485147	0.939443535188216	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_006	b_cell	25.373465483971955	0.8913256955810147	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_006	myeloid	15.1082456317693	0.6062193126022913	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_006	dendritic	0.12852929637973734	0.019639934533551555	FCER1A,CD1C,CLEC10A,CD1A	
Patient_006	dendritic_hla	19.775590524743674	0.7067103109656301	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_006	macrophage	1.5531517594440545	0.045499181669394435	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_006	mast	1.2509261354393786	0.010801963993453356	TPSAB1,TPSB2,KIT,MS4A2	
Patient_006	granulocyte	3.606120973545282	0.07463175122749591	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_006	epithelial	0.13441685983948268	0.00851063829787234	EPCAM,KRT8,KRT18,KRT19	
Patient_006	basal	0.00686117479040564	0.0009819967266775777	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_006	squamous_tumor	0.005544134846882802	0.001309328968903437	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_006	alveolar_at2	0.7440518108024154	0.01702127659574468	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_006	luad_tumor	0.1409125484949775	0.0088379705400982	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_006	endothelial	0.2543522545590834	0.06513911620294599	PECAM1,VWF,EMCN,KDR,ENG	
Patient_006	fibroblast	0.021343743881907472	0.004582651391162029	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_007	leukocyte	5.522360342418397	0.8279773156899811	PTPRC	
Patient_007	t_nk	29.105922418519125	0.6124763705103969	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_007	b_cell	72.44351431648064	0.9810964083175804	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_007	myeloid	49.633975710762435	0.8714555765595463	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_007	dendritic	1.8961869350630554	0.31379962192816635	FCER1A,CD1C,CLEC10A,CD1A	
Patient_007	dendritic_hla	94.0938425505373	0.9395085066162571	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_007	macrophage	42.08810487132508	0.7353497164461248	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_007	mast	0.1051632862715343	0.03213610586011342	TPSAB1,TPSB2,KIT,MS4A2	
Patient_007	granulocyte	27.736773185098304	0.6540642722117203	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_007	epithelial	0.39983516499840305	0.03969754253308128	EPCAM,KRT8,KRT18,KRT19	
Patient_007	basal	0.02062381983206105	0.005671077504725898	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_007	squamous_tumor	0.020188900960106445	0.007561436672967864	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_007	alveolar_at2	3.250065010721747	0.022684310018903593	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_007	luad_tumor	0.3915276753847388	0.030245746691871456	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_007	endothelial	0.864652056363319	0.389413988657845	PECAM1,VWF,EMCN,KDR,ENG	
Patient_007	fibroblast	0.05668547199364902	0.00945179584120983	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_008	leukocyte	8.127758922934738	0.8260325406758448	PTPRC	
Patient_008	t_nk	37.43999623173776	0.8135168961201502	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_008	b_cell	73.21285893137603	0.9662077596996246	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_008	myeloid	14.79026333047037	0.6275344180225282	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_008	dendritic	0.554904498912988	0.08735919899874843	FCER1A,CD1C,CLEC10A,CD1A	
Patient_008	dendritic_hla	59.358566448534056	0.8951188986232791	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_008	macrophage	8.209603752198163	0.22252816020025032	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_008	mast	1.218804540787187	0.015018773466833541	TPSAB1,TPSB2,KIT,MS4A2	
Patient_008	granulocyte	3.542925802215911	0.16996245306633292	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_008	epithelial	0.6235250508151896	0.05006257822277847	EPCAM,KRT8,KRT18,KRT19	
Patient_008	basal	0.02716228595469313	0.008260325406758449	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_008	squamous_tumor	0.03198029409642186	0.003504380475594493	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_008	alveolar_at2	0.5853689483104498	0.024780976220275343	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_008	luad_tumor	0.20213044300797903	0.017271589486858575	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_008	endothelial	0.34548060184717677	0.11539424280350438	PECAM1,VWF,EMCN,KDR,ENG	
Patient_008	fibroblast	0.0499076467870133	0.016270337922403004	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_009	leukocyte	4.826231391817579	0.6895306859205776	PTPRC	
Patient_009	t_nk	4.247799374643245	0.20577617328519857	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_009	b_cell	101.25044894741065	0.9819494584837545	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_009	myeloid	94.05311556412676	0.9422382671480144	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_009	dendritic	2.2974706407755705	0.2563176895306859	FCER1A,CD1C,CLEC10A,CD1A	
Patient_009	dendritic_hla	125.48341702826988	0.9783393501805054	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_009	macrophage	24.00045366388719	0.49458483754512633	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_009	mast	4.378163923248018	0.039711191335740074	TPSAB1,TPSB2,KIT,MS4A2	
Patient_009	granulocyte	116.9762799135111	0.8808664259927798	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_009	epithelial	3.177264360190333	0.1263537906137184	EPCAM,KRT8,KRT18,KRT19	
Patient_009	basal	0.16754933202909092	0.02527075812274368	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_009	squamous_tumor	0.24526423295042077	0.04332129963898917	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_009	alveolar_at2	10.832461655515235	0.1552346570397112	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_009	luad_tumor	3.008895078864043	0.11552346570397112	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_009	endothelial	1.1386284050432467	0.3249097472924188	PECAM1,VWF,EMCN,KDR,ENG	
Patient_009	fibroblast	0.3345430945059078	0.05776173285198556	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_010	leukocyte	7.238735111915846	0.8154869933454325	PTPRC	
Patient_010	t_nk	59.09075590657119	0.8663036902601331	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_010	b_cell	43.34554130687154	0.9388989715668482	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_010	myeloid	14.958762977683865	0.5710828796128251	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_010	dendritic	0.8108853318253441	0.09679370840895342	FCER1A,CD1C,CLEC10A,CD1A	
Patient_010	dendritic_hla	49.935418983701105	0.8203266787658802	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_010	macrophage	9.516637362421418	0.19721718088324258	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_010	mast	3.598379501233738	0.022988505747126436	TPSAB1,TPSB2,KIT,MS4A2	
Patient_010	granulocyte	7.919178074747431	0.22262552934059285	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_010	epithelial	1.5160287811415214	0.14156079854809436	EPCAM,KRT8,KRT18,KRT19	
Patient_010	basal	1.4008387010092058	0.1367211131276467	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_010	squamous_tumor	0.7144516644403094	0.0925589836660617	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_010	alveolar_at2	1.2650388120809162	0.024198427102238355	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_010	luad_tumor	0.37161875512817166	0.0205686630369026	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_010	endothelial	0.26477448837904644	0.10465819721718088	PECAM1,VWF,EMCN,KDR,ENG	
Patient_010	fibroblast	0.08650500208425028	0.013309134906231096	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_011	leukocyte	8.62169784880046	0.8540527100944804	PTPRC	
Patient_011	t_nk	47.93421909011687	0.8714569865738439	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_011	b_cell	67.15135364822262	0.9758826454500249	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_011	myeloid	20.716161155165164	0.700397812033814	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_011	dendritic	1.5795381733715992	0.174042764793635	FCER1A,CD1C,CLEC10A,CD1A	
Patient_011	dendritic_hla	91.48942323465093	0.9646941819990055	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_011	macrophage	8.539635056444709	0.2729985082048732	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_011	mast	7.581995551715463	0.06539035305818001	TPSAB1,TPSB2,KIT,MS4A2	
Patient_011	granulocyte	9.485255575434014	0.2876678269517653	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_011	epithelial	0.24431737501660852	0.029338637493784188	EPCAM,KRT8,KRT18,KRT19	
Patient_011	basal	0.15541808271563337	0.012928891098955743	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_011	squamous_tumor	0.05375695649356477	0.002486325211337643	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_011	alveolar_at2	0.6365658794724172	0.027598209845847838	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_011	luad_tumor	0.20918264518709542	0.021631029338637493	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_011	endothelial	0.6578279660399807	0.21979114868224764	PECAM1,VWF,EMCN,KDR,ENG	
Patient_011	fibroblast	0.03373517190778337	0.008950770760815515	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_012	leukocyte	4.422283390620887	0.7056643726839598	PTPRC	
Patient_012	t_nk	21.079884153452664	0.5224986765484383	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_012	b_cell	73.8461790068912	0.9825304393859184	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_012	myeloid	43.17951037614422	0.8025410269984119	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_012	dendritic	1.0217382492230829	0.20328215987294865	FCER1A,CD1C,CLEC10A,CD1A	
Patient_012	dendritic_hla	78.47132255418435	0.9407093700370567	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_012	macrophage	14.757636667839176	0.4679724722075172	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_012	mast	0.7141731499725008	0.008470089994706194	TPSAB1,TPSB2,KIT,MS4A2	
Patient_012	granulocyte	50.75137156659639	0.6119640021175226	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_012	epithelial	2.53316672845993	0.17310746426680784	EPCAM,KRT8,KRT18,KRT19	
Patient_012	basal	0.37397487245337624	0.026469031233456855	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_012	squamous_tumor	0.28595139477285253	0.056114346214928536	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_012	alveolar_at2	17.665459026400192	0.35468501852832185	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_012	luad_tumor	5.1531567625480745	0.19904711487559557	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_012	endothelial	0.6432471407220679	0.2832186341979884	PECAM1,VWF,EMCN,KDR,ENG	
Patient_012	fibroblast	0.8358247564643835	0.0757014293276866	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_013	leukocyte	1.7614765079496804	0.2883172561629153	PTPRC	
Patient_013	t_nk	12.3222460465865	0.34163987138263663	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_013	b_cell	23.19752728884807	0.6591639871382636	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_013	myeloid	21.763098887967136	0.49383708467309756	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_013	dendritic	0.3033111304960526	0.04903536977491962	FCER1A,CD1C,CLEC10A,CD1A	
Patient_013	dendritic_hla	23.045334715793942	0.5696677384780279	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_013	macrophage	10.850930794169516	0.3204715969989282	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_013	mast	7.641895119909713	0.06377277599142551	TPSAB1,TPSB2,KIT,MS4A2	
Patient_013	granulocyte	17.66942994965037	0.3295819935691318	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_013	epithelial	4.69373057203799	0.4659699892818864	EPCAM,KRT8,KRT18,KRT19	
Patient_013	basal	47.16164283551166	0.7880493033226152	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_013	squamous_tumor	13.479066568348058	0.5653804930332261	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_013	alveolar_at2	0.6307572719400768	0.02009646302250804	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_013	luad_tumor	0.3800837558028339	0.07743837084673097	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_013	endothelial	0.519975758495583	0.17416934619506966	PECAM1,VWF,EMCN,KDR,ENG	
Patient_013	fibroblast	11.742177046167594	0.20310825294748125	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_014	leukocyte	5.250564499618557	0.7137592137592138	PTPRC	
Patient_014	t_nk	38.44082072776243	0.6506961506961507	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_014	b_cell	51.659853698244575	0.9504504504504504	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_014	myeloid	47.75902336062898	0.7735462735462736	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_014	dendritic	0.8406373135563309	0.1466011466011466	FCER1A,CD1C,CLEC10A,CD1A	
Patient_014	dendritic_hla	72.79279877039099	0.8992628992628993	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_014	macrophage	21.700887796410854	0.42915642915642915	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_014	mast	14.189962542450992	0.16953316953316952	TPSAB1,TPSB2,KIT,MS4A2	
Patient_014	granulocyte	21.420847068380606	0.5126945126945127	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_014	epithelial	10.561010540996765	0.44348894348894347	EPCAM,KRT8,KRT18,KRT19	
Patient_014	basal	10.88042239088573	0.46478296478296477	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_014	squamous_tumor	3.0571572085954934	0.23791973791973792	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_014	alveolar_at2	2.141761408965582	0.05405405405405406	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_014	luad_tumor	0.5824026591014215	0.10851760851760851	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_014	endothelial	0.9765793340461701	0.3071253071253071	PECAM1,VWF,EMCN,KDR,ENG	
Patient_014	fibroblast	6.494049498018585	0.171990171990172	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_015	leukocyte	2.1625715648011816	0.3740423614240649	PTPRC	
Patient_015	t_nk	5.536334355888858	0.25191527715187023	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_015	b_cell	60.734289094731245	0.8747183415953133	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_015	myeloid	41.55450330253888	0.7643082469580892	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_015	dendritic	1.3452164546908352	0.14240648940964398	FCER1A,CD1C,CLEC10A,CD1A	
Patient_015	dendritic_hla	88.40066716485215	0.8805768364127986	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_015	macrophage	35.53943055291699	0.6696710229833258	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_015	mast	46.98023442775069	0.4109959441189725	TPSAB1,TPSB2,KIT,MS4A2	
Patient_015	granulocyte	19.746163633671834	0.49481748535376296	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_015	epithelial	1.0250918494836896	0.10094637223974763	EPCAM,KRT8,KRT18,KRT19	
Patient_015	basal	2.41160544033653	0.15637674628210907	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_015	squamous_tumor	1.0862522115332742	0.07976566020730058	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_015	alveolar_at2	1.0198117287096062	0.026137899954934655	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_015	luad_tumor	0.2891369097736365	0.020279405137449302	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_015	endothelial	0.889071759147046	0.26768814781433076	PECAM1,VWF,EMCN,KDR,ENG	
Patient_015	fibroblast	108.18341183246336	0.8035150968904912	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_016	leukocyte	7.758264081303266	0.799918500407498	PTPRC	
Patient_016	t_nk	55.0521763137343	0.9360228198859005	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_016	b_cell	29.277941312386194	0.9286878565607172	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_016	myeloid	5.402187981185512	0.4718826405867971	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_016	dendritic	0.2568347990622164	0.029339853300733496	FCER1A,CD1C,CLEC10A,CD1A	
Patient_016	dendritic_hla	24.148235990990717	0.7306438467807661	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_016	macrophage	0.71813272579882	0.03463732681336593	C1QA,C1QB,C1QC,APOE,MARCO	
