group	member	mean_patristic_distance	n_taxa	n_pairs	status
animals	1338131at2759.faa.mafft.clipkit.treefile	0.38388545313333333	3	3	ok
animals	1342242at2759.faa.mafft.clipkit.treefile	1.6978771859000001	4	6	ok
animals	1346165at2759.faa.mafft.clipkit.treefile	1.4446200683333335	3	3	ok
animals	1346432at2759.faa.mafft.clipkit.treefile	1.0664543440833334	4	6	ok
animals	1355894at2759.faa.mafft.clipkit.treefile	0.3869438237333333	3	3	ok
animals	1358374at2759.faa.mafft.clipkit.treefile	0.88338879600000009	3	3	ok
animals	1364586at2759.faa.mafft.clipkit.treefile	1.1996138339333331	3	3	ok
animals	1370285at2759.faa.mafft.clipkit.treefile	1.2883555197999998	3	3	ok
animals	1379600at2759.faa.mafft.clipkit.treefile	0.95813016006666663	3	3	ok
animals	1382842at2759.faa.mafft.clipkit.treefile	0.90143612653333338	3	3	ok
animals	1405073at2759.faa.mafft.clipkit.treefile	0.34475838495	4	6	ok
animals	1421503at2759.faa.mafft.clipkit.treefile	0.43520266699999999	3	3	ok
animals	1423847at2759.faa.mafft.clipkit.treefile	0.69811296580000004	3	3	ok
animals	1428854at2759.faa.mafft.clipkit.treefile	1.3544034616499998	4	6	ok
animals	1432328at2759.faa.mafft.clipkit.treefile	0.57929108740000002	3	3	ok
animals	1434266at2759.faa.mafft.clipkit.treefile	1.4288699071333333	3	3	ok
animals	1441854at2759.faa.mafft.clipkit.treefile	0.74753002973333338	3	3	ok
animals	1445102at2759.faa.mafft.clipkit.treefile	0.54019620806666668	3	3	ok
animals	1455730at2759.faa.mafft.clipkit.treefile	0.45252144813333334	3	3	ok
animals	1488235at2759.faa.mafft.clipkit.treefile	0.69140583719999993	3	3	ok
animals	1488436at2759.faa.mafft.clipkit.treefile	0.60187680913333341	3	3	ok
animals	1504863at2759.faa.mafft.clipkit.treefile	0.71177891500000001	4	6	ok
animals	1513531at2759.faa.mafft.clipkit.treefile	0.96276975099999984	3	3	ok
animals	1525971at2759.faa.mafft.clipkit.treefile	0.86140779851666649	4	6	ok
animals	1526152at2759.faa.mafft.clipkit.treefile	1.2518107352000001	3	3	ok
animals	1538526at2759.faa.mafft.clipkit.treefile	0.84110198366666655	3	3	ok
animals	1545004at2759.faa.mafft.clipkit.treefile	0.4178090492	3	3	ok
animals	1552706at2759.faa.mafft.clipkit.treefile	0.6493725668	3	3	ok
animals	156083at2759.faa.mafft.clipkit.treefile	0.09463541946666669	4	6	ok
animals	1620056at2759.faa.mafft.clipkit.treefile	0.93800567573333327	4	6	ok
animals	1626636at2759.faa.mafft.clipkit.treefile	0.52887601113333338	3	3	ok
animals	1633672at2759.faa.mafft.clipkit.treefile	0.25712394873333333	3	3	ok
animals	176625at2759.faa.mafft.clipkit.treefile	1.6977264919333332	3	3	ok
animals	271586at2759.faa.mafft.clipkit.treefile	1.9764695957333336	3	3	ok
animals	290630at2759.faa.mafft.clipkit.treefile	0.99915055846666678	3	3	ok
animals	296129at2759.faa.mafft.clipkit.treefile	0.62962603373333337	3	3	ok
animals	306227at2759.faa.mafft.clipkit.treefile	1.1728052663999999	3	3	ok
animals	320059at2759.faa.mafft.clipkit.treefile	0.23898105826666671	3	3	ok
animals	324863at2759.faa.mafft.clipkit.treefile	1.5027658922	3	3	ok
animals	331411at2759.faa.mafft.clipkit.treefile	0.55172092959999997	3	3	ok
animals	341721at2759.faa.mafft.clipkit.treefile	1.4680013384833333	4	6	ok
animals	355408at2759.faa.mafft.clipkit.treefile	0.12012009459999999	3	3	ok
animals	390348at2759.faa.mafft.clipkit.treefile	0.23011384866666665	3	3	ok
animals	39650at2759.faa.mafft.clipkit.treefile	1.0403453749333333	3	3	ok
animals	396755at2759.faa.mafft.clipkit.treefile	0.90985293773333342	3	3	ok
animals	418107at2759.faa.mafft.clipkit.treefile	0.70905554566666662	3	3	ok
animals	453044at2759.faa.mafft.clipkit.treefile	1.0663724661	4	6	ok
animals	491869at2759.faa.mafft.clipkit.treefile	1.3153018301999999	3	3	ok
animals	570797at2759.faa.mafft.clipkit.treefile	2.0334451293666667	4	6	ok
animals	621827at2759.faa.mafft.clipkit.treefile	1.4191667410666666	3	3	ok
animals	664730at2759.faa.mafft.clipkit.treefile	0.54334122753333325	4	6	ok
animals	673132at2759.faa.mafft.clipkit.treefile	0.82855994461666682	4	6	ok
animals	674160at2759.faa.mafft.clipkit.treefile	1.8706589398000002	3	3	ok
animals	679771at2759.faa.mafft.clipkit.treefile	1.4105997872666665	3	3	ok
animals	720340at2759.faa.mafft.clipkit.treefile	0.95514596806666674	3	3	ok
animals	721605at2759.faa.mafft.clipkit.treefile	1.1962454998499998	4	6	ok
animals	734666at2759.faa.mafft.clipkit.treefile	0.71060501239999996	3	3	ok
animals	777920at2759.faa.mafft.clipkit.treefile	1.0173571554666667	3	3	ok
animals	814241at2759.faa.mafft.clipkit.treefile	0.61956406753333326	3	3	ok
animals	836599at2759.faa.mafft.clipkit.treefile	0.67802865153333336	3	3	ok
animals	866359at2759.faa.mafft.clipkit.treefile	0.61053875999999996	3	3	ok
animals	891751at2759.faa.mafft.clipkit.treefile	1.9117014892000002	3	3	ok
animals	919955at2759.faa.mafft.clipkit.treefile	1.0464429820666667	3	3	ok
animals	974865at2759.faa.mafft.clipkit.treefile	0.98800033104999996	4	6	ok
animals	975158at2759.faa.mafft.clipkit.treefile	0.66256833726666664	3	3	ok
animals	981902at2759.faa.mafft.clipkit.treefile	0.89172561279999984	3	3	ok
animals	996662at2759.faa.mafft.clipkit.treefile	1.4757947088333332	4	6	ok
fungi	1001705at2759.faa.mafft.clipkit.treefile	1.7015966260666671	4	6	ok
fungi	1003258at2759.faa.mafft.clipkit.treefile	1.6908806038333333	4	6	ok
fungi	100698at2759.faa.mafft.clipkit.treefile	1.0808753392500001	4	6	ok
fungi	1010730at2759.faa.mafft.clipkit.treefile	1.1521924698999999	4	6	ok
fungi	1014314at2759.faa.mafft.clipkit.treefile	1.9411812228000001	4	6	ok
fungi	1018517at2759.faa.mafft.clipkit.treefile	0.93287826915000005	4	6	ok
fungi	1019762at2759.faa.mafft.clipkit.treefile	2.4266902160666661	4	6	ok
fungi	1025450at2759.faa.mafft.clipkit.treefile	1.5718522471666667	4	6	ok
fungi	1030907at2759.faa.mafft.clipkit.treefile	2.3160044415000001	4	6	ok
fungi	1032689at2759.faa.mafft.clipkit.treefile	1.6527801510666666	4	6	ok
fungi	1038775at2759.faa.mafft.clipkit.treefile	1.1136281723333334	3	3	ok
fungi	1041560at2759.faa.mafft.clipkit.treefile	1.2705463210000001	4	6	ok
fungi	1049599at2759.faa.mafft.clipkit.treefile	1.698980076	3	3	ok
fungi	1051021at2759.faa.mafft.clipkit.treefile	2.084461963266667	4	6	ok
fungi	1053181at2759.faa.mafft.clipkit.treefile	1.3083348329333335	3	3	ok
fungi	1057950at2759.faa.mafft.clipkit.treefile	2.1941545439666665	4	6	ok
fungi	1065019at2759.faa.mafft.clipkit.treefile	1.1527294435000002	4	6	ok
fungi	1076134at2759.faa.mafft.clipkit.treefile	1.0523275337333331	4	6	ok
fungi	1079130at2759.faa.mafft.clipkit.treefile	1.0031909134166666	4	6	ok
fungi	1079827at2759.faa.mafft.clipkit.treefile	0.57980335504999991	4	6	ok
fungi	1085752at2759.faa.mafft.clipkit.treefile	3.0456062876000001	3	3	ok
fungi	1087488at2759.faa.mafft.clipkit.treefile	1.8615150912333334	4	6	ok
fungi	1090038at2759.faa.mafft.clipkit.treefile	1.8326455036	3	3	ok
fungi	1094121at2759.faa.mafft.clipkit.treefile	2.1355514775333333	4	6	ok
fungi	1096688at2759.faa.mafft.clipkit.treefile	0.98121956815000011	4	6	ok
fungi	1106766at2759.faa.mafft.clipkit.treefile	1.0879229305333331	3	3	ok
fungi	1107630at2759.faa.mafft.clipkit.treefile	1.6666018944333334	4	6	ok
fungi	1108845at2759.faa.mafft.clipkit.treefile	1.1603212164000001	3	3	ok
fungi	1111142at2759.faa.mafft.clipkit.treefile	2.7073360627999996	3	3	ok
fungi	1112002at2759.faa.mafft.clipkit.treefile	1.3659567014499998	4	6	ok
fungi	1115196at2759.faa.mafft.clipkit.treefile	1.5929339469166663	4	6	ok
fungi	1128607at2759.faa.mafft.clipkit.treefile	0.90292114659999989	4	6	ok
fungi	1129824at2759.faa.mafft.clipkit.treefile	1.8309187936833335	4	6	ok
fungi	1138059at2759.faa.mafft.clipkit.treefile	1.0045010568666666	4	6	ok
fungi	1157302at2759.faa.mafft.clipkit.treefile	0.35794312768333331	4	6	ok
fungi	1161199at2759.faa.mafft.clipkit.treefile	2.3058335358333331	4	6	ok
fungi	1173229at2759.faa.mafft.clipkit.treefile	1.9965374652666668	3	3	ok
fungi	1178688at2759.faa.mafft.clipkit.treefile	1.7368464898166669	4	6	ok
fungi	1182451at2759.faa.mafft.clipkit.treefile	1.9792047000166668	4	6	ok
fungi	1193442at2759.faa.mafft.clipkit.treefile	1.4579087552666665	4	6	ok
fungi	1194691at2759.faa.mafft.clipkit.treefile	1.4125711285499998	4	6	ok
fungi	1194797at2759.faa.mafft.clipkit.treefile	1.4454259154333331	4	6	ok
fungi	1197019at2759.faa.mafft.clipkit.treefile	1.08366751605	4	6	ok
fungi	1200489at2759.faa.mafft.clipkit.treefile	1.4204797724	4	6	ok
fungi	1217666at2759.faa.mafft.clipkit.treefile	1.1594723891500001	4	6	ok
fungi	1220881at2759.faa.mafft.clipkit.treefile	1.4376523210166667	4	6	ok
fungi	1222562at2759.faa.mafft.clipkit.treefile	1.5050652321166667	4	6	ok
fungi	1223488at2759.faa.mafft.clipkit.treefile	1.9592430423	4	6	ok
fungi	1228942at2759.faa.mafft.clipkit.treefile	1.1874573691666668	4	6	ok
fungi	1233814at2759.faa.mafft.clipkit.treefile	1.2368668181166667	4	6	ok
fungi	1236198at2759.faa.mafft.clipkit.treefile	0.88109471206666667	4	6	ok
fungi	1247641at2759.faa.mafft.clipkit.treefile	2.4070623566333333	4	6	ok
fungi	1248958at2759.faa.mafft.clipkit.treefile	1.7160970594833334	4	6	ok
fungi	1249159at2759.faa.mafft.clipkit.treefile	1.8278625061666667	4	6	ok
fungi	1251252at2759.faa.mafft.clipkit.treefile	1.8575754740333332	4	6	ok
fungi	1257440at2759.faa.mafft.clipkit.treefile	1.2248842076666668	4	6	ok
fungi	1258856at2759.faa.mafft.clipkit.treefile	2.3513809716000003	4	6	ok
fungi	1259741at2759.faa.mafft.clipkit.treefile	1.7091140141833332	4	6	ok
fungi	1260807at2759.faa.mafft.clipkit.treefile	1.2726000287166668	4	6	ok
fungi	1264469at2759.faa.mafft.clipkit.treefile	1.7403983337666666	4	6	ok
fungi	1266231at2759.faa.mafft.clipkit.treefile	0.87439250660000001	3	3	ok
fungi	1269244at2759.faa.mafft.clipkit.treefile	2.7019701727333332	4	6	ok
fungi	1269649at2759.faa.mafft.clipkit.treefile	0.92841973330000005	4	6	ok
fungi	1275837at2759.faa.mafft.clipkit.treefile	0.88329687005000002	4	6	ok
fungi	1284731at2759.faa.mafft.clipkit.treefile	1.5660965197666668	4	6	ok
fungi	1287094at2759.faa.mafft.clipkit.treefile	1.8199826292499999	4	6	ok
fungi	1287401at2759.faa.mafft.clipkit.treefile	0.91409569559999992	3	3	ok
fungi	1291729at2759.faa.mafft.clipkit.treefile	1.4466817786500001	4	6	ok
fungi	1304061at2759.faa.mafft.clipkit.treefile	1.0499829110000001	4	6	ok
fungi	1309031at2759.faa.mafft.clipkit.treefile	1.6498918788666668	4	6	ok
fungi	1312453at2759.faa.mafft.clipkit.treefile	2.0701154046166668	4	6	ok
fungi	1314980at2759.faa.mafft.clipkit.treefile	1.7870335258666667	3	3	ok
fungi	1322299at2759.faa.mafft.clipkit.treefile	1.7382030066833332	4	6	ok
fungi	1322642at2759.faa.mafft.clipkit.treefile	1.1532518082666667	3	3	ok
fungi	1323575at2759.faa.mafft.clipkit.treefile	1.4192993377000001	4	6	ok
fungi	1324510at2759.faa.mafft.clipkit.treefile	1.9042912286	4	6	ok
fungi	1338131at2759.faa.mafft.clipkit.treefile	0.88926734396666662	4	6	ok
fungi	1339553at2759.faa.mafft.clipkit.treefile	3.8227307621666671	4	6	ok
fungi	1342242at2759.faa.mafft.clipkit.treefile	2.2478961824666666	4	6	ok
fungi	1346165at2759.faa.mafft.clipkit.treefile	1.538137703033333	4	6	ok
fungi	1346432at2759.faa.mafft.clipkit.treefile	1.8242959873666666	4	6	ok
fungi	1348942at2759.faa.mafft.clipkit.treefile	1.9330178566666667	4	6	ok
fungi	1355894at2759.faa.mafft.clipkit.treefile	1.4656256436666668	4	6	ok
fungi	1358374at2759.faa.mafft.clipkit.treefile	1.0313196649833334	4	6	ok
fungi	1364586at2759.faa.mafft.clipkit.treefile	1.6822182622000001	3	3	ok
fungi	1370285at2759.faa.mafft.clipkit.treefile	2.9308160842333333	4	6	ok
fungi	1370304at2759.faa.mafft.clipkit.treefile	2.0270080942666664	4	6	ok
fungi	1377237at2759.faa.mafft.clipkit.treefile	1.8623083762000003	3	3	ok
fungi	1379600at2759.faa.mafft.clipkit.treefile	2.5222326665166666	4	6	ok
fungi	1380409at2759.faa.mafft.clipkit.treefile	1.8378906414666665	3	3	ok
fungi	1382842at2759.faa.mafft.clipkit.treefile	1.8895303064666666	3	3	ok
fungi	1395649at2759.faa.mafft.clipkit.treefile	1.8223921750000001	3	3	ok
fungi	1398309at2759.faa.mafft.clipkit.treefile	1.3159286488333335	4	6	ok
fungi	1404162at2759.faa.mafft.clipkit.treefile	2.2950556576499999	4	6	ok
fungi	1405073at2759.faa.mafft.clipkit.treefile	0.56698005393333339	4	6	ok
fungi	1405146at2759.faa.mafft.clipkit.treefile	2.5534263758166666	4	6	ok
fungi	1407446at2759.faa.mafft.clipkit.treefile	2.5546705174666666	4	6	ok
fungi	1421503at2759.faa.mafft.clipkit.treefile	1.04154781305	4	6	ok
fungi	1423847at2759.faa.mafft.clipkit.treefile	1.3994134043500004	4	6	ok
fungi	142542at2759.faa.mafft.clipkit.treefile	2.0003074868666668	3	3	ok
fungi	1426075at2759.faa.mafft.clipkit.treefile	1.3537424969999998	4	6	ok
fungi	1428265at2759.faa.mafft.clipkit.treefile	2.4540076324166664	4	6	ok
fungi	1428854at2759.faa.mafft.clipkit.treefile	1.8092988850000002	4	6	ok
fungi	1430056at2759.faa.mafft.clipkit.treefile	1.5903152410333334	4	6	ok
fungi	1432328at2759.faa.mafft.clipkit.treefile	1.6061558396166664	4	6	ok
fungi	1434266at2759.faa.mafft.clipkit.treefile	2.0716147451333331	4	6	ok
fungi	1440961at2759.faa.mafft.clipkit.treefile	1.9922240403833333	4	6	ok
fungi	1441854at2759.faa.mafft.clipkit.treefile	1.3500247480333332	4	6	ok
fungi	1442062at2759.faa.mafft.clipkit.treefile	1.9468005476999999	4	6	ok
fungi	1445102at2759.faa.mafft.clipkit.treefile	1.6960550120999998	4	6	ok
fungi	1450538at2759.faa.mafft.clipkit.treefile	1.6483110031333332	4	6	ok
fungi	1454155at2759.faa.mafft.clipkit.treefile	2.1199683111166667	4	6	ok
fungi	1455730at2759.faa.mafft.clipkit.treefile	0.93792308566666671	3	3	ok
fungi	1459797at2759.faa.mafft.clipkit.treefile	1.7737424927333334	4	6	ok
fungi	1474000at2759.faa.mafft.clipkit.treefile	1.3450697236	4	6	ok
fungi	1488235at2759.faa.mafft.clipkit.treefile	1.3631212101833334	4	6	ok
fungi	1488436at2759.faa.mafft.clipkit.treefile	1.9124249436833329	4	6	ok
fungi	1490022at2759.faa.mafft.clipkit.treefile	1.3832529848666668	4	6	ok
fungi	1504863at2759.faa.mafft.clipkit.treefile	1.3730558627833334	4	6	ok
fungi	1513531at2759.faa.mafft.clipkit.treefile	2.3302991081499997	4	6	ok
fungi	1525971at2759.faa.mafft.clipkit.treefile	1.8854166314333336	4	6	ok
fungi	1530008at2759.faa.mafft.clipkit.treefile	0.62132120564999993	4	6	ok
fungi	1538526at2759.faa.mafft.clipkit.treefile	1.08588499795	4	6	ok
fungi	1552706at2759.faa.mafft.clipkit.treefile	1.7038317828166667	4	6	ok
fungi	1558822at2759.faa.mafft.clipkit.treefile	0.73420323160000001	3	3	ok
fungi	156083at2759.faa.mafft.clipkit.treefile	0.56514906273333332	3	3	ok
fungi	1567796at2759.faa.mafft.clipkit.treefile	1.1597321682666666	4	6	ok
fungi	1575179at2759.faa.mafft.clipkit.treefile	2.111281077333333	4	6	ok
fungi	1576404at2759.faa.mafft.clipkit.treefile	1.5409327806166668	4	6	ok
fungi	1588798at2759.faa.mafft.clipkit.treefile	1.7516138252833333	4	6	ok
fungi	1593937at2759.faa.mafft.clipkit.treefile	2.4161845832166668	4	6	ok
fungi	160593at2759.faa.mafft.clipkit.treefile	2.0728622560166667	4	6	ok
fungi	1617752at2759.faa.mafft.clipkit.treefile	1.9626710717999998	4	6	ok
fungi	1620056at2759.faa.mafft.clipkit.treefile	1.6820760470666665	4	6	ok
fungi	1623701at2759.faa.mafft.clipkit.treefile	2.1556886669333331	4	6	ok
fungi	1626636at2759.faa.mafft.clipkit.treefile	1.4160791075999999	3	3	ok
fungi	1633672at2759.faa.mafft.clipkit.treefile	0.73818072280000002	4	6	ok
fungi	1645187at2759.faa.mafft.clipkit.treefile	1.1886460579833333	4	6	ok
fungi	166920at2759.faa.mafft.clipkit.treefile	1.5647173366	4	6	ok
fungi	176625at2759.faa.mafft.clipkit.treefile	2.1171702060166666	4	6	ok
fungi	179362at2759.faa.mafft.clipkit.treefile	2.620257022183333	4	6	ok
fungi	245208at2759.faa.mafft.clipkit.treefile	1.0554564214666666	4	6	ok
fungi	257318at2759.faa.mafft.clipkit.treefile	1.9557765543166667	4	6	ok
fungi	261328at2759.faa.mafft.clipkit.treefile	1.7655160602666664	3	3	ok
fungi	261419at2759.faa.mafft.clipkit.treefile	1.8959158990666667	3	3	ok
fungi	270107at2759.faa.mafft.clipkit.treefile	1.7083795346333333	4	6	ok
fungi	271586at2759.faa.mafft.clipkit.treefile	2.5016503064333335	4	6	ok
fungi	290630at2759.faa.mafft.clipkit.treefile	0.97796643303333342	4	6	ok
fungi	293315at2759.faa.mafft.clipkit.treefile	1.7062271748833331	4	6	ok
fungi	296129at2759.faa.mafft.clipkit.treefile	0.85715003561666669	4	6	ok
fungi	299766at2759.faa.mafft.clipkit.treefile	2.4100964155666666	4	6	ok
fungi	306227at2759.faa.mafft.clipkit.treefile	1.7109551336	3	3	ok
fungi	320059at2759.faa.mafft.clipkit.treefile	0.43061995824999993	4	6	ok
fungi	324863at2759.faa.mafft.clipkit.treefile	1.8073867742666669	4	6	ok
fungi	325552at2759.faa.mafft.clipkit.treefile	1.3528638473000001	4	6	ok
fungi	330169at2759.faa.mafft.clipkit.treefile	2.4726628000833331	4	6	ok
fungi	331411at2759.faa.mafft.clipkit.treefile	1.9994514107833332	4	6	ok
fungi	341721at2759.faa.mafft.clipkit.treefile	2.1512080153499995	4	6	ok
fungi	345441at2759.faa.mafft.clipkit.treefile	1.0516629581999999	3	3	ok
fungi	355408at2759.faa.mafft.clipkit.treefile	1.3299476747833332	4	6	ok
fungi	369837at2759.faa.mafft.clipkit.treefile	1.5106617450666668	4	6	ok
fungi	375960at2759.faa.mafft.clipkit.treefile	1.6036635262833332	4	6	ok
fungi	383503at2759.faa.mafft.clipkit.treefile	2.1023758549500005	4	6	ok
fungi	388820at2759.faa.mafft.clipkit.treefile	1.5625355869500002	4	6	ok
fungi	390348at2759.faa.mafft.clipkit.treefile	1.1751107426	4	6	ok
fungi	392369at2759.faa.mafft.clipkit.treefile	0.73393571689999992	4	6	ok
fungi	39650at2759.faa.mafft.clipkit.treefile	1.4767476400166668	4	6	ok
fungi	396755at2759.faa.mafft.clipkit.treefile	2.0194051015499999	4	6	ok
fungi	418107at2759.faa.mafft.clipkit.treefile	1.1320642510166667	4	6	ok
fungi	426305at2759.faa.mafft.clipkit.treefile	1.1856797886499999	4	6	ok
fungi	450058at2759.faa.mafft.clipkit.treefile	3.1219117135999999	4	6	ok
fungi	453044at2759.faa.mafft.clipkit.treefile	1.3230674913166667	4	6	ok
fungi	457861at2759.faa.mafft.clipkit.treefile	1.7189284250499999	4	6	ok
fungi	464990at2759.faa.mafft.clipkit.treefile	1.2423353282833334	4	6	ok
fungi	513979at2759.faa.mafft.clipkit.treefile	1.9294564076666667	4	6	ok
fungi	543764at2759.faa.mafft.clipkit.treefile	1.9113473972166668	4	6	ok
fungi	549762at2759.faa.mafft.clipkit.treefile	1.4457799186000002	3	3	ok
fungi	551907at2759.faa.mafft.clipkit.treefile	1.8975466787666668	4	6	ok
fungi	570797at2759.faa.mafft.clipkit.treefile	2.698172505483333	4	6	ok
fungi	582756at2759.faa.mafft.clipkit.treefile	2.6718402689499996	4	6	ok
fungi	598949at2759.faa.mafft.clipkit.treefile	2.3307203526166664	4	6	ok
fungi	604979at2759.faa.mafft.clipkit.treefile	1.1190444419333332	3	3	ok
fungi	621827at2759.faa.mafft.clipkit.treefile	1.3853764425999999	4	6	ok
fungi	625387at2759.faa.mafft.clipkit.treefile	2.4205833689333334	3	3	ok
fungi	655400at2759.faa.mafft.clipkit.treefile	1.9375648967833332	4	6	ok
fungi	664730at2759.faa.mafft.clipkit.treefile	0.85415653703333339	4	6	ok
fungi	671536at2759.faa.mafft.clipkit.treefile	1.3671247419999999	4	6	ok
fungi	671846at2759.faa.mafft.clipkit.treefile	2.7860984580166672	4	6	ok
fungi	673132at2759.faa.mafft.clipkit.treefile	0.97655528969999983	4	6	ok
fungi	674160at2759.faa.mafft.clipkit.treefile	2.2748499325333338	4	6	ok
fungi	674169at2759.faa.mafft.clipkit.treefile	2.5561211680666669	4	6	ok
fungi	679187at2759.faa.mafft.clipkit.treefile	1.5951933491333332	3	3	ok
fungi	679771at2759.faa.mafft.clipkit.treefile	1.6336899188	3	3	ok
fungi	687505at2759.faa.mafft.clipkit.treefile	1.3956554817333335	4	6	ok
fungi	692986at2759.faa.mafft.clipkit.treefile	2.6494836114000004	4	6	ok
fungi	708105at2759.faa.mafft.clipkit.treefile	2.4065317240333339	4	6	ok
fungi	719531at2759.faa.mafft.clipkit.treefile	1.0866927057333333	4	6	ok
fungi	720340at2759.faa.mafft.clipkit.treefile	1.7022160805833335	4	6	ok
fungi	722805at2759.faa.mafft.clipkit.treefile	2.0949469079666665	4	6	ok
fungi	734341at2759.faa.mafft.clipkit.treefile	1.8878039879166666	4	6	ok
fungi	734666at2759.faa.mafft.clipkit.treefile	0.91035529651666669	4	6	ok
fungi	736068at2759.faa.mafft.clipkit.treefile	1.9994502769166667	4	6	ok
fungi	751335at2759.faa.mafft.clipkit.treefile	2.4540147357166666	4	6	ok
fungi	759498at2759.faa.mafft.clipkit.treefile	1.3437464534666665	4	6	ok
fungi	761109at2759.faa.mafft.clipkit.treefile	1.7192752511	4	6	ok
fungi	768809at2759.faa.mafft.clipkit.treefile	1.2114932065666666	4	6	ok
fungi	774318at2759.faa.mafft.clipkit.treefile	2.2342124087500004	4	6	ok
fungi	777920at2759.faa.mafft.clipkit.treefile	1.2404715505499999	4	6	ok
fungi	779909at2759.faa.mafft.clipkit.treefile	0.58043422055000005	4	6	ok
fungi	801857at2759.faa.mafft.clipkit.treefile	1.59093001645	4	6	ok
fungi	814241at2759.faa.mafft.clipkit.treefile	1.8359275122833332	4	6	ok
fungi	817008at2759.faa.mafft.clipkit.treefile	0.72838425183333333	4	6	ok
fungi	834694at2759.faa.mafft.clipkit.treefile	1.7321459117	4	6	ok
fungi	836599at2759.faa.mafft.clipkit.treefile	1.6317255637333332	4	6	ok
fungi	83779at2759.faa.mafft.clipkit.treefile	1.829237015133333	4	6	ok
fungi	844748at2759.faa.mafft.clipkit.treefile	1.4561241808666665	3	3	ok
fungi	855834at2759.faa.mafft.clipkit.treefile	2.5456807801499997	4	6	ok
fungi	858842at2759.faa.mafft.clipkit.treefile	1.8560246582666666	3	3	ok
fungi	865202at2759.faa.mafft.clipkit.treefile	1.7292463459166665	4	6	ok
fungi	866359at2759.faa.mafft.clipkit.treefile	0.85503708746666673	4	6	ok
fungi	869548at2759.faa.mafft.clipkit.treefile	1.8137161844333336	4	6	ok
fungi	878143at2759.faa.mafft.clipkit.treefile	1.5230639838666669	4	6	ok
fungi	87842at2759.faa.mafft.clipkit.treefile	1.8598256931166663	4	6	ok
fungi	887370at2759.faa.mafft.clipkit.treefile	1.7936240491166666	4	6	ok
fungi	891751at2759.faa.mafft.clipkit.treefile	2.3071621701166669	4	6	ok
fungi	898782at2759.faa.mafft.clipkit.treefile	2.2209618738833332	4	6	ok
fungi	901894at2759.faa.mafft.clipkit.treefile	1.7333503108166666	4	6	ok
fungi	905026at2759.faa.mafft.clipkit.treefile	1.7686911280666664	4	6	ok
fungi	911863at2759.faa.mafft.clipkit.treefile	2.0354029436833332	4	6	ok
fungi	917326at2759.faa.mafft.clipkit.treefile	1.3733009997166665	4	6	ok
fungi	918816at2759.faa.mafft.clipkit.treefile	1.90507926095	4	6	ok
