Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
WikiPathways_2019_Mouse	Oxidative Stress WP412	10/28	7.352059352896326e-05	0.0010760741416511	0	0	5.85806037251124	55.75669647279204	NQO1;GCLC;NFIX;MAOA;TXNRD1;CAT;MGST1;MT1;MAPK14;SOD1
WikiPathways_2019_Mouse	Cholesterol Biosynthesis WP103	7/15	0.00012812207780055432	0.0017189712104907	0	0	9.215522215810733	82.5943668233743	SQLE;HMGCS1;SC5D;MSMO1;HMGCR;CYP51;FDFT1
WikiPathways_2019_Mouse	Oxidative Damage WP1496	12/42	0.0001690011556822903	0.0020234814856319	0	0	4.219907407407407	36.65244889718144	C1QB;CDKN1C;C4B;C1QA;CDKN1B;GADD45A;C5AR1;BCL2;MAP3K9;TRAF1;MAPK13;C1QC
WikiPathways_2019_Mouse	Lung fibrosis WP3632	15/61	0.00017595491179408533	0.0020234814856319	0	0	3.443100189035917	29.766574769730543	CSF3;CSF2;FAM13A;PDGFB;PDGFA;ATP11A;CXCL2;IL6;CYSLTR2;PLAU;IL1B;CCL4;SPP1;CCL3;CCL2
WikiPathways_2019_Mouse	IL-5 Signaling Pathway WP151	16/69	0.00022598250022582672	0.0024255455024238	0	0	3.18819769732522	26.76508862541145	GSK3B;SHC2;JUN;CDKN1B;ITGAM;PRKCB;STAT3;PIK3R1;MAPK14;PIK3CG;NFKBIA;SOCS1;ALOX5;ALOX5AP;RAF1;MAPK3
WikiPathways_2019_Mouse	Folic Acid Network WP1273	8/23	0.0004810888897522753	0.0045561947794186	0	0	5.6181678214010775	42.91975993421666	FADS2;PTGIS;GPX4;TXNRD1;ALOX5;CAT;XDH;PTGES
WikiPathways_2019_Mouse	Selenium Micronutrient Network WP1272	8/23	0.0004810888897522753	0.0045561947794186	0	0	5.6181678214010775	42.91975993421666	FADS2;PTGIS;GPX4;ALOX5;CAT;XDH;FADS1;PTGES
WikiPathways_2019_Mouse	Focal Adhesion WP85	30/185	0.0006499934591456688	0.0058138303845807	0	0	2.0492359932088284	15.038417228148544	GSK3B;ITGAM;ITGB3;ITGA2B;PDGFB;PDGFA;LAMC2;PIK3R1;LAMC1;ITGAL;ACTB;PIK3CG;THBS4;PIK3R5;CCND2;CCND1;SPP1;RAC3;ITGB8;JUN;ITGA4;STYK1;PGF;RHOB;ITGAD;BCL2;ZYX;ITGA5;RAF1;MET
WikiPathways_2019_Mouse	Macrophage markers WP2271	5/10	0.0008599450195503582	0.0072869025340846	0	0	10.521613832853026	74.26830637646714	CD86;CD74;CD83;CD14;F3
WikiPathways_2019_Mouse	Prostaglandin Synthesis and Regulation WP374	9/31	0.0009643740046093856	0.0077632107371055	0	0	4.310225303292894	29.930339704940632	PTGER4;PTGIR;EDNRB;PTGIS;ANXA3;PTGER2;PTGS2;PTGS1;S100A10
WikiPathways_2019_Mouse	Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP2841	45/324	0.0011806922690934	0.0090519740630498	0	0	1.711009610809782	11.535035375006348	GSK3B;CSF3;PFKFB4;CDKN1B;CSF3R;PFKFB3;ITGAM;PRKAA2;ITGB3;ITGA2B;PDGFB;LPAR1;PDGFA;IL6RA;SLC2A3;LAMC2;PIK3R1;LAMC1;ITGAL;HIF1A;PIK3CG;THBS4;PIK3R5;COMP;LIPE;KDR;SPP1;EIF4EBP1;ITGB8;JAK3;MAPK3;ANGPT4;ITGA4;NOS2;IFNB1;INSR;GNG11;PGF;TBC1D1;ITGAD;KITL;IL2RA;ITGA5;RAF1;MET
WikiPathways_2019_Mouse	Metapathway biotransformation WP1251	23/141	0.0024275142743844	0.0177649908261773	0	0	2.0594947829777994	12.399986348877867	GSTM1;CHST7;GPX4;GSTCD;MGST3;EPHX2;GSS;EPHX1;MGST1;AKR1A1;MGST2;GSTT1;HNMT;CYP51;NDST1;CYP26B1;CYP4F18;GSTA4;CHST12;GSTA3;GSTA2;GSTA1;CHST3
WikiPathways_2019_Mouse	Adipogenesis genes WP447	22/134	0.0027439087434234	0.0192073612039642	0	0	2.074962581074339	12.23890082912899	FZD1;TLE3;CEBPA;EGR2;PTGIS;GADD45A;STAT3;NR1H3;AHR;HIF1A;LIPE;SOCS3;KLF7;IL6;CYP26B1;SOCS1;RBL1;NAMPT;LMNA;FAS;IL6ST;PPARD
WikiPathways_2019_Mouse	ApoE and miR-146 in inflammation and atherosclerosis WP3592	4/8	0.003001605882731	0.0201357727966542	0	0	10.516129032258064	61.08406953575088	APOE;TLR4;TLR2;NFKB2
WikiPathways_2019_Mouse	Purine metabolism WP2185	26/171	0.0035995701882412	0.0231812320122734	0	0	1.8951032068563152	10.6636336170359	PDE1C;NPR1;PRIM1;AK1;ADCY4;PRUNE1;ADCY6;PDE11A;ATIC;POLD1;PDE4B;PDE8B;POLE;XDH;RRM2;ENTPD5;AMPD3;DCK;POLA1;ADCY9;PKM;NT5C1A;PDE5A;POLR3H;PDE7A;POLR3K
WikiPathways_2019_Mouse	Apoptosis WP1254	15/81	0.0039109658710132	0.0242179040474283	0	0	2.3971014492753624	13.28946070227714	BNIP3L;JUN;TNFRSF10B;TRAF1;PIK3R1;NFKBIA;CASP6;MYC;TNFSF10;BCL2;BIRC5;FAS;BID;TNFRSF21;BOK
WikiPathways_2019_Mouse	Eicosanoid metabolism via Cyclo Oxygenases (COX) WP4347	8/31	0.0041344219614397	0.0246534050293259	0	0	3.6624159052113674	20.10083184502487	PTGIR;PTGIS;CYP4F18;PTGS2;PTGR1;PTGS1;PTGES;PPARD
WikiPathways_2019_Mouse	Delta-Notch Signaling Pathway WP265	15/83	0.004960460651244	0.0264842751475056	0	0	2.3263427109974426	12.344171525361268	NOTCH2;GSK3B;SMAD1;NUMBL;JUN;NOTCH1;STAT3;ADAM10;FURIN;PIK3R1;DLL1;NFKBIA;MAML3;ZFPM1;MAPK3
WikiPathways_2019_Mouse	Keap1-Nrf2 WP1245	5/14	0.0050834707380016	0.0264842751475056	0	0	5.844060198527058	30.866929440060552	NQO1;GCLC;MAF;GSTA2;GCLM
WikiPathways_2019_Mouse	Osteoclast WP454	5/14	0.0050834707380016	0.0264842751475056	0	0	5.844060198527058	30.866929440060552	GPR68;IFNB1;ITGB3;PDGFB;SPP1
WikiPathways_2019_Mouse	Eicosanoid metabolism via Lipo Oxygenases (LOX) WP4348	8/32	0.0050994567054203	0.0264842751475056	0	0	3.5096227867590453	18.525969503358244	GGT5;CYSLTR2;CYP4F18;ALOX5;ALOX12;LTC4S;PTGR1;PPARD
WikiPathways_2019_Mouse	Insulin Signaling WP65	24/159	0.0055055319247147	0.0272170154533903	0	0	1.8777518777518776	9.7680688127586	EGR1;SNAP25;GSK3B;PTPN1;SHC2;JUN;PRKAA2;PRKCB;INSR;GAB1;CBLB;PIK3R1;MAPK14;PIK3CG;MAPK13;LIPE;SOCS3;PFKL;SOCS1;RPS6KA2;EIF4EBP1;MAP3K9;RAF1;MAPK3
WikiPathways_2019_Mouse	Dysregulated miRNA Targeting in Insulin/PI3K-AKT Signaling WP3855	7/26	0.0055900585128561	0.0272170154533903	0	0	3.8778813739484312	20.11366141831721	CDKN1B;SOCS1;CCND2;BCL2;PIK3R1;RAF1;MAPK3
WikiPathways_2019_Mouse	Aflatoxin B1 metabolism WP1262	3/5	0.0057476927044426	0.0272170154533903	0	0	15.76683937823834	81.34044280697543	GSTM1;EPHX1;GSTT1
WikiPathways_2019_Mouse	Iron Homeostasis WP1596	5/15	0.0070853856296569	0.0325927738964221	0	0	5.259365994236311	26.032394194195454	IL1A;IL6;FTL1;SLC40A1;IL6RA
WikiPathways_2019_Mouse	Type II interferon signaling (IFNG) WP1253	8/34	0.0075351804649443	0.0336990015237789	0	0	3.239296500266477	15.83424006211956	SOCS3;CXCL10;CXCL9;SOCS1;NOS2;IFNB1;IL1B;IRF8
WikiPathways_2019_Mouse	mir-193a and MVP in colon cancer metastasis WP3979	3/6	0.0107534731547494	0.0455812239176716	0	0	10.510650546919978	47.63980205654842	CCND2;CCND1;MYC
WikiPathways_2019_Mouse	MicroRNAs in Cardiomyocyte Hypertrophy WP1560	14/82	0.0107583012973386	0.0455812239176716	0	0	2.169995228682435	9.834586786910831	FZD1;GSK3B;PRKCB;STAT3;NRG1;PIK3R1;MAPK14;HDAC9;PIK3CG;CDK7;IL6ST;RAF1;IKBKE;MAPK3
WikiPathways_2019_Mouse	IL-6 signaling Pathway WP387	16/99	0.0112725926117543	0.0465355746280115	0	0	2.0324825986078885	9.11645869237351	GSK3B;JUN;CD40;STAT3;GAB1;IL6RA;PIK3R1;MAPK14;SOCS3;IL6;TEC;RPS6KA2;EIF4EBP1;IL6ST;RAF1;MAPK3
WikiPathways_2019_Mouse	Alzheimers Disease WP2075	13/75	0.0121075377990063	0.0466292483483193	0	0	2.2094439359695164	9.752324380377678	GSK3B;ATP2A3;ADAM10;ITPR3;CACNA1D;GRIN2D;PPP3CC;IL1B;FAS;APOE;BID;SNCA;MAPK3
WikiPathways_2019_Mouse	Kit Receptor Signaling Pathway WP407	12/67	0.0121169782881949	0.0466292483483193	0	0	2.298611111111111	10.144110213106194	SOCS1;TEC;PRKCB;KITL;STAT3;MATK;TNFRSF10B;CBLB;PIK3R1;RAF1;PIK3CG;SOCS5
WikiPathways_2019_Mouse	IL-7 Signaling Pathway WP297	9/44	0.0121713574843652	0.0466292483483193	0	0	2.7073533052735828	11.935826848850308	CCNA2;GSK3B;CCND2;STAT3;CBLB;PIK3R1;RAF1;JAK3;MAPK3
WikiPathways_2019_Mouse	Complement Activation, Classical Pathway WP200	5/17	0.0126135605229124	0.0466292483483193	0	0	4.3823246878001925	19.163830535345465	C1QB;C3;C4B;C1QA;C1QC
WikiPathways_2019_Mouse	Nuclear receptors in lipid metabolism and toxicity WP431	7/30	0.0127433970641369	0.0466292483483193	0	0	3.2027647457286936	13.972836332666214	ABCA1;ABCC3;VDR;ABCB4;NR1H3;ABCB1A;PPARD
WikiPathways_2019_Mouse	SIDS Susceptibility Pathways WP1266	11/61	0.0151686443434763	0.0533539465477166	0	0	2.317061885482938	9.705071295418406	C4B;IL10;IL6;VIPR2;MAOA;KCNQ1;ECE1;IL6RA;HTR2A;FOXM1;SLC6A4
WikiPathways_2019_Mouse	Glutathione and one carbon metabolism WP730	7/31	0.0152543525829954	0.0533539465477166	0	0	3.069147913060204	12.837909345935088	GGT5;GCLC;GPX4;IDH1;GSS;G6PDX;GCLM
WikiPathways_2019_Mouse	Non-odorant GPCRs WP1396	34/267	0.0158770529790385	0.0533539465477166	0	0	1.5419398336595405	6.388072347305893	PTGER4;CHRM3;VIPR2;CALCRL;GPR68;PTGER2;GPR65;C5AR1;LPAR1;HTR2A;CELSR1;HCAR2;GPR132;HRH1;P2RY6;HTR7;EDNRB;CYSLTR2;CXCR3;CCRL2;ADGRE4;CCR4;FZD1;CCR1;P2RY12;P2RY13;PTGIR;OPN3;GLP2R;SSTR5;ADORA2B;GPR18;F2RL2;ADGRL3
WikiPathways_2019_Mouse	ErbB signaling pathway WP1261	9/46	0.0161810461741742	0.0533539465477166	0	0	2.5607288397583026	10.560227333069168	GSK3B;SHC2;JUN;CDKN1B;MYC;EIF4EBP1;GAB1;NRG1;PIK3R5
WikiPathways_2019_Mouse	Leptin Insulin Overlap WP578	5/18	0.0162381576449572	0.0533539465477166	0	0	4.045001108401685	16.666987764643757	SOCS3;SOCS1;INSR;STAT3;PIK3CG
WikiPathways_2019_Mouse	Amino Acid metabolism WP662	15/95	0.0169400826140547	0.0545470660172563	0	0	1.9760869565217392	8.058626295723501	ARG2;PCX;MAOA;GPT2;HDC;GSS;IDH1;HNMT;ADH7;ASS1;PKM;GSTA4;GCLM;GLUL;HIBCH
WikiPathways_2019_Mouse	Pentose Phosphate Pathway WP63	3/7	0.0176098317664483	0.0555918218509447	0	0	7.882556131260794	31.839992505010382	G6PDX;TALDO1;PGD
WikiPathways_2019_Mouse	Nucleotide Metabolism WP87	5/19	0.0204937208295193	0.062254510444389	0	0	3.7558666117743926	14.601445033314988	DHFR;POLA1;RRM2;POLD1;OAZ1
WikiPathways_2019_Mouse	Statin Pathway WP1	5/19	0.0204937208295193	0.062254510444389	0	0	3.7558666117743926	14.601445033314988	ABCA1;SCARB1;HMGCR;APOE;PLTP
WikiPathways_2019_Mouse	Serotonin and anxiety-related events WP2140	4/13	0.0215459450191775	0.0635638977806027	0	0	4.672555043522785	17.931246060585053	ARC;PRKCB;HTR2A;GRIN2D
WikiPathways_2019_Mouse	EPO Receptor Signaling WP1249	6/26	0.0217143750182183	0.0635638977806027	0	0	3.1557093425605536	12.085675033221086	SOCS1;STAT3;RAF1;PIK3CG;MAPK3;PDK1
WikiPathways_2019_Mouse	Hypertrophy Model WP202	5/20	0.0254160438189815	0.0730711259795719	0	0	3.505283381364073	12.872713858639576	IL1A;ZEB1;IFRD1;EIF4EBP1;ADAM10
WikiPathways_2019_Mouse	p53 signaling WP2902	11/67	0.0290074258454148	0.0819332554581016	0	0	2.0681236057175907	7.321578258096123	CCNB2;CCNB1;CCND2;RRM2;CDK6;CCND1;GADD45A;CHEK2;FAS;SFN;BID
WikiPathways_2019_Mouse	Glycolysis and Gluconeogenesis WP157	9/51	0.0303034229759478	0.0822073822644223	0	0	2.255261203268136	7.885508626358492	PFKL;PKM;PCX;MPC1;PGK1;SLC2A3;ALDOC;GAPDH;HK2
WikiPathways_2019_Mouse	IL-2 Signaling Pathway WP450	12/76	0.0305955605620248	0.0822073822644223	0	0	1.9743923611111112	6.884509435176447	CD53;SOCS3;SOCS1;IL2RA;STAT3;BCL2;PIK3R1;RAF1;MAPK14;JAK3;PIK3CG;MAPK3
WikiPathways_2019_Mouse	MAPK Cascade WP251	6/28	0.0306362915271139	0.0822073822644223	0	0	2.868512110726644	9.998399686489456	JUN;RASA3;MAP2;MAPK14;RAF1;MAPK3
WikiPathways_2019_Mouse	TGF Beta Signaling Pathway WP113	9/52	0.0339193250695948	0.0895247760033569	0	0	2.202692354197735	7.453405113480374	SMAD1;JUN;FST;STAT3;SPP1;INHBA;SMAD6;RUNX2;MAPK3
WikiPathways_2019_Mouse	MAPK signaling pathway WP493	21/159	0.0355055418199217	0.0916877904156175	0	0	1.6042441257556213	5.355073553281174	DUSP4;JUN;PRKCB;GADD45A;PDGFB;MAPK14;RASGRP1;DUSP6;MAPK13;NR4A1;TMEM37;IL1A;PPP3CC;CASP6;MYC;IL1B;STMN1;FAS;CD14;RAF1;MAPK3
WikiPathways_2019_Mouse	Matrix Metalloproteinases WP441	6/29	0.0358778310321981	0.0916877904156175	0	0	2.7436437490597263	9.129846871612246	MMP12;MMP25;MMP14;MMP13;MMP19;MMP8
WikiPathways_2019_Mouse	Eicosanoid Lipid Synthesis Map WP4335	3/9	0.0370460168608822	0.0931938861656567	0	0	5.254461715601612	17.316574815907362	ALOX5;PTGS2;PTGES
WikiPathways_2019_Mouse	Complement and Coagulation Cascades WP449	10/62	0.0404463059747005	0.1001823886450275	0	0	2.024010671409515	6.492580876430724	C4B;C1QB;C3;F7;C1QA;F10;PLAU;C5AR1;F3;C1QC
WikiPathways_2019_Mouse	Inflammatory Response Pathway WP458	6/30	0.0416614459331353	0.1016286787156786	0	0	2.629181084198385	8.356008466047477	CD86;CD40;IL2RA;CD28;LAMC2;LAMC1
WikiPathways_2019_Mouse	Triacylglyceride Synthesis WP386	5/23	0.0444461514751673	0.106803438619432	0	0	2.9205891770733268	9.093186942338368	LIPE;DGAT2;GK;PLPP2;AGPAT4
WikiPathways_2019_Mouse	Ovarian Infertility Genes WP273	6/31	0.0479991547043419	0.1136450574617507	0	0	2.523875432525952	7.663929163385453	EGR1;CDKN1B;CCND2;VDR;PTGER2;MSH5
WikiPathways_2019_Mouse	Retinol metabolism WP1259	7/39	0.0488055557951082	0.1138796301885858	0	0	2.300851125216388	6.948365908497716	SCARB1;CYP26B1;RDH10;ALDH1A2;RDH5;CD36;BCO2
WikiPathways_2019_Mouse	Integrin-mediated Cell Adhesion WP6	14/100	0.0508851599878791	0.117035867972122	0	0	1.7141124794524238	5.104942275204948	ITGAM;ITGA4;ITGB3;ITGA2B;ITGAL;ITGAD;CAPN5;ZYX;RAC3;ITGB8;CSK;ITGA5;RAF1;TNS1
WikiPathways_2019_Mouse	IL-9 Signaling Pathway WP10	5/24	0.0522652523709479	0.1185169807284875	0	0	2.766722281207341	8.165769212207927	SOCS3;STAT3;PIK3R1;JAK3;MAPK3
WikiPathways_2019_Mouse	EGFR1 Signaling Pathway WP572	22/178	0.0593759086741072	0.1327711291184897	0	0	1.486104892391272	4.196562137292712	CEBPA;JUN;PRKCB;PITPNA;SH2D3C;STAT3;GAB1;CBLB;PIK3R1;MAPK14;PIK3CG;SOCS3;DOK2;SOCS1;MYC;RPS6KA2;NCK2;REPS2;CSK;RAF1;SNCA;MAPK3
WikiPathways_2019_Mouse	Toll Like Receptor signaling WP88	6/33	0.0623674835495626	0.1375502034449258	0	0	2.3366653851082915	6.483571699736766	TICAM2;MAPK14;IKBKE;TLR4;NFKB2;TLR2
WikiPathways_2019_Mouse	Gene regulatory network modelling somitogenesis  WP2852	3/11	0.0638733331770762	0.1389676573176929	0	0	3.940414507772021	10.839502354026344	EPHA4;NOTCH1;DLL1
WikiPathways_2019_Mouse	Small Ligand GPCRs WP353	4/18	0.0652213761415718	0.1400085541172409	0	0	3.0029624753127058	8.197991489381085	PTGER4;PTGIR;PTGER2;LPAR1
WikiPathways_2019_Mouse	Novel Jun-Dmp1 Pathway WP3654	5/26	0.0701472505498146	0.147209811320451	0	0	2.502950459722794	6.650736507310993	JUN;CCND1;MYC;RAF1;MAPK3
WikiPathways_2019_Mouse	Signaling of Hepatocyte Growth Factor Receptor WP193	6/34	0.0704046923706505	0.147209811320451	0	0	2.253089471082551	5.978562468554101	JUN;STAT3;GAB1;RAF1;MET;MAPK3
WikiPathways_2019_Mouse	Wnt Signaling Pathway WP403	9/60	0.0737492631442793	0.1522260431567818	0	0	1.8563564073809768	4.839677598619762	FZD1;FOSL1;GSK3B;JUN;CCND2;CCND1;PLAU;PRKCB;MYC
WikiPathways_2019_Mouse	Wnt Signaling Pathway and Pluripotency WP723	13/97	0.0772671767662013	0.1574685501184609	0	0	1.6288085587448644	4.170541568290369	FZD1;GSK3B;JUN;PRKCB;PPM1J;FOSL1;CCND2;CCND1;RACGAP1;PLAU;MYC;TCF4;PPARD
WikiPathways_2019_Mouse	One carbon metabolism and related pathways WP1770	8/52	0.0788659452859682	0.158717714888011	0	0	1.9122401847575057	4.857101089498896	DHFR;GCLC;PCYT1A;GPX4;GSS;PEMT;GCLM;SOD1
WikiPathways_2019_Mouse	BMP Signaling Pathway in Eyelid Development WP3663	4/20	0.0900819499056499	0.1764494215884338	0	0	2.6273041474654377	6.324014269349653	SMAD1;JUN;NOTCH1;MAPK3
WikiPathways_2019_Mouse	Blood Clotting Cascade WP460	4/20	0.0900819499056499	0.1764494215884338	0	0	2.6273041474654377	6.324014269349653	F7;SERPINB2;F10;PLAU
WikiPathways_2019_Mouse	Striated Muscle Contraction WP216	7/45	0.0921979776493588	0.1764494215884338	0	0	1.9369210678166853	4.617265529978701	JSRP1;MYH3;TPM4;TNNC1;TPM1;TNNT3;NEB
WikiPathways_2019_Mouse	IL-3 Signaling Pathway WP373	13/100	0.0931173414499608	0.1764494215884338	0	0	1.5723831772590833	3.732672319060965	GSK3B;PRKCB;STAT3;MATK;GAB1;PIK3R1;MAPK14;SOCS3;TEC;BCL2;BIRC5;RAF1;MAPK3
WikiPathways_2019_Mouse	Primary Focal Segmental Glomerulosclerosis FSGS WP2573	10/72	0.0931565269255706	0.1764494215884338	0	0	1.69662502330785	4.026895576375285	CDKN1C;MYO1E;CDKN1B;INF2;NOTCH1;ITGB3;MYH9;MKI67;SYNPO;TLR4
WikiPathways_2019_Mouse	IL-1 Signaling Pathway WP37	6/37	0.0978967656059917	0.1832718518902868	0	0	2.034713695724969	4.72835267148553	NFKBIA;IL1A;IL1RN;IL1B;SQSTM1;MAPK3
WikiPathways_2019_Mouse	Notch Signaling Pathway WP29	7/46	0.1010185214960999	0.1862387231273191	0	0	1.887152854838948	4.326206199944679	NOTCH2;NUMBL;NOTCH1;DTX2;DTX3;MAML3;DLL1
WikiPathways_2019_Mouse	G Protein Signaling Pathways WP232	12/92	0.1017950784795285	0.1862387231273191	0	0	1.578125	3.605689775374175	AKAP13;PPP3CC;ADCY9;PDE1C;PRKCB;PRKAR2B;PDE4B;ADCY4;PDE8B;PDE7A;GNG11;ADCY6
WikiPathways_2019_Mouse	Nuclear Receptors WP509	6/38	0.1081600512597703	0.1956603174474497	0	0	1.9710207612456747	4.383832408917545	NR4A2;NR4A1;VDR;NR1H3;ESR1;PPARD
WikiPathways_2019_Mouse	Estrogen metabolism WP1264	3/14	0.1161862357431774	0.2059272787656701	0	0	2.865284974093264	6.167700387511468	NQO1;GSTM1;GSTA1
WikiPathways_2019_Mouse	Acetylcholine Synthesis WP175	2/7	0.1184373624185234	0.2059272787656701	0	0	4.201380897583429	8.963104357365298	PCYT1A;PEMT
WikiPathways_2019_Mouse	GPCRs, Class B Secretin-like WP456	4/22	0.1187760892301122	0.2059272787656701	0	0	2.335125448028674	4.975020170837476	CALCRL;VIPR2;GLP2R;ADGRL3
WikiPathways_2019_Mouse	Parkinsons Disease Pathway WP3638	6/39	0.1189517821441448	0.2059272787656701	0	0	1.91118800461361	4.068990090543674	UCHL1;CASP6;LRRK2;MAPK14;SNCA;MAPK13
WikiPathways_2019_Mouse	GPCRs, Class A Rhodopsin-like WP189	25/228	0.1361803963208554	0.2332451468899758	0	0	1.2966580016946962	2.5852440851587413	PTGER4;CHRM3;PTGER2;GPR65;C5AR1;HTR2A;TCP10B;HCAR2;HRH1;P2RY6;HTR7;EDNRB;CXCR3;CCRL2;CCR5;CCR4;CCR1;P2RY12;P2RY13;PTGIR;OPN3;GPR33;SSTR5;ADORA2B;F2RL2
WikiPathways_2019_Mouse	Selenium metabolism/Selenoproteins WP108	7/50	0.1406246123150467	0.236214242048077	0	0	1.7112280089641567	3.356849697171111	EEFSEC;SEPSECS;JUN;GPX4;TXNRD3;TXNRD1;DIO2
WikiPathways_2019_Mouse	White fat cell differentiation WP2872	5/32	0.1408482437056857	0.236214242048077	0	0	1.9460988365887504	3.8144943331212	CEBPA;TLE3;EGR2;NR1H3;KLF4
WikiPathways_2019_Mouse	PPAR signaling pathway WP2316	10/81	0.1645377348822191	0.2730987145983224	0	0	1.4808271594887243	2.6723234133834373	FADS2;GK;ME1;SCD2;SLC27A6;NR1H3;ACSBG1;CD36;PLTP;PPARD
WikiPathways_2019_Mouse	Myometrial Relaxation and Contraction Pathways WP385	17/153	0.1772381803497559	0.288759809426327	0	0	1.3148578061520604	2.275046918628785	JUN;PRKCB;LPAR1;ATP2A3;ADCY4;ITPR3;GNG11;ACTB;ADCY6;IL6;ADCY9;PRKAR2B;IL1B;MAFF;PDE4B;SFN;ATF5
WikiPathways_2019_Mouse	Apoptosis Modulation by HSP70 WP166	3/17	0.1795628294929936	0.288759809426327	0	0	2.2509252405625464	3.865356592302724	CASP6;FAS;BID
WikiPathways_2019_Mouse	Heme Biosynthesis WP18	2/9	0.1811474580873232	0.288759809426327	0	0	3.0006575702778235	5.126455103407348	ALAS1;FECH
WikiPathways_2019_Mouse	Mismatch repair WP1257	2/9	0.1811474580873232	0.288759809426327	0	0	3.0006575702778235	5.126455103407348	LIG1;POLD1
WikiPathways_2019_Mouse	Serotonin and anxiety WP2141	3/18	0.2024311248537506	0.3195236382495476	0	0	2.100748416810593	3.355642194151218	ARC;PRKCB;HTR2A
WikiPathways_2019_Mouse	Ethanol metabolism resulting in production of ROS by CYP2E1 WP4265	2/10	0.2140408193749188	0.3345686594112809	0	0	2.6254315304948217	4.0473351531581	MAFG;MAFF
WikiPathways_2019_Mouse	Alpha6-Beta4 Integrin Signaling Pathway WP488	8/67	0.2251856708820965	0.3464130754399838	0	0	1.424903119740087	2.1242883367407988	RTKN;EIF4EBP1;LAMC2;SFN;LAMC1;PIK3R1;MET;PIK3CG
