	CDC73	CPSF1	CPSF2	CPSF3	CPSF3L	CPSF4	CPSF6	CPSF7	CSTF1	CSTF2	CSTF3	CTR9	FIP1L1	LEO1	NUDT21	PABPC1	PABPN1	PAF1	PAPOLA	PCF11	PHF3	RBBP6	RPAP2	RPRD1A	RPRD1B	SCAF1	SCAF11	SCAF4	SCAF8	SF3A1	SRSF3	SYMPK	THOC5
guide19	0.18483397233094132	0.27744631364954825	0.21690097626239294	0.22495672929553387	0.07146632877994584	0.306453343882953	0.5498311471068634	0.0007487175396413886	0.3375091182739315	0.1529440708675852	0.22251896618026942	0.20158504829963067	0.24239330351233893	0.07954383314981668	0.538416773630773	0.2058462659084136	0.17978593906995133	0.20590955871215838	0.010134241976814106	0.24421238712665932	-0.12929277511895926	0.1451770021736516	0.23235806454012728	0.029817260298729595	0.34756993330733815	0.3755823694036503	0.07133813822254363	0.21906454052909363	0.03594957885664062	0.13627825858065726	0.19072879875984772	0.30920456354422604	0.20870341681208385
guide2	0.09980279615252521	0.11033892268106563	0.1213553761862596	0.095660146238855	0.027078864565232508	0.0862925087032289	0.03916213936075581	0.2372908264534314	0.06304447138938035	0.017663987342278503	0.07005160179796724	0.07081376776986618	0.061911670370245156	0.054798425503453416	0.1513849219533339	-0.02865925475622752	0.042378457176008126	0.06167072214626287	-0.04198468867283263	0.023482411289661866	0.02335447583666832	0.008689370647181425	0.05104245385325397	0.002989682179715273	0.048152566237499195	0.06508558758300935	-0.005633898686566456	0.10406144669071005	0.021011343066705865	0.05054750841409667	0.055755804219111485	0.0558769355298675	0.04778350089991832
guide20	0.1751373199408097	0.41675338881751267	0.4159300417852968	0.4420842297783946	0.15731713734494926	0.46847674495635167	0.21478754189994118	0.031066475245972867	0.3433937470588095	0.17916784926088786	0.3531024169081216	0.2181621129828646	0.4490468089008211	0.15331462825876568	0.1685392126113615	0.18379623626089753	0.17057247916390816	0.24468542012387084	0.2672982130296434	0.5437786871698422	-0.0756516769162598	0.4523254314945996	0.17963859597769843	0.14919195815655262	0.22579422347072464	0.19080617828573546	0.04411741189169898	0.06010737543757744	-0.04765806595704224	0.2487954018957709	0.09712732405956517	0.33009496016623957	0.27121745146483667
guide21	0.17210892861454255	0.41208194529764913	0.4704151118977066	0.44947612177223334	0.038822165668227195	0.39717339476066016	0.21356004453777164	0.06241341074568841	0.3372533752744869	0.19646243553012435	0.34581777923634244	0.18534069160587996	0.29253253027190096	0.11288106900735288	0.1996193322989109	0.13899629005689745	0.13518878736026088	0.1986946578109281	0.21464548113892	0.3173359624096328	-0.057909986212610225	0.26454099991401847	0.1663242842010932	0.08714104422259066	0.1726184146431274	0.23064839687774472	0.04897650743614969	0.1405689702619084	-0.043506429992482346	0.11105764472335027	0.03757916509825574	0.3571497247286786	0.1732122261531359
guide22	0.14715745214683695	0.5015457197223715	0.44434107088697444	0.45900082118582963	0.12305021694410392	0.5144284342523125	0.20985574391955533	0.07021768167222528	0.4394622606131884	0.15750521752626787	0.5051059771244887	0.1688546410083073	0.39301669735446837	0.1058759197099713	0.22059629321944124	0.19809525054990218	0.2343725741934556	0.18458377906865978	0.22605603720000808	0.4304938154207968	-0.060397342618314497	0.3378977698087509	0.1963933323840678	0.09163904128530014	0.18812557776867084	0.22696890219366192	0.05101735278043768	0.12605816651274424	-0.08024587577447426	0.2108141199700422	0.10765367647412975	0.33347435007370163	0.2473173305482126
guide23	0.10270294103448098	0.21034519752293485	0.17148152077342108	0.17688346692654472	0.0838995755365703	0.23190911530006977	0.2653576275632537	0.015112048332869322	0.25987202774923945	0.15060973503176273	0.12027390165736612	0.1454269877484577	0.19267140785043635	0.09793343589719751	0.23657370906677574	0.21254034315740358	0.1523642364218615	0.171808162359555	0.09332907018743974	0.22708269136943532	-0.06597314545247593	0.1253259764699341	0.16935680649895649	0.055049108221134686	0.24882618267813633	0.3153221950620136	0.062337813960761185	0.15526930511466785	0.00029951715388192826	0.16504101625919448	0.06679526592392103	0.2471275656216964	0.21312701354795954
guide24	0.103192224365366	0.19115268426014306	0.1731191510411324	0.16210621390558566	0.0792239083318493	0.1716352306757215	0.15282560447512833	-0.0059505117164997965	0.21598720413030628	0.08778338466917557	0.14633812439180102	0.11344291707517455	0.10827908012908576	0.0429780495773504	0.13512073943952208	0.04856583777127115	0.40711572573470173	0.1108290151848011	0.09158890430362591	0.15601254248068971	-0.06761066872053655	0.08771448404596523	0.108877712430376	-0.020034994322691693	0.13271818993835083	0.2061095819901041	0.0466956168290401	0.14262196579052716	-0.0537894179255142	0.15486577966726006	0.1068649220666806	0.16686083218301567	0.16772991075212132
guide25	0.1926262368401549	0.42204530224640063	0.41219420189544037	0.4383131839826094	0.14889748227473804	0.4224251581667768	0.2888267772689897	0.05675063274659734	0.38209740730402153	0.20169245249208587	0.33986797976322375	0.22513899554054714	0.33169916973453534	0.11906220728569687	0.28668179534700855	0.24912548867166945	0.21758818747580996	0.23803738147276604	0.14766269524897443	0.3746499496818676	-0.09711852616060662	0.25978668928464776	0.22031098047803682	0.07685519448693685	0.24419892940701957	0.3698848307537384	0.07230059117689296	0.23660335453029716	0.022985025011910916	0.20635293079699674	0.15610122582540537	0.41727226581172777	0.22983459735078998
guide26	0.14223400611697104	0.2600007795285951	0.21275172428506245	0.2314135925727423	0.06613918879472332	0.2917968555312509	0.2917220098185186	0.001096693528448395	0.328129706427238	0.1522511411350196	0.2004503984887382	0.17625269775065544	0.21982320528396213	0.06444336673786487	0.3024443539770753	0.26120679798762914	0.11868462159914338	0.1831474992260651	0.07661996406206466	0.24496358283693687	-0.09932352902910024	0.143220032925947	0.21146948833563525	0.014369170720092342	0.2971860419227088	0.38981151815413423	0.05330474286681251	0.24093395109916674	0.016383645659680934	0.12993217361215195	0.20315882087031178	0.3387205800860324	0.1842152055677072
guide27	0.13892279008583702	0.2648583145468595	0.20834672216631311	0.22642858646488948	0.08393433043259285	0.2752485303670771	0.3364005806683482	0.024233662532802784	0.3316754912386584	0.16846751120375822	0.18978391614140008	0.1846285838060323	0.21115103438891744	0.07729685188815794	0.3340463520090971	0.2571346559621826	0.20763523240187484	0.1964283210668782	0.09825950642402345	0.2311793967986183	-0.11005975856536904	0.14270953743797324	0.23823520677576626	0.04736026672273127	0.261670981916551	0.4031002112640779	0.07719382866348352	0.22412990312997036	0.011170806561703418	0.16386429929596005	0.136798914361989	0.3534196282987056	0.2674321337314952
guide28	0.24685677947971987	0.2834250169831897	0.2386711702222289	0.25577090783657835	0.1951752381787503	0.2944304310983341	0.2853446552458428	0.03898533006513437	0.34717359476904397	0.17054709565484918	0.2144933607451035	0.27915726513327127	0.304672063724618	0.13717636257163152	0.2864722898409978	0.2568143382079744	0.16265102367548043	0.28779001750367594	0.11548387734392752	0.2994512883464348	-0.10395355389026806	0.22772194975566676	0.2510668351902451	0.03760647475310984	0.3669768275294343	0.3086258159888642	0.0607362469151383	0.1948068707547415	0.07208498869748653	0.24105833823668912	0.25360822108277997	0.2984215823558109	0.21136116408688896
guide29	0.1276780783022913	0.5239730396933538	0.48180259068512726	0.4797257550018083	0.07333816127258251	0.5381735654082503	0.23803604495462932	0.08394201293193888	0.41286121893292016	0.18064443166327354	0.474501198682698	0.15460140886950846	0.41736636016787254	0.09930705160213397	0.25454441322012766	0.12534759766679585	0.18239370355239726	0.16078502177860599	0.20992570077066938	0.39949703210473964	-0.06356607369298725	0.3483930971268925	0.17101722906505706	0.10198155992805892	0.21869636009248683	0.22514261276489395	0.052958393723000985	0.13593508062752538	-0.07108119258601414	0.14897047233212368	0.09824247885782428	0.35534902863222556	0.21925716164523762
guide3	0.1727639260813089	0.5089757249107068	0.5227277873225895	0.5098924552676601	0.06979390516165859	0.49230239820345384	0.27407707564984135	0.04626397528425201	0.42502966168161066	0.219611225498545	0.43281630748643024	0.20583618151355512	0.35759527541262076	0.10052356088394564	0.26391696756059446	0.1711409619441126	0.16785385860236451	0.21119951911284401	0.20224600020692085	0.3792341128549714	-0.08679301768435121	0.3053997665705358	0.22480390750974405	0.08297995047474056	0.198535646404816	0.3356994153642507	0.07079730031617056	0.20767028102023743	-0.06430240110303098	0.14319807029626674	0.09696787586711524	0.44587063823052575	0.22759116059088452
guide30	0.24582947825266063	0.3206442369671543	0.27383025887212403	0.2958792244069987	0.2605866125776703	0.335745772807597	0.2615939388427013	0.007607148731337961	0.37521602040524477	0.16032974328728392	0.2517794785149957	0.27543441561428444	0.3257177614334988	0.07953135273666469	0.29322394568017	0.2202626217443014	0.20420469577741407	0.2773857191643912	0.10193675474738126	0.3118386182544339	-0.1265039792090988	0.24637336979197139	0.23255482975162575	-0.00804707318881865	0.39467635138121515	0.3364784589324813	0.040383787407071076	0.20048459541366104	0.09613797980784258	0.2689988568632303	0.3160620092731999	0.3345987584612317	0.22114822124019043
guide31	0.037331003889647864	0.17751374335398357	0.14749040397944296	0.1492734913447813	0.044159519973321404	0.19655058370618037	0.1191681520342085	0.02616839843879236	0.20492665461449006	0.09467213052531238	0.15079631306051045	0.07256365415430985	0.13550657335527966	0.029692846744159958	0.10714861252426121	0.12418454008518832	0.10708948084177274	0.0808800752069684	0.11361565264465862	0.15875641593904938	-0.03759337082945515	0.10488954093328932	0.08372275485864648	0.029064350170782908	0.14433462164338223	0.13938282596414833	0.02209918454042398	0.03630492488305651	-0.05271988944732333	0.08678318084177883	0.030988973606939668	0.1447760891325912	0.12370685081973565
guide32	0.011124394117680713	0.04025033988516462	0.04950349649457772	0.04993457019201871	0.02851685432646657	0.03904267209282841	-0.0028160403573477496	0.032982948694117095	0.06626278997054791	0.018808281577639818	0.021995035944518015	0.007805127568026509	0.016564470103991764	-0.0036908890314591735	-0.018690444228957936	0.038555757216591734	0.04599838373246254	0.01109313164967451	0.05289341219915574	0.0403130310659215	0.00677828138985646	0.02069735578351525	0.03053605702219372	0.016644821569048708	0.06300840625531426	0.04800665815159285	0.019744272184130756	0.022059576713827116	-0.0048225960999454184	0.04697752537183669	0.01048201432218249	0.05541186422726962	0.03126677362904218
guide4	0.20744240149060297	0.6519761164668959	0.5960927053175361	0.6009302054107327	0.11529039371132316	0.6288170732263975	0.29612102993220324	0.08929591271054459	0.5133780192646732	0.23475619048416085	0.5718019234900995	0.22816755860051252	0.4519873557174636	0.11813313209321982	0.3239435675054385	0.2397017546339146	0.24165734161635996	0.23866065743015302	0.2304916177785241	0.47393175315605746	-0.11368940008471899	0.3839827410008893	0.24605843373420758	0.10553354858721097	0.26568173147647905	0.3575609212897429	0.06768391899088964	0.24411596233218738	-0.031623328436120486	0.18790814892950305	0.17894938736304056	0.490979826234928	0.2614593642147894
guide5	0.1425005606769074	0.34119945785896105	0.3772139313537555	0.4048976543216476	0.11490940523946194	0.3802053399170983	0.2489325056106824	-0.008948196812770766	0.30641753409134764	0.16801326473583186	0.2815399750993075	0.17090130437782322	0.3741449954305797	0.11163169704098674	0.22883374787286248	0.2548615503452274	0.11695843947829927	0.1900836377935505	0.1567537608730968	0.4401708107281671	-0.06053484696176527	0.3674040016415631	0.15986182913127997	0.15736669997663158	0.3424950537524735	0.24321647387973716	0.03632284887633304	0.11428850413026893	0.05326839175209054	0.1821017239000815	0.11001241733194886	0.3422462882516116	0.23026734664346638
guide6	0.15012676037660994	0.13175920250126377	0.10361654260855183	0.10648292601670933	0.06693656717977664	0.13535406006537662	0.17139840243040422	0.006049018006970168	0.16733157789761804	0.046489787861352716	0.11427561982561218	0.13079514981280874	0.10930437624254466	0.039906679425623384	0.2042017797581908	0.0018181789627283822	0.07141716060765929	0.10018201118038107	-0.06017258987765508	0.056996150684383746	-0.06437093108649894	0.04409055433188237	0.12404500587874914	-0.038730927215121384	0.1623082849337533	0.1759920618438602	0.008325676771427818	0.2789439358463541	0.05505979198013803	0.0905065683393464	0.1567343169374564	0.13021596434516433	0.07906876494483452
guide7	0.030743708295132795	0.21439984426021325	0.23223023976967797	0.23443174011736037	0.011726321355406891	0.2186432350351531	-0.012326433787427852	0.0018083280700855202	0.130127497327679	0.08366667482744171	0.17218013036067423	0.044567379423313416	0.15748276368351896	0.010667618245956674	-0.05186867339461757	-0.0057916013721115885	0.13063505450849608	0.053425022411744745	0.36051375000757047	0.17849795943228552	0.002306082231311586	0.24502087224761618	0.052793523499205915	0.06343632433695794	0.039806664403068244	0.062410241574922073	0.006837242351153328	0.042680990797734124	-0.07770454396092792	0.061733908982329874	-0.006044082011007016	0.1623337155052994	0.09591577076206032
guide8	0.0885429222315025	0.2183695381607509	0.27748380562886854	0.2432552425152226	0.051055800542081135	0.20026545987047084	0.08018330180983088	0.06439100891552302	0.17833230264940844	0.14572070976760973	0.16254638211297823	0.09220802612345276	0.1523643493370185	0.10345850870966597	0.05531660445170175	0.09444047835670723	0.08306342806188052	0.10879282698984481	0.1870473267858264	0.2139682898637431	-0.021206601764806484	0.14783205865485885	0.08375148328305142	0.12312816954063839	0.03560277132910872	0.0900213858843401	0.020795915433320683	0.02199954044135121	-0.08503727692275237	0.10579099643559586	-0.03232302161938523	0.16474298436686724	0.12800182400220103
guide9	0.11588932666007697	0.3584528576500399	0.3679681139323738	0.3827889006855634	0.08770435281974809	0.38538650510561073	0.18021300891464911	0.01110387173986292	0.257493012870755	0.1331019799098466	0.2988411006812368	0.14985562714519632	0.3860388413371985	0.14645367018260438	0.129328928088406	0.09850312871478084	0.1041587010180253	0.1564165563241639	0.26707193997812856	0.41671662630540096	-0.04941643223142452	0.4637713936977312	0.14526474184014018	0.1291703641398805	0.15277816974930414	0.12818156090309857	0.03221613682668009	0.07244746832392542	-0.061761964950442554	0.15397698737285348	0.034118341069437404	0.2734149023607063	0.22414143799265865
