tree_name	mean_patristic_distance
1076134at2759	ERROR:<Node object at 0x14a01c80c3b0: 'None' (<Taxon 0x14a01c7f19d0 'Fungi Ncra'>)>
1079130at2759	ERROR:<Node object at 0x14a01c80c7a0: 'None' (<Taxon 0x14a01c7f1b50 'Fungi Ncra'>)>
1079827at2759	ERROR:<Node object at 0x14a01c80cb90: 'None' (<Taxon 0x14a01c7f1cd0 'Fungi Ncra'>)>
1085752at2759	ERROR:<Node object at 0x14a01c80d010: 'None' (<Taxon 0x14a01c7f1e50 'Fungi Scer'>)>
1087488at2759	ERROR:<Node object at 0x14a01c80d490: 'None' (<Taxon 0x14a01c7f1d90 'Fungi Ncra'>)>
1090038at2759	ERROR:<Node object at 0x14a01ca7fb60: 'None' (<Taxon 0x14a01c7f1bb0 'Fungi Scer'>)>
1094121at2759	ERROR:<Node object at 0x14a01ca7f6e0: 'None' (<Taxon 0x14a01c7f1a90 'Fungi Ncra'>)>
1096688at2759	ERROR:<Node object at 0x14a01ca7f140: 'None' (<Taxon 0x14a01c7f1910 'Fungi Ncra'>)>
1106766at2759	ERROR:<Node object at 0x14a01ca7ee70: 'None' (<Taxon 0x14a01c7f1730 'Fungi Scer'>)>
1107630at2759	ERROR:<Node object at 0x14a01ca7eb10: 'None' (<Taxon 0x14a01c7f1610 'Fungi Ncra'>)>
1108845at2759	ERROR:<Node object at 0x14a01ca7e570: 'None' (<Taxon 0x14a01c7f1490 'Fungi Ncra'>)>
1111142at2759	ERROR:<Node object at 0x14a01ca7e330: 'None' (<Taxon 0x14a01c7f1370 'Fungi Scer'>)>
1112002at2759	ERROR:<Node object at 0x14a01ca7dfd0: 'None' (<Taxon 0x14a01c7f1250 'Fungi Ncra'>)>
1115196at2759	ERROR:<Node object at 0x14a01ca7db50: 'None' (<Taxon 0x14a01c7f10d0 'Fungi Ncra'>)>
1128607at2759	ERROR:<Node object at 0x14a01ca7d760: 'None' (<Taxon 0x14a01c7f0f50 'Fungi Ncra'>)>
1129824at2759	ERROR:<Node object at 0x14a01ca7d1c0: 'None' (<Taxon 0x14a01c7f0dd0 'Fungi Ncra'>)>
1138059at2759	ERROR:<Node object at 0x14a01c80d370: 'None' (<Taxon 0x14a01c7f0b30 'Fungi Ncra'>)>
1157302at2759	ERROR:<Node object at 0x14a01c80c9e0: 'None' (<Taxon 0x14a01c7f09b0 'Fungi Ncra'>)>
1161199at2759	ERROR:<Node object at 0x14a01c80c320: 'None' (<Taxon 0x14a01c7f2030 'Fungi Ncra'>)>
1173229at2759	ERROR:<Node object at 0x14a01c80c170: 'None' (<Taxon 0x14a01c7f21b0 'Fungi Scer'>)>
1178688at2759	ERROR:<Node object at 0x14a01c80d6d0: 'None' (<Taxon 0x14a01c7f22d0 'Fungi Ncra'>)>
1182451at2759	ERROR:<Node object at 0x14a01c80dac0: 'None' (<Taxon 0x14a01c7f2450 'Fungi Ncra'>)>
1193442at2759	ERROR:<Node object at 0x14a01c80deb0: 'None' (<Taxon 0x14a01c7f25d0 'Fungi Ncra'>)>
1194691at2759	ERROR:<Node object at 0x14a01c80e2a0: 'None' (<Taxon 0x14a01c7f2750 'Fungi Ncra'>)>
1194797at2759	ERROR:<Node object at 0x14a01c80e690: 'None' (<Taxon 0x14a01c7f28d0 'Fungi Ncra'>)>
1197019at2759	ERROR:<Node object at 0x14a01c80ea80: 'None' (<Taxon 0x14a01c7f2a50 'Fungi Ncra'>)>
1200489at2759	ERROR:<Node object at 0x14a01c80ee70: 'None' (<Taxon 0x14a01c7f2bd0 'Fungi Ncra'>)>
1217666at2759	ERROR:<Node object at 0x14a01c80f260: 'None' (<Taxon 0x14a01c7f2d50 'Fungi Ncra'>)>
1220881at2759	ERROR:<Node object at 0x14a01c80f650: 'None' (<Taxon 0x14a01c7f2ed0 'Fungi Ncra'>)>
1222562at2759	ERROR:<Node object at 0x14a01c80fa40: 'None' (<Taxon 0x14a01c7f3050 'Fungi Ncra'>)>
1223488at2759	ERROR:<Node object at 0x14a01c80fe30: 'None' (<Taxon 0x14a01c7f31d0 'Fungi Ncra'>)>
1228942at2759	ERROR:<Node object at 0x14a01c814290: 'None' (<Taxon 0x14a01c7f3350 'Fungi Ncra'>)>
1233814at2759	ERROR:<Node object at 0x14a01c814680: 'None' (<Taxon 0x14a01c7f34d0 'Fungi Ncra'>)>
1236198at2759	ERROR:<Node object at 0x14a01c814a70: 'None' (<Taxon 0x14a01c7f3650 'Fungi Ncra'>)>
1247641at2759	ERROR:<Node object at 0x14a01c814e60: 'None' (<Taxon 0x14a01c7f37d0 'Fungi Ncra'>)>
1248958at2759	ERROR:<Node object at 0x14a01c815250: 'None' (<Taxon 0x14a01c7f3950 'Fungi Ncra'>)>
1249159at2759	ERROR:<Node object at 0x14a01c815640: 'None' (<Taxon 0x14a01c7f3ad0 'Fungi Ncra'>)>
1251252at2759	ERROR:<Node object at 0x14a01c815a30: 'None' (<Taxon 0x14a01c7f3c50 'Fungi Ncra'>)>
1257440at2759	ERROR:<Node object at 0x14a01c815e20: 'None' (<Taxon 0x14a01c7f3dd0 'Fungi Ncra'>)>
1258856at2759	ERROR:<Node object at 0x14a01c816210: 'None' (<Taxon 0x14a01c7f3f50 'Fungi Ncra'>)>
1259741at2759	ERROR:<Node object at 0x14a01c816600: 'None' (<Taxon 0x14a01c81c110 'Fungi Ncra'>)>
1260807at2759	ERROR:<Node object at 0x14a01c8169f0: 'None' (<Taxon 0x14a01c81c290 'Fungi Ncra'>)>
1264469at2759	ERROR:<Node object at 0x14a01c816de0: 'None' (<Taxon 0x14a01c81c410 'Fungi Ncra'>)>
1266231at2759	ERROR:<Node object at 0x14a01c8171d0: 'None' (<Taxon 0x14a01c81c590 'Fungi Scer'>)>
1269244at2759	ERROR:<Node object at 0x14a01c8174a0: 'None' (<Taxon 0x14a01c81c6b0 'Fungi Ncra'>)>
1269649at2759	ERROR:<Node object at 0x14a01c817890: 'None' (<Taxon 0x14a01c81c830 'Fungi Ncra'>)>
1275837at2759	ERROR:<Node object at 0x14a01c817c80: 'None' (<Taxon 0x14a01c81c9b0 'Fungi Ncra'>)>
1284731at2759	ERROR:<Node object at 0x14a01c82c0e0: 'None' (<Taxon 0x14a01c81cb30 'Fungi Ncra'>)>
1287094at2759	ERROR:<Node object at 0x14a01c82c4d0: 'None' (<Taxon 0x14a01c81ccb0 'Fungi Ncra'>)>
1287401at2759	ERROR:<Node object at 0x14a01c82c8c0: 'None' (<Taxon 0x14a01c81ce30 'Fungi Ncra'>)>
1291729at2759	ERROR:<Node object at 0x14a01c82cb90: 'None' (<Taxon 0x14a01c81cf50 'Fungi Ncra'>)>
1304061at2759	ERROR:<Node object at 0x14a01c82cf80: 'None' (<Taxon 0x14a01c81d0d0 'Fungi Ncra'>)>
1309031at2759	ERROR:<Node object at 0x14a01c82d370: 'None' (<Taxon 0x14a01c81d250 'Fungi Ncra'>)>
1312453at2759	ERROR:<Node object at 0x14a01c82d760: 'None' (<Taxon 0x14a01c81d3d0 'Fungi Ncra'>)>
1314980at2759	ERROR:<Node object at 0x14a01c82db50: 'None' (<Taxon 0x14a01c81d550 'Fungi Scer'>)>
1322299at2759	ERROR:<Node object at 0x14a01c82de20: 'None' (<Taxon 0x14a01c81d670 'Fungi Ncra'>)>
1322642at2759	ERROR:<Node object at 0x14a01c82e210: 'None' (<Taxon 0x14a01c7f3fb0 'Fungi Ncra'>)>
1323575at2759	ERROR:<Node object at 0x14a01c817c80: 'None' (<Taxon 0x14a01c7f3e30 'Fungi Ncra'>)>
1324510at2759	ERROR:<Node object at 0x14a01c8176e0: 'None' (<Taxon 0x14a01c7f3cb0 'Fungi Ncra'>)>
1338131at2759	ERROR:<Node object at 0x14a01c817140: 'None' (<Taxon 0x14a01c7f3b30 'Fungi Ncra'>)>
1339553at2759	ERROR:<Node object at 0x14a01c816e70: 'None' (<Taxon 0x14a01c7f39b0 'Fungi Ncra'>)>
1342242at2759	ERROR:<Node object at 0x14a01c8169f0: 'None' (<Taxon 0x14a01c7f3830 'Fungi Ncra'>)>
1346165at2759	ERROR:<Node object at 0x14a01c816450: 'None' (<Taxon 0x14a01c7f36b0 'Fungi Ncra'>)>
1346432at2759	ERROR:<Node object at 0x14a01c815d90: 'None' (<Taxon 0x14a01c7f3530 'Fungi Ncra'>)>
1348942at2759	ERROR:<Node object at 0x14a01c815be0: 'None' (<Taxon 0x14a01c7f33b0 'Fungi Ncra'>)>
1355894at2759	ERROR:<Node object at 0x14a01c8155b0: 'None' (<Taxon 0x14a01c7f3230 'Fungi Ncra'>)>
1358374at2759	ERROR:<Node object at 0x14a01c815370: 'None' (<Taxon 0x14a01c7f30b0 'Fungi Ncra'>)>
1364586at2759	ERROR:<Node object at 0x14a01c814560: 'None' (<Taxon 0x14a01c7f2f30 'Fungi Scer'>)>
1370285at2759	ERROR:<Node object at 0x14a01c815910: 'None' (<Taxon 0x14a01c7f2e10 'Fungi Ncra'>)>
1370304at2759	ERROR:<Node object at 0x14a01c817380: 'None' (<Taxon 0x14a01c7f2c90 'Fungi Ncra'>)>
1377237at2759	ERROR:<Node object at 0x14a01c8174a0: 'None' (<Taxon 0x14a01c7f2b10 'Fungi Scer'>)>
1379600at2759	ERROR:<Node object at 0x14a01c815c70: 'None' (<Taxon 0x14a01c7f2a50 'Fungi Ncra'>)>
1380409at2759	ERROR:<Node object at 0x14a01c814c20: 'None' (<Taxon 0x14a01c7f28d0 'Fungi Ncra'>)>
1382842at2759	ERROR:<Node object at 0x14a01c8145f0: 'None' (<Taxon 0x14a01c7f26f0 'Fungi Scer'>)>
1395649at2759	ERROR:<Node object at 0x14a01c8144d0: 'None' (<Taxon 0x14a01c7f2630 'Fungi Ncra'>)>
1398309at2759	ERROR:<Node object at 0x14a01c814290: 'None' (<Taxon 0x14a01c7f2510 'Fungi Ncra'>)>
1404162at2759	ERROR:<Node object at 0x14a01c80cef0: 'None' (<Taxon 0x14a01c7f2390 'Fungi Ncra'>)>
1405073at2759	ERROR:<Node object at 0x14a01c80dd90: 'None' (<Taxon 0x14a01c7f2210 'Fungi Ncra'>)>
1405146at2759	ERROR:<Node object at 0x14a01c80f920: 'None' (<Taxon 0x14a01c7f2090 'Fungi Ncra'>)>
1407446at2759	ERROR:<Node object at 0x14a01c80fb60: 'None' (<Taxon 0x14a01c7f1f70 'Fungi Ncra'>)>
1421503at2759	ERROR:<Node object at 0x14a01c80f800: 'None' (<Taxon 0x14a01c7f0ad0 'Fungi Ncra'>)>
1423847at2759	ERROR:<Node object at 0x14a01c80f1d0: 'None' (<Taxon 0x14a01c7f0d10 'Fungi Ncra'>)>
142542at2759	ERROR:<Node object at 0x14a01c80ef00: 'None' (<Taxon 0x14a01c7f0e90 'Fungi Scer'>)>
1426075at2759	ERROR:<Node object at 0x14a01c80e9f0: 'None' (<Taxon 0x14a01c7f1070 'Fungi Ncra'>)>
1428265at2759	ERROR:<Node object at 0x14a01c80e720: 'None' (<Taxon 0x14a01c7f1130 'Fungi Ncra'>)>
1428854at2759	ERROR:<Node object at 0x14a01c80e2a0: 'None' (<Taxon 0x14a01c7f12b0 'Fungi Ncra'>)>
1430056at2759	ERROR:<Node object at 0x14a01c80dd00: 'None' (<Taxon 0x14a01c7f14f0 'Fungi Ncra'>)>
1432328at2759	ERROR:<Node object at 0x14a01c80d640: 'None' (<Taxon 0x14a01c7f16d0 'Fungi Ncra'>)>
1434266at2759	ERROR:<Node object at 0x14a01c80c050: 'None' (<Taxon 0x14a01c7f1730 'Fungi Ncra'>)>
1440961at2759	ERROR:<Node object at 0x14a01c80c320: 'None' (<Taxon 0x14a01c7f1910 'Fungi Ncra'>)>
1441854at2759	ERROR:<Node object at 0x14a01c80cb00: 'None' (<Taxon 0x14a01c7f1a90 'Fungi Ncra'>)>
1442062at2759	ERROR:<Node object at 0x14a01ca7ccb0: 'None' (<Taxon 0x14a01c7f1bb0 'Fungi Ncra'>)>
1445102at2759	ERROR:<Node object at 0x14a01ca7e210: 'None' (<Taxon 0x14a01c81d430 'Fungi Ncra'>)>
1450538at2759	ERROR:<Node object at 0x14a01ca7fa40: 'None' (<Taxon 0x14a01c81d2b0 'Fungi Ncra'>)>
1454155at2759	ERROR:<Node object at 0x14a01ca7ea80: 'None' (<Taxon 0x14a01c81d130 'Fungi Ncra'>)>
1455730at2759	ERROR:<Node object at 0x14a01ca7d370: 'None' (<Taxon 0x14a01c81cfb0 'Fungi Ncra'>)>
1459797at2759	ERROR:<Node object at 0x14a01ca7cf80: 'None' (<Taxon 0x14a01c81ce90 'Fungi Ncra'>)>
1474000at2759	ERROR:<Node object at 0x14a01ca7d6d0: 'None' (<Taxon 0x14a01c81cd10 'Fungi Ncra'>)>
1488235at2759	ERROR:<Node object at 0x14a01ca7dc70: 'None' (<Taxon 0x14a01c81cb90 'Fungi Ncra'>)>
1488436at2759	ERROR:<Node object at 0x14a01ca7e330: 'None' (<Taxon 0x14a01c81ca10 'Fungi Ncra'>)>
1490022at2759	ERROR:<Node object at 0x14a01ca7e8d0: 'None' (<Taxon 0x14a01c81c890 'Fungi Ncra'>)>
1504863at2759	ERROR:<Node object at 0x14a01ca7ee70: 'None' (<Taxon 0x14a01c81c710 'Fungi Ncra'>)>
1513531at2759	ERROR:<Node object at 0x14a01ca7f5c0: 'None' (<Taxon 0x14a01c81c530 'Fungi Ncra'>)>
1525971at2759	ERROR:<Node object at 0x14a01ca7fc80: 'None' (<Taxon 0x14a01c81c3b0 'Fungi Ncra'>)>
1530008at2759	ERROR:<Node object at 0x14a01c82d250: 'None' (<Taxon 0x14a01c81c230 'Fungi Ncra'>)>
1538526at2759	ERROR:<Node object at 0x14a01c82dbe0: 'None' (<Taxon 0x14a01c81c0b0 'Fungi Ncra'>)>
1552706at2759	ERROR:<Node object at 0x14a01c82d760: 'None' (<Taxon 0x14a01c81d790 'Fungi Ncra'>)>
1558822at2759	ERROR:<Node object at 0x14a01c82d1c0: 'None' (<Taxon 0x14a01c81d970 'Fungi Scer'>)>
156083at2759	ERROR:<Node object at 0x14a01c82cf80: 'None' (<Taxon 0x14a01c81da90 'Fungi Ncra'>)>
1567796at2759	ERROR:<Node object at 0x14a01c82cc20: 'None' (<Taxon 0x14a01c81dbb0 'Fungi Ncra'>)>
1575179at2759	ERROR:<Node object at 0x14a01c82c5f0: 'None' (<Taxon 0x14a01c81dd30 'Fungi Ncra'>)>
1576404at2759	ERROR:<Node object at 0x14a01c82c290: 'None' (<Taxon 0x14a01c7f1bb0 'Fungi Ncra'>)>
1588798at2759	ERROR:<Node object at 0x14a01ca7f140: 'None' (<Taxon 0x14a01c7f1a30 'Fungi Ncra'>)>
1593937at2759	ERROR:<Node object at 0x14a01ca7f1d0: 'None' (<Taxon 0x14a01c7f18b0 'Fungi Ncra'>)>
160593at2759	ERROR:<Node object at 0x14a01ca7e8d0: 'None' (<Taxon 0x14a01c7f1670 'Fungi Ncra'>)>
1617752at2759	ERROR:<Node object at 0x14a01ca7e060: 'None' (<Taxon 0x14a01c7f15b0 'Fungi Ncra'>)>
1620056at2759	ERROR:<Node object at 0x14a01ca7dbe0: 'None' (<Taxon 0x14a01c7f1370 'Fungi Ncra'>)>
1623701at2759	ERROR:<Node object at 0x14a01ca7d910: 'None' (<Taxon 0x14a01c7f1310 'Fungi Ncra'>)>
1626636at2759	ERROR:<Node object at 0x14a01ca7d370: 'None' (<Taxon 0x14a01c7f1190 'Fungi Ncra'>)>
1633672at2759	ERROR:<Node object at 0x14a01ca7e2a0: 'None' (<Taxon 0x14a01c7f1070 'Fungi Ncra'>)>
1645187at2759	ERROR:<Node object at 0x14a01ca7fa40: 'None' (<Taxon 0x14a01c7f0dd0 'Fungi Ncra'>)>
166920at2759	ERROR:<Node object at 0x14a01ca7d5b0: 'None' (<Taxon 0x14a01c7f0b30 'Fungi Ncra'>)>
176625at2759	ERROR:<Node object at 0x14a01c80c9e0: 'None' (<Taxon 0x14a01c7f09b0 'Fungi Ncra'>)>
179362at2759	ERROR:<Node object at 0x14a01c80c830: 'None' (<Taxon 0x14a01c7f2030 'Fungi Ncra'>)>
245208at2759	ERROR:<Node object at 0x14a01c80c170: 'None' (<Taxon 0x14a01c7f21b0 'Fungi Ncra'>)>
257318at2759	ERROR:<Node object at 0x14a01c80d880: 'None' (<Taxon 0x14a01c7f2270 'Fungi Ncra'>)>
261328at2759	ERROR:<Node object at 0x14a01c80dd00: 'None' (<Taxon 0x14a01c7f23f0 'Fungi Ncra'>)>
261419at2759	ERROR:<Node object at 0x14a01c80de20: 'None' (<Taxon 0x14a01c7f2510 'Fungi Ncra'>)>
270107at2759	ERROR:<Node object at 0x14a01c80e690: 'None' (<Taxon 0x14a01c7f2630 'Fungi Ncra'>)>
271586at2759	ERROR:<Node object at 0x14a01c80ea80: 'None' (<Taxon 0x14a01c7f2810 'Fungi Ncra'>)>
290630at2759	ERROR:<Node object at 0x14a01c80f260: 'None' (<Taxon 0x14a01c7f2990 'Fungi Ncra'>)>
293315at2759	ERROR:<Node object at 0x14a01c80f650: 'None' (<Taxon 0x14a01c7f2bd0 'Fungi Ncra'>)>
296129at2759	ERROR:<Node object at 0x14a01c80fc80: 'None' (<Taxon 0x14a01c7f2d50 'Fungi Ncra'>)>
299766at2759	ERROR:<Node object at 0x14a01c80ff50: 'None' (<Taxon 0x14a01c7f2ed0 'Fungi Ncra'>)>
306227at2759	ERROR:<Node object at 0x14a01c80dd90: 'None' (<Taxon 0x14a01c7f2f30 'Fungi Scer'>)>
320059at2759	ERROR:<Node object at 0x14a01c80cc20: 'None' (<Taxon 0x14a01c7f3110 'Fungi Ncra'>)>
324863at2759	ERROR:<Node object at 0x14a01c814290: 'None' (<Taxon 0x14a01c7f3290 'Fungi Ncra'>)>
325552at2759	ERROR:<Node object at 0x14a01c814830: 'None' (<Taxon 0x14a01c7f3410 'Fungi Ncra'>)>
330169at2759	ERROR:<Node object at 0x14a01c816210: 'None' (<Taxon 0x14a01c7f3590 'Fungi Ncra'>)>
331411at2759	ERROR:<Node object at 0x14a01c816f90: 'None' (<Taxon 0x14a01c7f3710 'Fungi Ncra'>)>
341721at2759	ERROR:<Node object at 0x14a01c817380: 'None' (<Taxon 0x14a01c7f3890 'Fungi Ncra'>)>
345441at2759	ERROR:<Node object at 0x14a01c814d40: 'None' (<Taxon 0x14a01c7f3a10 'Fungi Ncra'>)>
355408at2759	ERROR:<Node object at 0x14a01c8150a0: 'None' (<Taxon 0x14a01c7f3a70 'Fungi Ncra'>)>
369837at2759	ERROR:<Node object at 0x14a01c815490: 'None' (<Taxon 0x14a01c7f3bf0 'Fungi Ncra'>)>
375960at2759	ERROR:<Node object at 0x14a01c8159a0: 'None' (<Taxon 0x14a01c7f3d70 'Fungi Ncra'>)>
383503at2759	ERROR:<Node object at 0x14a01c815eb0: 'None' (<Taxon 0x14a01c81dc10 'Fungi Ncra'>)>
388820at2759	ERROR:<Node object at 0x14a01c816450: 'None' (<Taxon 0x14a01c81da30 'Fungi Ncra'>)>
390348at2759	ERROR:<Node object at 0x14a01c816ba0: 'None' (<Taxon 0x14a01c81d970 'Fungi Ncra'>)>
392369at2759	ERROR:<Node object at 0x14a01c8171d0: 'None' (<Taxon 0x14a01c81d790 'Fungi Ncra'>)>
39650at2759	ERROR:<Node object at 0x14a01c817410: 'None' (<Taxon 0x14a01c81c0b0 'Fungi Ncra'>)>
396755at2759	ERROR:<Node object at 0x14a01c817ad0: 'None' (<Taxon 0x14a01c81c230 'Fungi Ncra'>)>
418107at2759	ERROR:<Node object at 0x14a01ca7f4a0: 'None' (<Taxon 0x14a01c81c3b0 'Fungi Ncra'>)>
426305at2759	ERROR:<Node object at 0x14a01ca7ed50: 'None' (<Taxon 0x14a01c81c530 'Fungi Ncra'>)>
450058at2759	ERROR:<Node object at 0x14a01ca7e720: 'None' (<Taxon 0x14a01c81c710 'Fungi Ncra'>)>
453044at2759	ERROR:<Node object at 0x14a01c80ca70: 'None' (<Taxon 0x14a01c81c890 'Fungi Ncra'>)>
457861at2759	ERROR:<Node object at 0x14a01c80eba0: 'None' (<Taxon 0x14a01c81ca10 'Fungi Ncra'>)>
464990at2759	ERROR:<Node object at 0x14a01c80c710: 'None' (<Taxon 0x14a01c81cb90 'Fungi Ncra'>)>
513979at2759	ERROR:<Node object at 0x14a01c80e060: 'None' (<Taxon 0x14a01c81cd10 'Fungi Ncra'>)>
543764at2759	ERROR:<Node object at 0x14a01c80d9a0: 'None' (<Taxon 0x14a01c81ce90 'Fungi Ncra'>)>
549762at2759	ERROR:<Node object at 0x14a01c816690: 'None' (<Taxon 0x14a01c81d0d0 'Fungi Scer'>)>
551907at2759	ERROR:<Node object at 0x14a01c8140e0: 'None' (<Taxon 0x14a01c81d130 'Fungi Ncra'>)>
570797at2759	ERROR:<Node object at 0x14a01c8151c0: 'None' (<Taxon 0x14a01c81d2b0 'Fungi Ncra'>)>
582756at2759	ERROR:<Node object at 0x14a01c82ca70: 'None' (<Taxon 0x14a01c81d430 'Fungi Ncra'>)>
598949at2759	ERROR:<Node object at 0x14a01c82cb00: 'None' (<Taxon 0x14a01c81deb0 'Fungi Ncra'>)>
604979at2759	ERROR:<Node object at 0x14a01c82cdd0: 'None' (<Taxon 0x14a01c81dfd0 'Fungi Scer'>)>
621827at2759	ERROR:<Node object at 0x14a01c82d1c0: 'None' (<Taxon 0x14a01c81e0f0 'Fungi Ncra'>)>
625387at2759	ERROR:<Node object at 0x14a01c816720: 'None' (<Taxon 0x14a01c7f3e30 'Fungi Ncra'>)>
655400at2759	ERROR:<Node object at 0x14a01c817770: 'None' (<Taxon 0x14a01c7f3cb0 'Fungi Ncra'>)>
664730at2759	ERROR:<Node object at 0x14a01c817bf0: 'None' (<Taxon 0x14a01c7f3b30 'Fungi Ncra'>)>
671536at2759	ERROR:<Node object at 0x14a01c8179b0: 'None' (<Taxon 0x14a01c7f39b0 'Fungi Ncra'>)>
671846at2759	ERROR:<Node object at 0x14a01c817650: 'None' (<Taxon 0x14a01c7f3830 'Fungi Ncra'>)>
673132at2759	ERROR:<Node object at 0x14a01c8171d0: 'None' (<Taxon 0x14a01c7f36b0 'Fungi Ncra'>)>
674160at2759	ERROR:<Node object at 0x14a01c816840: 'None' (<Taxon 0x14a01c7f3530 'Fungi Ncra'>)>
674169at2759	ERROR:<Node object at 0x14a01c815fd0: 'None' (<Taxon 0x14a01c7f33b0 'Fungi Ncra'>)>
679187at2759	ERROR:<Node object at 0x14a01c815e20: 'None' (<Taxon 0x14a01c7f3230 'Fungi Ncra'>)>
679771at2759	ERROR:<Node object at 0x14a01c8157f0: 'None' (<Taxon 0x14a01c7f31d0 'Fungi Ncra'>)>
687505at2759	ERROR:<Node object at 0x14a01c815370: 'None' (<Taxon 0x14a01c7f3110 'Fungi Ncra'>)>
692986at2759	ERROR:<Node object at 0x14a01c815910: 'None' (<Taxon 0x14a01c7f2e70 'Fungi Ncra'>)>
708105at2759	ERROR:<Node object at 0x14a01c8160f0: 'None' (<Taxon 0x14a01c7f2cf0 'Fungi Ncra'>)>
719531at2759	ERROR:<Node object at 0x14a01c816f90: 'None' (<Taxon 0x14a01c7f2b70 'Fungi Ncra'>)>
720340at2759	ERROR:<Node object at 0x14a01c814b00: 'None' (<Taxon 0x14a01c7f2a50 'Fungi Ncra'>)>
722805at2759	ERROR:<Node object at 0x14a01c814680: 'None' (<Taxon 0x14a01c7f28d0 'Fungi Ncra'>)>
734341at2759	ERROR:<Node object at 0x14a01c817ec0: 'None' (<Taxon 0x14a01c7f27b0 'Fungi Ncra'>)>
734666at2759	ERROR:<Node object at 0x14a01ca7e720: 'None' (<Taxon 0x14a01c7f2570 'Fungi Ncra'>)>
736068at2759	ERROR:<Node object at 0x14a01ca7dd00: 'None' (<Taxon 0x14a01c7f2390 'Fungi Ncra'>)>
751335at2759	ERROR:<Node object at 0x14a01ca7e210: 'None' (<Taxon 0x14a01c7f2210 'Fungi Ncra'>)>
759498at2759	ERROR:<Node object at 0x14a01ca7ecc0: 'None' (<Taxon 0x14a01c7f2090 'Fungi Ncra'>)>
761109at2759	ERROR:<Node object at 0x14a01ca7ea80: 'None' (<Taxon 0x14a01c7f1f70 'Fungi Ncra'>)>
768809at2759	ERROR:<Node object at 0x14a01ca7d010: 'None' (<Taxon 0x14a01c7f0ad0 'Fungi Ncra'>)>
774318at2759	ERROR:<Node object at 0x14a01ca7db50: 'None' (<Taxon 0x14a01c7f0d10 'Fungi Ncra'>)>
777920at2759	ERROR:<Node object at 0x14a01ca7deb0: 'None' (<Taxon 0x14a01c7f0e90 'Fungi Ncra'>)>
779909at2759	ERROR:<Node object at 0x14a01ca7e570: 'None' (<Taxon 0x14a01c7f0f50 'Fungi Ncra'>)>
801857at2759	ERROR:<Node object at 0x14a01ca7ec30: 'None' (<Taxon 0x14a01c7f1190 'Fungi Ncra'>)>
814241at2759	ERROR:<Node object at 0x14a01ca7f140: 'None' (<Taxon 0x14a01c7f1310 'Fungi Ncra'>)>
817008at2759	ERROR:<Node object at 0x14a01ca7fec0: 'None' (<Taxon 0x14a01c7f1370 'Fungi Ncra'>)>
834694at2759	ERROR:<Node object at 0x14a01c80ef00: 'None' (<Taxon 0x14a01c7f15b0 'Fungi Ncra'>)>
836599at2759	ERROR:<Node object at 0x14a01c80c560: 'None' (<Taxon 0x14a01c7f1670 'Fungi Ncra'>)>
83779at2759	ERROR:<Node object at 0x14a01c80e330: 'None' (<Taxon 0x14a01c7f18b0 'Fungi Ncra'>)>
