tree_name	mean_patristic_distance
570797at2759	ERROR:<Node object at 0x14736eee9010: 'None' (<Taxon 0x14736eecf770 'Animals Cele'>)>
621827at2759	ERROR:<Node object at 0x14736f1c1400: 'None' (<Taxon 0x14736eecf8f0 'Animals Cele'>)>
664730at2759	ERROR:<Node object at 0x14736f1c1b50: 'None' (<Taxon 0x14736eecfa10 'Animals Cele'>)>
673132at2759	ERROR:<Node object at 0x14736f1c2f00: 'None' (<Taxon 0x14736eecfb90 'Animals Cele'>)>
674160at2759	ERROR:<Node object at 0x14736f1c3ad0: 'None' (<Taxon 0x14736eecfd10 'Animals Cele'>)>
679771at2759	ERROR:<Node object at 0x14736f1c28d0: 'None' (<Taxon 0x14736eecfe30 'Animals Cele'>)>
720340at2759	ERROR:<Node object at 0x14736f1c15b0: 'None' (<Taxon 0x14736eecff50 'Animals Cele'>)>
721605at2759	ERROR:<Node object at 0x14736f1c3800: 'None' (<Taxon 0x14736f0a2f90 'Animals Cele'>)>
734666at2759	ERROR:<Node object at 0x14736f1c2f00: 'None' (<Taxon 0x14736f0a3230 'Animals Cele'>)>
777920at2759	ERROR:<Node object at 0x14736f1c20f0: 'None' (<Taxon 0x14736f0a3350 'Animals Cele'>)>
814241at2759	ERROR:<Node object at 0x14736f1c1400: 'None' (<Taxon 0x14736f0a3470 'Animals Cele'>)>
836599at2759	ERROR:<Node object at 0x14736f1c0950: 'None' (<Taxon 0x14736f0a3590 'Animals Cele'>)>
866359at2759	ERROR:<Node object at 0x14736f1c1760: 'None' (<Taxon 0x14736f0a36b0 'Animals Cele'>)>
891751at2759	ERROR:<Node object at 0x14736f1c1c70: 'None' (<Taxon 0x14736f0a37d0 'Animals Cele'>)>
919955at2759	ERROR:<Node object at 0x14736f1c2210: 'None' (<Taxon 0x14736f0a38f0 'Animals Cele'>)>
974865at2759	ERROR:<Node object at 0x14736f1c2330: 'None' (<Taxon 0x14736f0a3a10 'Animals Cele'>)>
975158at2759	ERROR:<Node object at 0x14736f1c2ba0: 'None' (<Taxon 0x14736f0a3b90 'Animals Cele'>)>
981902at2759	ERROR:<Node object at 0x14736f1c2cc0: 'None' (<Taxon 0x14736f0a3c50 'Animals Cele'>)>
996662at2759	ERROR:<Node object at 0x14736f1c3410: 'None' (<Taxon 0x14736f0a3e30 'Animals Cele'>)>
