category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	p_adjust_over_represented	p_adjust_under_represented
00620	0.189712693371163	0.955010579693101	2	42	1	0.99962338028611
04730	0.190055754290412	0.937013706319834	3	71	1	0.99962338028611
04974	0.20099876099392	0.93150495320312	3	78	1	0.99962338028611
04672	0.2030854709112	0.94972238280117	2	43	1	0.99962338028611
05144	0.203351450109524	0.949549059657895	2	45	1	0.99962338028611
00740	0.204446587223414	0.979573226776933	1	11	1	0.99962338028611
00310	0.219006597739942	0.943111892629946	2	44	1	0.99962338028611
05150	0.23125989255615	0.937607533488909	2	50	1	0.99962338028611
00982	0.231615866769773	0.915462787728535	3	86	1	0.99962338028611
04142	0.232213618901751	0.900147814566976	4	122	1	0.99962338028611
00280	0.237757865882522	0.934742825068857	2	49	1	0.99962338028611
04940	0.249225675113356	0.929274361034092	2	56	1	0.99962338028611
04722	0.252544054671189	0.887640060051807	4	128	1	0.99962338028611
00561	0.267613690231392	0.920632708547577	2	51	1	0.99962338028611
00230	0.273648126539131	0.861613320149308	5	164	1	0.99962338028611
05213	0.283616835549408	0.912573181813937	2	52	1	0.99962338028611
00330	0.28660600309435	0.910961529669636	2	54	1	0.99962338028611
00053	0.345030337464227	0.935058751575775	1	24	1	0.99962338028611
00410	0.367402272418681	0.925710894848834	1	23	1	0.99962338028611
00601	0.373803748502539	0.922625650734156	1	25	1	0.99962338028611
03430	0.374409267163486	0.922592967902109	1	23	1	0.99962338028611
03020	0.376811403067411	0.921155350753944	1	26	1	0.99962338028611
04950	0.377167715710123	0.920992783324039	1	26	1	0.99962338028611
04612	0.380457584232038	0.855683282706558	2	75	1	0.99962338028611
04977	0.38179746539475	0.919092555257612	1	24	1	0.99962338028611
00760	0.393737274623039	0.913328764119228	1	25	1	0.99962338028611
04141	0.399100248355438	0.783494969670686	4	163	1	0.99962338028611
00340	0.407660050350615	0.906331698684663	1	26	1	0.99962338028611
04976	0.413122936168589	0.833879833874075	2	71	1	0.99962338028611
04966	0.414791374878933	0.902564226675067	1	27	1	0.99962338028611
04662	0.415528449705738	0.832073175466727	2	75	1	0.99962338028611
04110	0.417796832900892	0.79262536264526	3	124	1	0.99962338028611
04971	0.419039589095191	0.829676607245533	2	73	1	0.99962338028611
04744	0.420577332667835	0.899424713773425	1	28	1	0.99962338028611
05146	0.423290039722598	0.788496005196141	3	116	1	0.99962338028611
04610	0.42660782272646	0.824245138005798	2	75	1	0.99962338028611
05323	0.434983118664975	0.818024029696464	2	81	1	0.99962338028611
00980	0.435999841904372	0.81743523649695	2	76	1	0.99962338028611
05216	0.436121794061581	0.890893557290296	1	29	1	0.99962338028611
03040	0.43656670547785	0.77786655967086	3	125	1	0.99962338028611
04060	0.438846285206342	0.733234627807668	5	243	1	0.99962338028611
04970	0.440627665949722	0.814014964252512	2	77	1	0.99962338028611
00830	0.442919615446991	0.812357683460961	2	76	1	0.99962338028611
04640	0.459113547911263	0.800031799871412	2	81	1	0.99962338028611
03010	0.465472570963938	0.794627709849536	2	102	1	0.99962338028611
00640	0.472564130552408	0.869121786924816	1	32	1	0.99962338028611
03410	0.474346995900836	0.867716590951368	1	35	1	0.99962338028611
05340	0.479359400700191	0.864643947826339	1	34	1	0.99962338028611
00260	0.481793150263354	0.863090362341165	1	34	1	0.99962338028611
05200	0.490791409548092	0.66226692120019	7	320	1	0.99962338028611
03015	0.494464742881029	0.77190766439933	2	86	1	0.99962338028611
04120	0.516296813391139	0.709906075403103	3	135	1	0.99962338028611
04914	0.519207245669122	0.751115790765878	2	87	1	0.99962338028611
04666	0.530769500176111	0.741008255625118	2	89	1	0.99962338028611
00240	0.542032948143671	0.730831017645068	2	95	1	0.99962338028611
05416	0.54818178969553	0.725586158707322	2	85	1	0.99962338028611
04310	0.564852390132149	0.664042758720328	3	152	1	0.99962338028611
04510	0.572744019918517	0.627922704341757	4	199	1	0.99962338028611
05222	0.57293387673059	0.702581150876413	2	85	1	0.99962338028611
05330	0.580996953906233	0.788039310325994	1	49	1	0.99962338028611
00380	0.592065989689138	0.77880271546777	1	44	1	0.99962338028611
04144	0.592398852290922	0.607842743554462	4	214	1	0.99962338028611
05332	0.596337851618767	0.77449549261692	1	51	1	0.99962338028611
02010	0.599518893746993	0.7720817770234	1	45	1	0.99962338028611
04660	0.60528230903141	0.67015072423268	2	108	1	0.99962338028611
04145	0.609042312448898	0.619275076356146	3	168	1	0.99962338028611
05322	0.613044345553187	0.661653473479819	2	139	1	0.99962338028611
04930	0.619644941367804	0.753134279146089	1	49	1	0.99962338028611
00071	0.621303415354687	0.751627729916085	1	48	1	0.99962338028611
04330	0.621763305187891	0.751111238455074	1	49	1	0.99962338028611
05414	0.626123290414832	0.649203931067845	2	89	1	0.99962338028611
05320	0.642399717701479	0.729864579281028	1	64	1	0.99962338028611
00480	0.643712046082411	0.729079302710018	1	54	1	0.99962338028611
05217	0.668510226743173	0.702868453288321	1	55	1	0.99962338028611
04621	0.672712646200524	0.698190364621728	1	56	1	0.99962338028611
00010	0.677079484600844	0.693093672073377	1	60	1	0.99962338028611
00562	0.689751750479551	0.678860841264094	1	57	1	0.99962338028611
05140	0.709863722048932	0.654478634227135	1	64	1	0.99962338028611
05223	0.723319783640388	0.638327572470951	1	54	1	0.99962338028611
03018	0.728751286472724	0.630332629910147	1	71	1	0.99962338028611
04920	0.741016976359055	0.614319085118621	1	68	1	0.99962338028611
04260	0.761741804270888	0.585290489908749	1	76	1	0.99962338028611
03008	0.762359629319881	0.584408917293418	1	76	1	0.99962338028611
04630	0.764639043518735	0.480420234001721	2	152	1	0.99962338028611
04520	0.767313984909034	0.577414946827793	1	73	1	0.99962338028611
05211	0.768072708548109	0.576410166104778	1	71	1	0.99962338028611
04146	0.792109974691131	0.539825388972974	1	79	1	0.99962338028611
04514	0.794407621026167	0.437937639154403	2	145	1	0.99962338028611
04070	0.79962087892399	0.527984856347532	1	78	1	0.99962338028611
04210	0.820602885782978	0.492962196374374	1	85	1	0.99962338028611
04012	0.82954167796093	0.477346139549061	1	87	1	0.99962338028611
05142	0.857764092964345	0.424606599117178	1	100	1	0.99962338028611
05410	0.863485953526818	0.413892274927885	1	83	1	0.99962338028611
01100	0.86440699028041	0.197532201451001	18	1159	1	0.99962338028611
04916	0.867913952338276	0.40441717793163	1	101	1	0.99962338028611
04650	0.89506070068811	0.345952954042801	1	121	1	0.99962338028611
04670	0.896273231766389	0.343262812538824	1	118	1	0.99962338028611
05012	0.909544709146734	0.311980840967645	1	132	1	0.99962338028611
05160	0.918259422274282	0.290458931062227	1	137	1	0.99962338028611
04810	0.927475643694903	0.202221776413254	2	214	1	0.99962338028611
04530	0.931534065825727	0.255957647454805	1	134	1	0.99962338028611
04360	0.935479320992918	0.245273590605708	1	129	1	0.99962338028611
04910	0.939484806065164	0.23399147469495	1	137	1	0.99962338028611
05010	0.960624900930483	0.169663695654182	1	173	1	0.99962338028611
04740	0.999974242659967	0.000128835920176079	4	933	1	0.0289880820396178
00020	1	0.537799940334981	0	31	1	0.99962338028611
00030	1	0.597008789546877	0	28	1	0.99962338028611
00040	1	0.572696834936245	0	30	1	0.99962338028611
00051	1	0.48300699056805	0	37	1	0.99962338028611
00052	1	0.575384142341531	0	27	1	0.99962338028611
00061	1	0.884731673319312	0	6	1	0.99962338028611
00062	1	0.845890271475291	0	8	1	0.99962338028611
00072	1	0.835293315104067	0	10	1	0.99962338028611
00100	1	0.696248155466553	0	18	1	0.99962338028611
00120	1	0.735013975590688	0	15	1	0.99962338028611
00130	1	0.861041204745871	0	7	1	0.99962338028611
00140	1	0.378657409286288	0	53	1	0.99962338028611
00190	1	0.10021440321146	0	133	1	0.99962338028611
00232	1	0.848709410171734	0	9	1	0.99962338028611
00250	1	0.52303806372487	0	32	1	0.99962338028611
00270	1	0.511654288570983	0	36	1	0.99962338028611
00290	1	0.805720879863863	0	11	1	0.99962338028611
00350	1	0.481811459353584	0	36	1	0.99962338028611
00360	1	0.694113650451523	0	17	1	0.99962338028611
00400	1	0.878809422873615	0	6	1	0.99962338028611
00430	1	0.822814911767828	0	10	1	0.99962338028611
00450	1	0.718250500220514	0	17	1	0.99962338028611
00460	1	0.894741294210781	0	6	1	0.99962338028611
00471	1	0.950740677121865	0	3	1	0.99962338028611
00472	1	0.98330527820334	0	1	1	0.99962338028611
00500	1	0.411825201600286	0	44	1	0.99962338028611
00510	1	0.375246184887832	0	49	1	0.99962338028611
00511	1	0.700103787023887	0	17	1	0.99962338028611
00512	1	0.571397610100519	0	28	1	0.99962338028611
00514	1	0.456551945027555	0	42	1	0.99962338028611
00520	1	0.397271231154845	0	48	1	0.99962338028611
00524	1	0.910346115706303	0	4	1	0.99962338028611
00532	1	0.646752852070266	0	22	1	0.99962338028611
00533	1	0.746607358868641	0	15	1	0.99962338028611
00534	1	0.596714564139131	0	26	1	0.99962338028611
00563	1	0.603120334179788	0	25	1	0.99962338028611
00600	1	0.431154065696423	0	41	1	0.99962338028611
00603	1	0.736503001722437	0	15	1	0.99962338028611
00604	1	0.749308060381837	0	15	1	0.99962338028611
00630	1	0.681763532246257	0	19	1	0.99962338028611
00650	1	0.538823940187802	0	30	1	0.99962338028611
00670	1	0.669238277949794	0	19	1	0.99962338028611
00730	1	0.93486179015216	0	4	1	0.99962338028611
00750	1	0.887650112435322	0	6	1	0.99962338028611
00770	1	0.765043104712502	0	15	1	0.99962338028611
00780	1	0.966887017519668	0	2	1	0.99962338028611
00785	1	0.956926601098782	0	3	1	0.99962338028611
00790	1	0.803604498491111	0	11	1	0.99962338028611
00860	1	0.495624429672029	0	38	1	0.99962338028611
00900	1	0.749301091792894	0	14	1	0.99962338028611
00910	1	0.654710985058547	0	23	1	0.99962338028611
00920	1	0.832744652761026	0	10	1	0.99962338028611
00970	1	0.434406708991813	0	42	1	0.99962338028611
00983	1	0.323739762620927	0	58	1	0.99962338028611
01040	1	0.590875282584756	0	25	1	0.99962338028611
03022	1	0.48820309158411	0	36	1	0.99962338028611
03030	1	0.515010612926421	0	35	1	0.99962338028611
03050	1	0.418686896995434	0	45	1	0.99962338028611
03060	1	0.58336180934924	0	25	1	0.99962338028611
03320	1	0.191338437205824	0	80	1	0.99962338028611
03420	1	0.425253190939363	0	43	1	0.99962338028611
03440	1	0.595214123222443	0	27	1	0.99962338028611
03450	1	0.788115691210485	0	12	1	0.99962338028611
04115	1	0.274482126697872	0	68	1	0.99962338028611
04122	1	0.830031756236363	0	10	1	0.99962338028611
04130	1	0.520939513257755	0	34	1	0.99962338028611
04140	1	0.592145925011496	0	35	1	0.99962338028611
04150	1	0.34438738875929	0	53	1	0.99962338028611
04320	1	0.641079787004362	0	22	1	0.99962338028611
04340	1	0.340477639190726	0	54	1	0.99962338028611
04350	1	0.201151081171731	0	84	1	0.99962338028611
04614	1	0.697678844754524	0	18	1	0.99962338028611
04622	1	0.316299670064238	0	69	1	0.99962338028611
04623	1	0.411303667295015	0	55	1	0.99962338028611
04710	1	0.650759037728912	0	22	1	0.99962338028611
04720	1	0.240181066045632	0	69	1	0.99962338028611
04742	1	0.387246545077195	0	60	1	0.99962338028611
04960	1	0.410889733517014	0	44	1	0.99962338028611
04962	1	0.425611360897314	0	43	1	0.99962338028611
04964	1	0.704505274862449	0	20	1	0.99962338028611
04973	1	0.452931586696731	0	39	1	0.99962338028611
05014	1	0.332797390556445	0	55	1	0.99962338028611
05016	1	0.035336416776653	0	180	1	0.99962338028611
05020	1	0.52381086344125	0	35	1	0.99962338028611
05100	1	0.265555042961178	0	70	1	0.99962338028611
05212	1	0.248798637196398	0	70	1	0.99962338028611
05214	1	0.248812542580556	0	65	1	0.99962338028611
05215	1	0.156622356034081	0	89	1	0.99962338028611
05218	1	0.212948043855342	0	71	1	0.99962338028611
05219	1	0.422789042185821	0	42	1	0.99962338028611
05220	1	0.223852550272405	0	73	1	0.99962338028611
05221	1	0.302566035284119	0	57	1	0.99962338028611
05310	1	0.656901592009923	0	23	1	0.99962338028611
05412	1	0.157946886779709	0	74	1	0.99962338028611
