HG00232 HG00232 0 0 2 GBR EUR
HG00233 HG00233 0 0 2 GBR EUR
HG00234 HG00234 0 0 1 GBR EUR
HG00235 HG00235 0 0 2 GBR EUR
HG00236 HG00236 0 0 2 GBR EUR
HG00237 HG00237 0 0 2 GBR EUR
HG00238 HG00238 0 0 2 GBR EUR
HG00239 HG00239 0 0 2 GBR EUR
HG00240 HG00240 0 0 2 GBR EUR
HG00242 HG00242 0 0 1 GBR EUR
HG00243 HG00243 0 0 1 GBR EUR
HG00244 HG00244 0 0 1 GBR EUR
HG00245 HG00245 0 0 2 GBR EUR
HG00246 HG00246 0 0 1 GBR EUR
HG00250 HG00250 0 0 2 GBR EUR
HG00251 HG00251 0 0 1 GBR EUR
HG00252 HG00252 0 0 1 GBR EUR
HG00253 HG00253 0 0 2 GBR EUR
HG00254 HG00254 0 0 2 GBR EUR
HG00255 HG00255 0 0 2 GBR EUR
HG00256 HG00256 0 0 1 GBR EUR
HG00257 HG00257 0 0 2 GBR EUR
HG00258 HG00258 0 0 2 GBR EUR
HG00259 HG00259 0 0 2 GBR EUR
HG00260 HG00260 0 0 1 GBR EUR
HG00261 HG00261 0 0 2 GBR EUR
HG00262 HG00262 0 0 2 GBR EUR
HG00263 HG00263 0 0 2 GBR EUR
HG00264 HG00264 0 0 1 GBR EUR
HG00265 HG00265 0 0 1 GBR EUR
HG00266 HG00266 0 0 2 FIN EUR
HG00267 HG00267 0 0 1 FIN EUR
HG00268 HG00268 0 0 2 FIN EUR
HG00269 HG00269 0 0 2 FIN EUR
HG00271 HG00271 0 0 1 FIN EUR
HG00272 HG00272 0 0 2 FIN EUR
HG00273 HG00273 0 0 1 FIN EUR
HG00274 HG00274 0 0 2 FIN EUR
HG00275 HG00275 0 0 2 FIN EUR
HG00276 HG00276 0 0 2 FIN EUR
HG00277 HG00277 0 0 1 FIN EUR
HG00278 HG00278 0 0 1 FIN EUR
HG00280 HG00280 0 0 1 FIN EUR
HG00281 HG00281 0 0 2 FIN EUR
HG00282 HG00282 0 0 2 FIN EUR
HG00284 HG00284 0 0 1 FIN EUR
HG00285 HG00285 0 0 2 FIN EUR
HG00288 HG00288 0 0 2 FIN EUR
HG00290 HG00290 0 0 1 FIN EUR
HG00304 HG00304 0 0 2 FIN EUR
HG00306 HG00306 0 0 2 FIN EUR
HG00308 HG00308 0 0 1 FIN EUR
HG00309 HG00309 0 0 2 FIN EUR
HG00310 HG00310 0 0 1 FIN EUR
HG00311 HG00311 0 0 1 FIN EUR
HG00313 HG00313 0 0 2 FIN EUR
HG00315 HG00315 0 0 2 FIN EUR
HG00318 HG00318 0 0 2 FIN EUR
HG00319 HG00319 0 0 2 FIN EUR
HG00320 HG00320 0 0 2 FIN EUR
HG00321 HG00321 0 0 1 FIN EUR
HG00323 HG00323 0 0 2 FIN EUR
HG00324 HG00324 0 0 2 FIN EUR
HG00325 HG00325 0 0 1 FIN EUR
HG00326 HG00326 0 0 2 FIN EUR
HG00327 HG00327 0 0 2 FIN EUR
HG00328 HG00328 0 0 2 FIN EUR
HG00329 HG00329 0 0 1 FIN EUR
HG00330 HG00330 0 0 2 FIN EUR
HG00331 HG00331 0 0 2 FIN EUR
HG00332 HG00332 0 0 2 FIN EUR
HG00334 HG00334 0 0 2 FIN EUR
HG00335 HG00335 0 0 1 FIN EUR
HG00336 HG00336 0 0 1 FIN EUR
HG00337 HG00337 0 0 2 FIN EUR
HG00338 HG00338 0 0 1 FIN EUR
HG00339 HG00339 0 0 2 FIN EUR
HG00341 HG00341 0 0 1 FIN EUR
HG00342 HG00342 0 0 1 FIN EUR
HG00343 HG00343 0 0 2 FIN EUR
HG00344 HG00344 0 0 2 FIN EUR
HG00345 HG00345 0 0 1 FIN EUR
HG00346 HG00346 0 0 2 FIN EUR
HG00349 HG00349 0 0 2 FIN EUR
HG00350 HG00350 0 0 2 FIN EUR
HG00351 HG00351 0 0 1 FIN EUR
HG00353 HG00353 0 0 2 FIN EUR
HG00355 HG00355 0 0 2 FIN EUR
HG00356 HG00356 0 0 2 FIN EUR
HG00357 HG00357 0 0 2 FIN EUR
HG00358 HG00358 0 0 1 FIN EUR
HG00360 HG00360 0 0 1 FIN EUR
HG00361 HG00361 0 0 2 FIN EUR
HG00362 HG00362 0 0 2 FIN EUR
HG00364 HG00364 0 0 2 FIN EUR
HG00365 HG00365 0 0 2 FIN EUR
HG00366 HG00366 0 0 1 FIN EUR
HG00367 HG00367 0 0 2 FIN EUR
HG00368 HG00368 0 0 2 FIN EUR
HG00369 HG00369 0 0 1 FIN EUR
HG00371 HG00371 0 0 1 FIN EUR
HG00372 HG00372 0 0 1 FIN EUR
HG00373 HG00373 0 0 2 FIN EUR
HG00375 HG00375 0 0 1 FIN EUR
HG00376 HG00376 0 0 2 FIN EUR
HG00378 HG00378 0 0 2 FIN EUR
HG00379 HG00379 0 0 2 FIN EUR
HG00380 HG00380 0 0 2 FIN EUR
HG00381 HG00381 0 0 2 FIN EUR
HG00382 HG00382 0 0 1 FIN EUR
HG00383 HG00383 0 0 2 FIN EUR
HG00384 HG00384 0 0 2 FIN EUR
HG00759 HG00759 0 0 2 CDX EAS
HG00766 HG00766 0 0 2 CDX EAS
HG00844 HG00844 0 0 1 CDX EAS
HG00851 HG00851 0 0 2 CDX EAS
HG00864 HG00864 0 0 2 CDX EAS
HG00879 HG00879 0 0 2 CDX EAS
HG00881 HG00881 0 0 1 CDX EAS
HG00956 HG00956 0 0 2 CDX EAS
HG00978 HG00978 0 0 2 CDX EAS
HG00982 HG00982 0 0 1 CDX EAS
HG01028 HG01028 0 0 1 CDX EAS
HG01029 HG01029 0 0 2 CDX EAS
HG01031 HG01031 0 0 1 CDX EAS
HG01046 HG01046 0 0 2 CDX EAS
HG01334 HG01334 0 0 1 GBR EUR
HG01789 HG01789 0 0 1 GBR EUR
HG01790 HG01790 0 0 2 GBR EUR
HG01791 HG01791 0 0 1 GBR EUR
HG01794 HG01794 0 0 2 CDX EAS
HG01795 HG01795 0 0 2 CDX EAS
HG01796 HG01796 0 0 2 CDX EAS
HG01797 HG01797 0 0 2 CDX EAS
HG01798 HG01798 0 0 2 CDX EAS
HG01799 HG01799 0 0 2 CDX EAS
HG01800 HG01800 0 0 2 CDX EAS
HG01801 HG01801 0 0 2 CDX EAS
HG01802 HG01802 0 0 2 CDX EAS
HG01804 HG01804 0 0 2 CDX EAS
HG01805 HG01805 0 0 2 CDX EAS
HG01806 HG01806 0 0 2 CDX EAS
HG01807 HG01807 0 0 2 CDX EAS
HG01808 HG01808 0 0 2 CDX EAS
HG01809 HG01809 0 0 2 CDX EAS
HG01810 HG01810 0 0 1 CDX EAS
HG01811 HG01811 0 0 1 CDX EAS
HG01812 HG01812 0 0 2 CDX EAS
HG01813 HG01813 0 0 2 CDX EAS
HG01815 HG01815 0 0 2 CDX EAS
HG01816 HG01816 0 0 1 CDX EAS
HG01817 HG01817 0 0 2 CDX EAS
HG02151 HG02151 0 0 2 CDX EAS
HG02152 HG02152 0 0 2 CDX EAS
HG02153 HG02153 0 0 2 CDX EAS
HG02154 HG02154 0 0 2 CDX EAS
HG02155 HG02155 0 0 2 CDX EAS
HG02156 HG02156 0 0 2 CDX EAS
HG02164 HG02164 0 0 2 CDX EAS
HG02165 HG02165 0 0 2 CDX EAS
HG02166 HG02166 0 0 2 CDX EAS
HG02178 HG02178 0 0 2 CDX EAS
HG02179 HG02179 0 0 2 CDX EAS
HG02180 HG02180 0 0 2 CDX EAS
HG02181 HG02181 0 0 2 CDX EAS
HG02182 HG02182 0 0 2 CDX EAS
HG02184 HG02184 0 0 2 CDX EAS
HG02185 HG02185 0 0 2 CDX EAS
HG02186 HG02186 0 0 2 CDX EAS
HG02187 HG02187 0 0 2 CDX EAS
HG02188 HG02188 0 0 2 CDX EAS
HG02190 HG02190 0 0 2 CDX EAS
HG02215 HG02215 0 0 2 GBR EUR
HG02250 HG02250 0 0 1 CDX EAS
HG02351 HG02351 0 0 1 CDX EAS
HG02353 HG02353 0 0 1 CDX EAS
HG02355 HG02355 0 0 1 CDX EAS
HG02356 HG02356 0 0 1 CDX EAS
HG02360 HG02360 0 0 1 CDX EAS
HG02364 HG02364 0 0 1 CDX EAS
HG02367 HG02367 0 0 1 CDX EAS
HG02373 HG02373 0 0 1 CDX EAS
HG02374 HG02374 0 0 1 CDX EAS
HG02375 HG02375 0 0 1 CDX EAS
HG02379 HG02379 0 0 1 CDX EAS
HG02380 HG02380 0 0 1 CDX EAS
HG02382 HG02382 0 0 1 CDX EAS
HG02383 HG02383 0 0 1 CDX EAS
HG02384 HG02384 0 0 1 CDX EAS
HG02385 HG02385 0 0 1 CDX EAS
HG02386 HG02386 0 0 1 CDX EAS
HG02389 HG02389 0 0 1 CDX EAS
HG02390 HG02390 0 0 1 CDX EAS
HG02391 HG02391 0 0 1 CDX EAS
HG02392 HG02392 0 0 1 CDX EAS
HG02394 HG02394 0 0 1 CDX EAS
HG02395 HG02395 0 0 1 CDX EAS
HG02396 HG02396 0 0 1 CDX EAS
HG02397 HG02397 0 0 1 CDX EAS
HG02398 HG02398 0 0 1 CDX EAS
HG02399 HG02399 0 0 1 CDX EAS
HG02401 HG02401 0 0 1 CDX EAS
HG02402 HG02402 0 0 1 CDX EAS
HG02406 HG02406 0 0 1 CDX EAS
HG02407 HG02407 0 0 1 CDX EAS
HG02408 HG02408 0 0 1 CDX EAS
HG02409 HG02409 0 0 1 CDX EAS
HG02410 HG02410 0 0 1 CDX EAS
HG03009 HG03009 0 0 1 BEB SAS
HG03022 HG03022 0 0 2 PJL SAS
HG03057 HG03057 0 0 1 MSL AFR
HG03060 HG03060 0 0 1 MSL AFR
HG03074 HG03074 0 0 1 MSL AFR
HG03077 HG03077 0 0 1 MSL AFR
HG03078 HG03078 0 0 1 MSL AFR
HG03084 HG03084 0 0 1 MSL AFR
HG03085 HG03085 0 0 2 MSL AFR
HG03086 HG03086 0 0 2 MSL AFR
HG03378 HG03378 0 0 2 MSL AFR
HG03397 HG03397 0 0 1 MSL AFR
HG03432 HG03432 0 0 1 MSL AFR
HG03433 HG03433 0 0 1 MSL AFR
HG03436 HG03436 0 0 1 MSL AFR
HG03437 HG03437 0 0 2 MSL AFR
HG03442 HG03442 0 0 1 MSL AFR
HG03445 HG03445 0 0 1 MSL AFR
HG03446 HG03446 0 0 2 MSL AFR
HG03457 HG03457 0 0 1 MSL AFR
HG03460 HG03460 0 0 1 MSL AFR
HG03461 HG03461 0 0 2 MSL AFR
HG03472 HG03472 0 0 1 MSL AFR
HG03547 HG03547 0 0 1 MSL AFR
HG03548 HG03548 0 0 2 MSL AFR
HG03556 HG03556 0 0 1 MSL AFR
HG03557 HG03557 0 0 2 MSL AFR
HG03558 HG03558 0 0 2 MSL AFR
HG03565 HG03565 0 0 1 MSL AFR
HG03567 HG03567 0 0 2 MSL AFR
HG03812 HG03812 0 0 1 BEB SAS
HG03871 HG03871 0 0 1 ITU SAS
HG03902 HG03902 0 0 1 BEB SAS
HG03916 HG03916 0 0 2 BEB SAS
HG04206 HG04206 0 0 1 ITU SAS
HG04239 HG04239 0 0 1 ITU SAS
NA18525 NA18525 0 0 2 CHB EAS
NA18526 NA18526 0 0 2 CHB EAS
NA18528 NA18528 0 0 2 CHB EAS
NA18530 NA18530 0 0 1 CHB EAS
NA18531 NA18531 0 0 2 CHB EAS
NA18532 NA18532 0 0 2 CHB EAS
NA18533 NA18533 0 0 2 CHB EAS
NA18534 NA18534 0 0 1 CHB EAS
NA18535 NA18535 0 0 2 CHB EAS
NA18536 NA18536 0 0 1 CHB EAS
NA18537 NA18537 0 0 2 CHB EAS
NA18538 NA18538 0 0 2 CHB EAS
NA18539 NA18539 0 0 2 CHB EAS
NA18541 NA18541 0 0 2 CHB EAS
NA18542 NA18542 0 0 2 CHB EAS
NA18543 NA18543 0 0 1 CHB EAS
NA18544 NA18544 0 0 1 CHB EAS
NA18545 NA18545 0 0 2 CHB EAS
NA18546 NA18546 0 0 1 CHB EAS
NA18547 NA18547 0 0 2 CHB EAS
NA18548 NA18548 0 0 1 CHB EAS
NA18549 NA18549 0 0 1 CHB EAS
NA18550 NA18550 0 0 2 CHB EAS
NA18552 NA18552 0 0 2 CHB EAS
NA18553 NA18553 0 0 2 CHB EAS
NA18555 NA18555 0 0 2 CHB EAS
NA18557 NA18557 0 0 1 CHB EAS
NA18558 NA18558 0 0 1 CHB EAS
NA18559 NA18559 0 0 1 CHB EAS
NA18560 NA18560 0 0 2 CHB EAS
NA18561 NA18561 0 0 1 CHB EAS
NA18562 NA18562 0 0 1 CHB EAS
NA18563 NA18563 0 0 1 CHB EAS
NA18564 NA18564 0 0 2 CHB EAS
NA18565 NA18565 0 0 2 CHB EAS
NA18566 NA18566 0 0 2 CHB EAS
NA18567 NA18567 0 0 2 CHB EAS
NA18570 NA18570 0 0 2 CHB EAS
NA18571 NA18571 0 0 2 CHB EAS
NA18572 NA18572 0 0 1 CHB EAS
NA18573 NA18573 0 0 2 CHB EAS
NA18574 NA18574 0 0 2 CHB EAS
NA18577 NA18577 0 0 2 CHB EAS
NA18579 NA18579 0 0 2 CHB EAS
NA18582 NA18582 0 0 2 CHB EAS
NA18591 NA18591 0 0 2 CHB EAS
NA18592 NA18592 0 0 2 CHB EAS
NA18593 NA18593 0 0 2 CHB EAS
NA18595 NA18595 0 0 2 CHB EAS
NA18596 NA18596 0 0 2 CHB EAS
NA18597 NA18597 0 0 2 CHB EAS
NA18599 NA18599 0 0 2 CHB EAS
NA18602 NA18602 0 0 2 CHB EAS
NA18603 NA18603 0 0 1 CHB EAS
NA18605 NA18605 0 0 1 CHB EAS
NA18606 NA18606 0 0 1 CHB EAS
NA18608 NA18608 0 0 1 CHB EAS
NA18609 NA18609 0 0 1 CHB EAS
NA18610 NA18610 0 0 2 CHB EAS
NA18611 NA18611 0 0 1 CHB EAS
NA18612 NA18612 0 0 1 CHB EAS
NA18613 NA18613 0 0 1 CHB EAS
NA18614 NA18614 0 0 2 CHB EAS
NA18615 NA18615 0 0 2 CHB EAS
NA18616 NA18616 0 0 2 CHB EAS
NA18617 NA18617 0 0 2 CHB EAS
NA18618 NA18618 0 0 2 CHB EAS
NA18619 NA18619 0 0 2 CHB EAS
NA18620 NA18620 0 0 1 CHB EAS
NA18621 NA18621 0 0 1 CHB EAS
NA18622 NA18622 0 0 1 CHB EAS
NA18623 NA18623 0 0 1 CHB EAS
NA18624 NA18624 0 0 1 CHB EAS
NA18625 NA18625 0 0 2 CHB EAS
NA18626 NA18626 0 0 2 CHB EAS
NA18627 NA18627 0 0 2 CHB EAS
NA18628 NA18628 0 0 2 CHB EAS
NA18629 NA18629 0 0 1 CHB EAS
NA18630 NA18630 0 0 2 CHB EAS
NA18631 NA18631 0 0 2 CHB EAS
NA18632 NA18632 0 0 1 CHB EAS
NA18633 NA18633 0 0 1 CHB EAS
NA18634 NA18634 0 0 2 CHB EAS
NA18635 NA18635 0 0 1 CHB EAS
NA18636 NA18636 0 0 1 CHB EAS
NA18637 NA18637 0 0 1 CHB EAS
NA18638 NA18638 0 0 1 CHB EAS
NA18639 NA18639 0 0 1 CHB EAS
NA18640 NA18640 0 0 2 CHB EAS
NA18641 NA18641 0 0 2 CHB EAS
NA18642 NA18642 0 0 2 CHB EAS
NA18643 NA18643 0 0 1 CHB EAS
NA18644 NA18644 0 0 2 CHB EAS
NA18645 NA18645 0 0 1 CHB EAS
NA18646 NA18646 0 0 2 CHB EAS
NA18647 NA18647 0 0 1 CHB EAS
NA18648 NA18648 0 0 1 CHB EAS
NA18740 NA18740 0 0 1 CHB EAS
NA18745 NA18745 0 0 1 CHB EAS
NA18747 NA18747 0 0 1 CHB EAS
NA18748 NA18748 0 0 1 CHB EAS
NA18749 NA18749 0 0 1 CHB EAS
NA18757 NA18757 0 0 1 CHB EAS
NA18939 NA18939 0 0 2 JPT EAS
NA18940 NA18940 0 0 1 JPT EAS
NA18941 NA18941 0 0 2 JPT EAS
NA18942 NA18942 0 0 2 JPT EAS
NA18943 NA18943 0 0 1 JPT EAS
NA18944 NA18944 0 0 1 JPT EAS
NA18945 NA18945 0 0 1 JPT EAS
NA18946 NA18946 0 0 2 JPT EAS
NA18947 NA18947 0 0 2 JPT EAS
NA18948 NA18948 0 0 1 JPT EAS
NA18949 NA18949 0 0 2 JPT EAS
NA18950 NA18950 0 0 2 JPT EAS
NA18951 NA18951 0 0 2 JPT EAS
NA18952 NA18952 0 0 1 JPT EAS
NA18953 NA18953 0 0 1 JPT EAS
NA18954 NA18954 0 0 2 JPT EAS
NA18956 NA18956 0 0 2 JPT EAS
NA18957 NA18957 0 0 2 JPT EAS
NA18959 NA18959 0 0 1 JPT EAS
NA18960 NA18960 0 0 1 JPT EAS
NA18961 NA18961 0 0 1 JPT EAS
NA18962 NA18962 0 0 1 JPT EAS
NA18963 NA18963 0 0 2 JPT EAS
NA18964 NA18964 0 0 2 JPT EAS
NA18965 NA18965 0 0 1 JPT EAS
NA18966 NA18966 0 0 1 JPT EAS
NA18967 NA18967 0 0 1 JPT EAS
NA18968 NA18968 0 0 2 JPT EAS
NA18969 NA18969 0 0 2 JPT EAS
NA18970 NA18970 0 0 1 JPT EAS
NA18971 NA18971 0 0 1 JPT EAS
NA18972 NA18972 0 0 2 JPT EAS
NA18973 NA18973 0 0 2 JPT EAS
NA18974 NA18974 0 0 1 JPT EAS
NA18975 NA18975 0 0 2 JPT EAS
NA18976 NA18976 0 0 2 JPT EAS
NA18977 NA18977 0 0 1 JPT EAS
NA18978 NA18978 0 0 2 JPT EAS
NA18979 NA18979 0 0 2 JPT EAS
NA18980 NA18980 0 0 2 JPT EAS
NA18981 NA18981 0 0 2 JPT EAS
NA18982 NA18982 0 0 1 JPT EAS
NA18983 NA18983 0 0 1 JPT EAS
NA18984 NA18984 0 0 1 JPT EAS
NA18985 NA18985 0 0 1 JPT EAS
NA18986 NA18986 0 0 1 JPT EAS
NA18987 NA18987 0 0 2 JPT EAS
NA18988 NA18988 0 0 1 JPT EAS
NA18989 NA18989 0 0 1 JPT EAS
NA18990 NA18990 0 0 1 JPT EAS
NA18991 NA18991 0 0 2 JPT EAS
NA18992 NA18992 0 0 2 JPT EAS
NA18993 NA18993 0 0 2 JPT EAS
NA18994 NA18994 0 0 1 JPT EAS
NA18995 NA18995 0 0 1 JPT EAS
NA18997 NA18997 0 0 2 JPT EAS
NA18998 NA18998 0 0 2 JPT EAS
NA18999 NA18999 0 0 2 JPT EAS
NA19000 NA19000 0 0 1 JPT EAS
NA19001 NA19001 0 0 2 JPT EAS
NA19002 NA19002 0 0 2 JPT EAS
NA19003 NA19003 0 0 2 JPT EAS
NA19004 NA19004 0 0 1 JPT EAS
NA19005 NA19005 0 0 1 JPT EAS
NA19006 NA19006 0 0 1 JPT EAS
NA19007 NA19007 0 0 1 JPT EAS
NA19009 NA19009 0 0 1 JPT EAS
NA19010 NA19010 0 0 2 JPT EAS
NA19011 NA19011 0 0 2 JPT EAS
NA19012 NA19012 0 0 1 JPT EAS
NA19017 NA19017 0 0 2 LWK AFR
NA19019 NA19019 0 0 2 LWK AFR
NA19020 NA19020 0 0 1 LWK AFR
NA19023 NA19023 0 0 2 LWK AFR
NA19024 NA19024 0 0 2 LWK AFR
NA19025 NA19025 0 0 1 LWK AFR
NA19026 NA19026 0 0 1 LWK AFR
NA19027 NA19027 0 0 1 LWK AFR
NA19028 NA19028 0 0 1 LWK AFR
NA19030 NA19030 0 0 2 LWK AFR
NA19031 NA19031 0 0 1 LWK AFR
NA19035 NA19035 0 0 1 LWK AFR
NA19036 NA19036 0 0 2 LWK AFR
NA19037 NA19037 0 0 2 LWK AFR
NA19038 NA19038 0 0 2 LWK AFR
NA19041 NA19041 0 0 1 LWK AFR
NA19042 NA19042 0 0 2 LWK AFR
NA19043 NA19043 0 0 1 LWK AFR
NA19054 NA19054 0 0 2 JPT EAS
NA19055 NA19055 0 0 1 JPT EAS
NA19056 NA19056 0 0 1 JPT EAS
NA19057 NA19057 0 0 2 JPT EAS
NA19058 NA19058 0 0 1 JPT EAS
NA19059 NA19059 0 0 2 JPT EAS
NA19060 NA19060 0 0 1 JPT EAS
NA19062 NA19062 0 0 1 JPT EAS
NA19063 NA19063 0 0 1 JPT EAS
NA19064 NA19064 0 0 2 JPT EAS
NA19065 NA19065 0 0 2 JPT EAS
NA19066 NA19066 0 0 1 JPT EAS
NA19067 NA19067 0 0 1 JPT EAS
NA19068 NA19068 0 0 1 JPT EAS
NA19070 NA19070 0 0 1 JPT EAS
NA19072 NA19072 0 0 1 JPT EAS
NA19074 NA19074 0 0 2 JPT EAS
NA19075 NA19075 0 0 1 JPT EAS
NA19076 NA19076 0 0 1 JPT EAS
NA19077 NA19077 0 0 2 JPT EAS
NA19078 NA19078 0 0 2 JPT EAS
NA19079 NA19079 0 0 1 JPT EAS
NA19080 NA19080 0 0 2 JPT EAS
NA19081 NA19081 0 0 2 JPT EAS
NA19082 NA19082 0 0 1 JPT EAS
NA19083 NA19083 0 0 1 JPT EAS
NA19084 NA19084 0 0 2 JPT EAS
NA19085 NA19085 0 0 1 JPT EAS
NA19086 NA19086 0 0 1 JPT EAS
NA19087 NA19087 0 0 2 JPT EAS
NA19088 NA19088 0 0 1 JPT EAS
NA19089 NA19089 0 0 1 JPT EAS
NA19090 NA19090 0 0 2 JPT EAS
NA19091 NA19091 0 0 1 JPT EAS
NA19307 NA19307 0 0 1 LWK AFR
NA19308 NA19308 0 0 1 LWK AFR
NA19309 NA19309 0 0 1 LWK AFR
NA19310 NA19310 0 0 2 LWK AFR
NA19312 NA19312 0 0 1 LWK AFR
NA19314 NA19314 0 0 2 LWK AFR
NA19315 NA19315 0 0 2 LWK AFR
NA19316 NA19316 0 0 2 LWK AFR
NA19317 NA19317 0 0 1 LWK AFR
NA19318 NA19318 0 0 1 LWK AFR
NA19319 NA19319 0 0 1 LWK AFR
NA19320 NA19320 0 0 2 LWK AFR
NA19321 NA19321 0 0 2 LWK AFR
NA19323 NA19323 0 0 2 LWK AFR
NA19324 NA19324 0 0 2 LWK AFR
NA19327 NA19327 0 0 2 LWK AFR
NA19328 NA19328 0 0 2 LWK AFR
NA19332 NA19332 0 0 2 LWK AFR
NA19334 NA19334 0 0 1 LWK AFR
NA19338 NA19338 0 0 2 LWK AFR
NA19346 NA19346 0 0 1 LWK AFR
NA19347 NA19347 0 0 1 LWK AFR
NA19350 NA19350 0 0 1 LWK AFR
NA19351 NA19351 0 0 2 LWK AFR
NA19355 NA19355 0 0 2 LWK AFR
NA19360 NA19360 0 0 1 LWK AFR
NA19372 NA19372 0 0 1 LWK AFR
NA19374 NA19374 0 0 1 LWK AFR
NA19375 NA19375 0 0 1 LWK AFR
NA19376 NA19376 0 0 1 LWK AFR
NA19377 NA19377 0 0 2 LWK AFR
NA19378 NA19378 0 0 2 LWK AFR
NA19379 NA19379 0 0 2 LWK AFR
NA19380 NA19380 0 0 1 LWK AFR
NA19383 NA19383 0 0 1 LWK AFR
NA19384 NA19384 0 0 1 LWK AFR
NA19385 NA19385 0 0 1 LWK AFR
NA19390 NA19390 0 0 2 LWK AFR
NA19391 NA19391 0 0 2 LWK AFR
NA19393 NA19393 0 0 1 LWK AFR
NA19394 NA19394 0 0 1 LWK AFR
NA19395 NA19395 0 0 2 LWK AFR
NA19397 NA19397 0 0 1 LWK AFR
NA19399 NA19399 0 0 2 LWK AFR
NA19401 NA19401 0 0 2 LWK AFR
NA19403 NA19403 0 0 2 LWK AFR
NA19404 NA19404 0 0 2 LWK AFR
NA19428 NA19428 0 0 1 LWK AFR
NA19429 NA19429 0 0 1 LWK AFR
NA19430 NA19430 0 0 1 LWK AFR
NA19431 NA19431 0 0 2 LWK AFR
NA19435 NA19435 0 0 2 LWK AFR
NA19436 NA19436 0 0 2 LWK AFR
NA19437 NA19437 0 0 2 LWK AFR
NA19438 NA19438 0 0 2 LWK AFR
NA19439 NA19439 0 0 2 LWK AFR
NA19440 NA19440 0 0 2 LWK AFR
NA19443 NA19443 0 0 1 LWK AFR
NA19446 NA19446 0 0 2 LWK AFR
NA19448 NA19448 0 0 1 LWK AFR
NA19449 NA19449 0 0 2 LWK AFR
NA19451 NA19451 0 0 1 LWK AFR
NA19452 NA19452 0 0 1 LWK AFR
NA19454 NA19454 0 0 1 LWK AFR
NA19455 NA19455 0 0 1 LWK AFR
NA19456 NA19456 0 0 2 LWK AFR
NA19457 NA19457 0 0 2 LWK AFR
NA19461 NA19461 0 0 1 LWK AFR
NA19462 NA19462 0 0 2 LWK AFR
