#column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	outliers	A_Count	C_Count	G_Count	T_Count	N_Count	other_bases	other_base_count
81	199140	4	40	6424157	32.259501	32.000000	35.000000	36.000000	4.000000	26	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	51521	47546	48242	51831	0		
82	199140	4	40	6396595	32.121096	32.000000	35.000000	35.000000	3.000000	28	39	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,40	51306	47717	48492	51625	0		
83	199140	4	40	6368012	31.977564	32.000000	35.000000	35.000000	3.000000	28	39	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,40	51548	47415	48420	51757	0		
84	199140	4	40	6325965	31.766421	32.000000	35.000000	35.000000	3.000000	28	39	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,40	51970	47594	47808	51768	0		
85	199140	4	40	6310253	31.687521	32.000000	35.000000	35.000000	3.000000	28	39	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,40	51479	47939	48171	51551	0		
86	199140	2	40	6287534	31.573436	31.000000	34.000000	35.000000	4.000000	25	40	2,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	51749	47117	48383	51891	0		
87	199140	4	40	6265701	31.463799	31.000000	34.000000	35.000000	4.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	51684	47575	48200	51681	0		
88	199140	4	40	6246559	31.367676	31.000000	34.000000	35.000000	4.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	51239	48298	48121	51482	0		
89	199140	4	40	6227293	31.270930	31.000000	34.000000	35.000000	4.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	51949	47590	48180	51421	0		
90	199140	4	40	6196307	31.115331	31.000000	34.000000	35.000000	4.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	51870	47370	48008	51892	0		
91	199140	4	40	6179290	31.029878	31.000000	34.000000	35.000000	4.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	51511	48413	48167	51049	0		
92	199140	4	40	6153398	30.899859	31.000000	34.000000	35.000000	4.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	51873	47187	48401	51679	0		
93	199140	4	40	6142925	30.847268	31.000000	34.000000	35.000000	4.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	51824	47302	48094	51920	0		
94	199140	4	40	6127236	30.768484	31.000000	34.000000	35.000000	4.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	51508	48116	48425	51091	0		
95	199140	4	40	6109112	30.677473	31.000000	34.000000	35.000000	4.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	51795	47452	48569	51324	0		
96	199140	4	40	6088705	30.574997	31.000000	34.000000	35.000000	4.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	51220	47845	48050	52025	0		
97	199140	4	39	6066855	30.465276	31.000000	34.000000	35.000000	4.000000	25	39	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	51244	48131	48760	51005	0		
98	199140	4	39	6047260	30.366878	31.000000	34.000000	35.000000	4.000000	25	39	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	51724	47789	48481	51146	0		
99	199140	4	39	6018881	30.224370	31.000000	34.000000	35.000000	4.000000	25	39	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	51581	47774	47852	51933	0		
100	199140	4	39	5999350	30.126293	30.000000	34.000000	35.000000	5.000000	23	39	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	51350	48367	48197	51225	1		
101	199140	4	38	5974632	30.002169	30.000000	34.000000	35.000000	5.000000	23	38	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	52021	47274	48383	51454	8		
102	199140	4	39	5950629	29.881636	30.000000	34.000000	35.000000	5.000000	23	39	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	51454	47756	47867	52056	7		
103	199140	4	39	5921389	29.734805	30.000000	34.000000	35.000000	5.000000	23	39	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	51541	48024	48232	51330	13		
104	199140	4	38	5887231	29.563277	30.000000	34.000000	35.000000	5.000000	23	38	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	52079	47331	48343	51371	16		
105	199140	4	38	5850889	29.380782	30.000000	34.000000	35.000000	5.000000	23	38	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	51779	47814	47749	51789	9		
106	199140	4	38	5813643	29.193748	30.000000	34.000000	35.000000	5.000000	23	38	4,13,14,15,16,17,18,19,20,21,22	51626	48074	48339	51088	13		
107	199140	4	38	5573237	27.986527	27.000000	33.000000	35.000000	8.000000	15	38	4,13,14	51689	47413	48822	51201	15		
