barcode	B_Cell	Endothelial	Fibroblast_Stroma	Macrophage	T_Cell	Tumor_Core	relative_residual
Spot_31-1	0.4825718743	0.001813676968	0.01406824153	0.4952995412	0.004940614185	0.001306051761	0.4563960769
Spot_32-1	0	0	0	1	0	0	0.474186687
Spot_33-1	0.9902314687	0	0.0004734889536	0	0.009295042299	0	0.4084759222
Spot_34-1	0.3381443602	0.6521480278	0.003325053046	0	0.006382558977	0	0.3573862678
Spot_35-1	0	0.9925098611	0.00458483291	0	0.002905305994	0	0.4725595406
Spot_36-1	0	0.9900711358	0.00436042124	0	0.005568442928	0	0.3725527347
Spot_37-1	0.6602629094	0	0	0.3397370906	0	0	0.367115598
Spot_38-1	0.01167197413	0.9830869868	0.005241039067	0	0	0	0.3818637542
Spot_39-1	0.6490729552	0.3361719613	0.007766510002	0.002445869622	0.004542703839	0	0.3809391765
Spot_40-1	0	0	0.01770535329	0.9452576195	0.03703702725	0	0.5138006138
Spot_41-1	0.3121483742	0.007288384287	0	0	0.6805632415	0	0.3600882317
Spot_42-1	0.002230949481	0.3189816866	0.3459562122	0.004608132281	0.3282230194	0	0.4184996197
Spot_43-1	0.4973799541	0.4951399543	0	0	0.007480091685	0	0.4369711026
Spot_44-1	0.01548438109	0.003660331203	0.008724545056	0.3209170462	0.6480832422	0.003130454188	0.3683763861
Spot_45-1	0.007518526999	0.7281650445	0.00376797589	0.2605484526	0	0	0.3102128306
Spot_46-1	0	0.4827469271	0	0.4798534551	0.02178413623	0.01561548154	0.4646218984
Spot_47-1	0.9559719766	0.02866172318	0	0	0	0.01536630025	0.5025146775
Spot_48-1	0.9879611246	0	0.002815584534	0.009223290871	0	0	0.5175010182
Spot_49-1	0.6652135471	0.3218011466	0.0004002513276	0.01258505501	0	0	0.3543877023
Spot_50-1	0	0.4945993236	0	0.5054006764	0	0	0.4337909979
Spot_51-1	0	0.9728066166	0	0.002928621167	0.02426476219	0	0.5142718155
Spot_52-1	0.4941925838	0	0.5040311197	0	0.001776296432	0	0.4214235237
Spot_53-1	0.9959955852	0	0	0	0.00400441482	0	0.3785530866
Spot_54-1	0.4801474293	0.5043999858	0	0	0	0.0154525849	0.4609110391
Spot_55-1	0.9430458501	0	0.007576098179	0.02817126388	0	0.02120678786	0.5173838852
Spot_56-1	0.4781069276	0.4874730075	0	0.01082268846	0.01514245239	0.008454924019	0.4516355639
Spot_57-1	0.003163377265	0	0	0	0.9947259759	0.002110646872	0.3791201717
Spot_58-1	0.9779962034	0	0.01765623018	0	0.004347566424	0	0.4941070926
Spot_59-1	0.2531751932	0.4758104645	0	0.2605922595	0.009781194737	0.000640888087	0.333643419
Spot_60-1	0.9792670977	0.003816112234	0	0.01076959571	0.001949396328	0.004197797998	0.4004184796
Spot_61-1	0.007574212559	0.9472274943	0.01678392884	0.008662823428	0.01975154091	0	0.5417941773
Spot_62-1	0.6409135797	0.002118256141	0	0	0.3519464993	0.005021664856	0.3653676282
Spot_63-1	0	0	0.01529363344	0	0.9802329374	0.004473429199	0.5193359918
Spot_64-1	0.3137106233	0.3561268432	0	0.3301625334	0	0	0.3898327689
Spot_65-1	0.3197882878	0.2971238501	0	0.3605927467	0.01551980211	0.006975313294	0.4121019066
Spot_66-1	0.4773152156	0.5096179211	0	0	0.01306686329	0	0.4651222116
Spot_67-1	0	0.9750120878	0.01491518426	0	0.007982555383	0.002090172578	0.4844672078
Spot_68-1	0.01519218514	0	0	0.4643279008	0.500545461	0.01993445306	0.4478195219
Spot_69-1	0.01161795844	0.6463120357	0.3395405067	0	0	0.002529499132	0.3575115851
Spot_70-1	0.3303825219	0.01140492122	0.3159808675	0	0.3422316894	0	0.3830523511
Spot_71-1	0	0.01682361383	0	0.02716045684	0.9560159293	0	0.482977128
Spot_72-1	0	0	0	0	0.9736983587	0.0263016413	0.5073286914
Spot_73-1	0.007693287259	0.5299769719	0.01031150016	0.005078130045	0.4455385926	0.001401518071	0.4306631627
Spot_74-1	0.5122291972	0	0.4763165895	0	0.01145421333	0	0.4358900568
Spot_75-1	0.3266164151	0.3231739577	0.3492351584	0	0	0.0009744687755	0.3837135931
Spot_76-1	0.4836995065	0.01424086956	0.4883210378	0	0.0137385861	0	0.4473102321
Spot_77-1	0.4438601472	0.00210721204	0.5313421685	0.004903507972	0	0.01778696432	0.4441579524
Spot_78-1	0.9868385494	0	0	0.000956168948	0	0.0122052817	0.5046776125
Spot_79-1	0.4830038583	0	0	0.494430222	0	0.0225659197	0.4430443108
Spot_80-1	0	0	0.3065537456	0.0007109198433	0.6927353345	0	0.3715545298
Spot_81-1	0.4968948934	0.2522051948	0	0.2421971	0	0.008702811854	0.3614030463
Spot_82-1	0	0.3352149299	0	0.002630289957	0.6621547802	0	0.3568489126
Spot_83-1	0.5037743572	0	0.003349946804	0	0.492875696	0	0.434300345
Spot_84-1	0	0	0	0	0.9648393073	0.03516069274	0.4827307404
Spot_85-1	0.2623016491	0.4743989973	0	0.2543519179	0.006882308337	0.002065127333	0.3492659479
Spot_86-1	0.2441467049	0.240827781	0	0	0.5092350706	0.005790443438	0.3461809584
Spot_87-1	0.3094500912	0.3368406293	0.0123837122	0.3413255673	0	0	0.3879543529
Spot_88-1	0.002015825626	0.9877733267	0	0.006313436757	0.003897410888	0	0.3877636703
Spot_89-1	0.3396634905	0.3186899875	0.01276508544	0	0.3256988691	0.003182567574	0.3969407387
Spot_90-1	0.3134358572	0.6525609536	0.002516358805	0.00469417245	0	0.02679265794	0.3691858435
Spot_91-1	0.5061424631	0.003516732796	0.003978941809	0	0.4863618623	0	0.4494584346
Spot_92-1	0.9786200693	0.003239692284	0	0.001400977966	0	0.01673926046	0.3752306194
Spot_93-1	0	1	0	0	0	0	0.4929959882
Spot_94-1	0.0004296707999	0.343750127	0.001523188274	0	0.6353973425	0.01889967141	0.3645272613
Spot_95-1	0.001014900645	0.6671569263	0.005638581518	0	0.3206826444	0.005506947056	0.3574035353
Spot_96-1	0.9808067942	0	0	0.006614088684	0.0009025043544	0.01167661273	0.5122410967
Spot_97-1	0.003036779736	0.3089554909	0.007446236698	0.3488008347	0.3216390759	0.01012158206	0.3923848626
Spot_98-1	1	0	0	0	0	0	0.4892212014
Spot_99-1	0.4845680833	0	0.5154319167	0	0	0	0.4406354751
Spot_100-1	0.0400042901	0	0	0	0.9599957099	0	0.5094095948
Spot_101-1	0.01078606738	0.3391766528	0.3222040559	0	0.3150191531	0.01281407073	0.4134981411
Spot_102-1	0.2462637425	0.4902226058	0.2329015626	0.01276622398	0.01784586514	0	0.3381423113
Spot_103-1	0.5055588733	0	0	0	0.4944411267	0	0.4341011911
Spot_104-1	0.03543231202	0	0	0.964567688	0	0	0.5081522921
Spot_105-1	0.01403054373	0	0.9859694563	0	0	0	0.5078301863
Spot_106-1	0.01212318672	0.9849978995	0	0	0.002878913754	0	0.4885621095
Spot_107-1	0.005785865558	0.5123022297	0	0.4819119047	0	0	0.4185234365
Spot_108-1	0	0	1	0	0	0	0.3708586854
Spot_109-1	0.5105859232	0.007085503715	0.4701307595	0	0.01219781362	0	0.4325118586
Spot_110-1	0.02415802966	0	0	0.01868374201	0.9571582283	0	0.3768663605
Spot_111-1	0.4952291402	0	0.4955799722	0.003155318518	0.006035569008	0	0.4284224459
Spot_112-1	0.4838197161	0	0	0	0.5030118323	0.01316845165	0.4337070216
Spot_113-1	0	0.6500913331	0.01944254722	0	0.3245560111	0.005910108496	0.3555915289
Spot_114-1	0	0.5095871344	0.2511588504	0	0.2392540151	0	0.3350824394
Spot_115-1	0	0	0	0	0.9557986024	0.04420139765	0.5081081877
Spot_116-1	0	0.004688847893	0	0	0.9880198804	0.007291271673	0.4804122863
Spot_117-1	0	0.3413564736	0.000511218486	0	0.6581323079	0	0.3529170497
Spot_118-1	0	0	0	0.007811437966	0.9775305426	0.01465801943	0.5141145784
Spot_119-1	0.009118681499	0.03729350448	0.01090417473	0	0.9364790993	0.006204539968	0.5526847077
Spot_120-1	0.4888647514	0	0	0.5060722843	0.005062964369	0	0.4483730774
Spot_121-1	0.02898246125	0	0	0.01182757126	0.9576840817	0.001505885759	0.3791532061
Spot_122-1	0	0.5031238312	0	0.006080951827	0.483305811	0.00748940593	0.4321626892
Spot_123-1	0.3352134397	0.314581272	0.003307367454	0	0.3459525406	0.0009453801989	0.387217819
Spot_124-1	0.004785095678	0.006016334556	0	0.4772908083	0.5119077614	0	0.4524821497
Spot_125-1	0.9762120315	0.004745084775	0.00168087023	0.009363210347	0.00221134183	0.005787461297	0.4061251275
Spot_126-1	0	0.003190176624	0	0.01088658932	0.9859232341	0	0.5093877889
Spot_127-1	0.6680286749	0	0.002791470718	0	0.3291798544	0	0.3896792274
Spot_128-1	0	0	0.9748835458	0	0.02511645424	0	0.4700798561
Spot_129-1	0.9940730998	0	0	0.005926900205	0	0	0.5072419428
Spot_130-1	0.9695372396	0	0	0.007588411798	0.0228743486	0	0.5051684295
Spot_131-1	0.5077361818	0	0.4729322497	0.009353270773	0.00212332783	0.007854969915	0.4416301114
Spot_132-1	0	0	0.4978931995	0.03430382955	0.4579354662	0.009867504779	0.4278972596
Spot_133-1	0	0	0.9744937671	0.002703229404	0.007418627633	0.01538437585	0.5027397948
Spot_134-1	0	0	0.6402459023	0.3506167348	0	0.009137362925	0.3620727768
Spot_135-1	0	0.007088093813	0.9903051587	0.002606747535	0	0	0.2872302623
Spot_136-1	0.6934283089	0.00275641332	0	0	0.3038152778	0	0.3494256332
Spot_137-1	0	0.02395547426	0	0.2997787025	0.6762658232	0	0.3641469066
Spot_138-1	0.002895149747	0.5147603579	0.4791571355	0	0.003187356887	0	0.4492852514
Spot_139-1	0.02044501342	0	0.9693152574	0	0.01023972919	0	0.4932171927
Spot_140-1	0	0	0.9986422523	0	0	0.001357747678	0.3694098449
Spot_141-1	0	0	0.4908379026	0	0.4999930668	0.009169030528	0.4213891234
Spot_142-1	0.3242905986	0.01955530306	0.3278563095	0.3282977888	0	0	0.4028775033
Spot_143-1	4.818628077e-05	0.6539769659	0.3331236999	0	0	0.01285114794	0.3638097969
Spot_144-1	0	0.9544891642	0	0	0.04444557882	0.001065256995	0.4938319824
Spot_145-1	0.4798894594	0.5183792103	0	0.0002219187663	0.001509411607	0	0.4273086884
Spot_146-1	0.9572598972	0.005082456926	0.003967901171	0.02863449712	0	0.005055247606	0.3284382337
Spot_147-1	0.9930152215	0	0	0	0	0.006984778456	0.4891744763
Spot_148-1	0	0.01779374215	0	0	0.9822062579	0	0.5043637008
Spot_149-1	0	0.509085973	0	0	0.471552489	0.01936153803	0.4337764742
Spot_150-1	0.05241444895	0.9469207736	0.000664777424	0	0	0	0.4963169133
Spot_151-1	0	0.0111888931	0.007761596747	0.4825506697	0.4862247806	0.01227405989	0.4460805858
Spot_152-1	0.006731002571	0	0.005232774347	0.01030668366	0.9777295394	0	0.4867515443
Spot_153-1	0.5122716482	0	0	0	0.4877283518	0	0.4441325312
Spot_154-1	0.3247904826	0.665165682	0	0	0.01004383542	0	0.3835124057
Spot_155-1	0.001062419831	0.320981188	0.3508770479	0.01935995263	0.3077193917	0	0.3919331992
Spot_156-1	1	0	0	0	0	0	0.4706179386
Spot_157-1	0.01772674349	0	0	0.2393611165	0.74291214	0	0.3088343071
Spot_158-1	0	0.317442028	0.3072345908	0.001293425711	0.3506668857	0.02336306976	0.4151243995
Spot_159-1	0.5196190258	0	0.4780699046	0	0	0.002311069618	0.4263548262
Spot_160-1	0	0	0.004937765614	0.4857940671	0.5092681673	0	0.4462905674
Spot_161-1	0.004651461303	0.5206784126	0.4746701261	0	0	0	0.4230229953
Spot_162-1	0.02582907447	0	0.9638434874	0.005195821041	0	0.005131617102	0.3551834831
Spot_163-1	0	0	0.6464719382	0	0.3447239012	0.008804160561	0.3486396459
Spot_164-1	0.005265864932	0.6612879375	0.3288845794	0.004561618102	0	0	0.349132735
Spot_165-1	0.008044807932	0.2417790699	0.7299981042	0.02017801803	0	0	0.3133162012
Spot_166-1	0	0.0005509269263	0.9593472653	0	0.007104396052	0.03299741171	0.3765398178
Spot_167-1	0.5202091383	0	0.4568337194	0	0	0.02295714231	0.4447722707
Spot_168-1	0.003270070226	0.002827132202	0	0	0.9939027976	0	0.4759932745
Spot_169-1	0	0	0.4766739017	0.5140546684	0	0.00927142981	0.4145314205
Spot_170-1	0	0	1	0	0	0	0.3752311546
Spot_171-1	0.03544196336	0.9388637522	0	0.02362379843	0	0.002070486058	0.5170472716
Spot_172-1	0	0.01129046628	0.9850178162	0.003616336596	7.538089221e-05	0	0.3624313889
Spot_173-1	0.4985965509	0	0.5014034491	0	0	0	0.4348709793
Spot_174-1	0	0	0.9699904925	0.0174206206	0	0.01258888691	0.466995155
Spot_175-1	0.4754278483	0.001265585793	0.0144696421	0.4849241166	0.01827975797	0.005633049214	0.4520027238
Spot_176-1	0.9849340949	0	0	0.01401880985	0.001047095298	0	0.4856207517
Spot_177-1	0.0220865517	0	0.008015341873	0.9584858791	0	0.01141222734	0.4909295072
Spot_178-1	0.006485734856	0.5074988735	0	0	0.4860153916	0	0.4270662641
Spot_179-1	0.01553882185	0.9810470971	0	0.00310122458	0	0.0003128565056	0.310656568
Spot_180-1	0.3130770502	0.3296582439	0.009178770011	0.3436138498	0	0.004472086119	0.4172261082
Spot_181-1	0.4612368176	0	0	0	0.5293312715	0.009431910915	0.4543263277
Spot_182-1	0	0.2596681803	0	0	0.7403318197	0	0.3148504644
Spot_183-1	0	0.3325970065	0	0	0.6510972802	0.01630571332	0.359050927
Spot_184-1	0	0.004513666835	0.977791538	0.004558014599	0.01313678057	0	0.3758872909
Spot_185-1	0	0	0	0.03108093022	0.9689190698	0	0.489728255
Spot_186-1	0	0.01064098604	0.9679975147	0	0	0.02136149931	0.4943454387
Spot_187-1	0.989473745	0	0	0	0.001907024688	0.008619230313	0.5058686216
Spot_188-1	0	0	0.9824477145	0	0.01755228545	0	0.502055566
Spot_189-1	0.6741196659	0	0.3094927039	0.009591445141	0	0.006796185059	0.3570413822
Spot_190-1	0	0.004805303182	0.6596235144	0	0.3355711824	0	0.3462821907
Spot_191-1	0	0.4607373236	0.4927086089	0.01784851782	0.02870554963	0	0.4548022042
Spot_192-1	0.0008125673537	0	0.507750764	0.4856246191	0.00581204961	0	0.4364773191
Spot_193-1	0	0	1	0	0	0	0.3799049734
Spot_194-1	0.01513481211	0.01567747624	0.9624779483	0	0.006709763376	0	0.3708340561
Spot_195-1	0.01279518691	0.008115371073	0.9725277381	0	0.006561703933	0	0.5053134095
Spot_196-1	0.010444711	0.01173972911	0.946717871	0.01795211978	0	0.01314556906	0.384642684
Spot_197-1	0	0	0.4950050626	0	0.5003651265	0.004629810924	0.4359503469
Spot_198-1	0	0	1	0	0	0	0.3497214193
Spot_199-1	0.4745696787	0	0.4916201042	0	0.01061671574	0.02319350132	0.4275051489
Spot_200-1	0	0.009893671248	0.3287833867	0	0.6535656497	0.007757292336	0.3481917115
Spot_201-1	0.022318389	0.01182751499	0.6374800748	0.3283740212	0	0	0.3557410127
Spot_202-1	0	0	0.9610900234	0.03890997664	0	0	0.4853470543
Spot_203-1	0	0	1	0	0	0	0.4833583319
Spot_204-1	0.01579715043	0.4817079266	0	0	0.502494923	0	0.4205564188
Spot_205-1	0.2692212888	0.266300642	0.4608386225	0	0.00363944675	0	0.3386750671
Spot_206-1	0	0.739826432	0	0.260173568	0	0	0.3107621489
Spot_207-1	0.4832235794	0	0.008828012809	0	0.5060084056	0.001940002132	0.4403431401
Spot_208-1	0.5157701225	0	0.002618358569	0.4816115189	0	0	0.4339033127
Spot_209-1	0	0.004394833614	0.006652198342	0.009905893734	0.9790470743	0	0.368402156
Spot_210-1	0.4890539132	0.479330477	0.01052644851	0	0.02108916133	0	0.4471917988
Spot_211-1	0.6497091573	0.3441717396	0.00470386594	0	0.0007687164346	0.0006465206654	0.3512166498
Spot_212-1	0	0.3119960853	0.0126312332	0.01251831769	0.6628543638	0	0.3594401474
Spot_213-1	0.4945441487	0.4898096699	0	0	0	0.01564618145	0.4328504333
Spot_214-1	0	0	0.02323486402	0.9487813912	0.02798374482	0	0.4109554368
Spot_215-1	0.03032783938	0.9300767334	0.03682258774	0	0	0.002772839456	0.5161618954
Spot_216-1	0.5077741042	0	0.4883906676	0	0.003835228166	0	0.4197131548
Spot_217-1	0	0.4610967361	0.5060255535	0.01572415398	0.01715355639	0	0.4425017709
Spot_218-1	0.06300727261	0	0.9369927274	0	0	0	0.5213787227
Spot_219-1	0	0.3575873581	0.6424126419	0	0	0	0.3529481106
Spot_220-1	0.005057306273	0.4972995936	0.4976431001	0	0	0	0.4479582001
Spot_221-1	0.009892760454	0.001854836066	0.9443676781	0.03416931489	0	0.009715410512	0.5048837888
Spot_222-1	0	0.02203007007	0.6812852288	0.2966847011	0	0	0.3552731789
Spot_223-1	0.4935099352	0	0.4987344332	0.005720062208	0	0.002035569457	0.4290826246
Spot_224-1	0.01116488948	0.002541933406	0.9862931771	0	0	0	0.3767729199
Spot_225-1	0.3281688161	0	0.6521940241	0.01963715983	0	0	0.3495223356
Spot_226-1	0	0.0093028818	0.9906971182	0	0	0	0.3800459165
Spot_227-1	0.01070867099	0	0.989291329	0	0	0	0.4887410823
Spot_228-1	0	0.002135555034	0.9862292652	0	0	0.01163517977	0.3734596616
Spot_229-1	0	0	0.9983522961	0	0	0.001647703879	0.3673450106
Spot_230-1	0	0	0.9845002872	0	0	0.01549971277	0.4749618765
Spot_231-1	0.01285796818	0	0.4980562735	0.007746011513	0.003673566378	0.4776661804	0.4269567919
Spot_232-1	0.02743184994	0.3607668533	0.6118012967	0	0	0	0.3664239273
Spot_233-1	0	0.4965864217	0.4813039705	0	0.01743923597	0.004670371813	0.4380907023
Spot_234-1	0	0.4836319345	0.4937589932	0	0	0.02260907229	0.4308299639
Spot_235-1	0	1	0	0	0	0	0.3784025319
Spot_236-1	0	0	0	0	1	0	0.5105560648
Spot_237-1	0.3195657915	0.307503764	0.3567379287	0	0.0002677554109	0.01592476029	0.4052534313
Spot_238-1	0	0	0	0	1	0	0.4912070927
Spot_239-1	0	0	0	0.9893507103	0.01064928972	0	0.4808808879
Spot_240-1	0	0.3449127335	0.001205445154	0	0.6480086371	0.005873184295	0.3530701775
Spot_241-1	0.0008260785031	0.6563950603	0.009000244158	0	0.3337786171	0	0.3570524414
Spot_242-1	0.4788711032	0.007045536869	0.006887168115	0	0.4963267975	0.01086939432	0.4238277789
Spot_243-1	0.9663406108	0.006231507739	0.02269244982	0.004735431643	0	0	0.3799325603
Spot_244-1	0.4748588892	0	0	0	0.5100322235	0.01510888738	0.4235198716
Spot_245-1	0.004421008313	0	0.339187617	0	0.6563913747	0	0.3610003639
Spot_246-1	0	0	0.9425523622	0	0.01814984896	0.0392977888	0.5022723012
Spot_247-1	0.0142701129	0.0001382075327	0.9855916796	0	0	0	0.3624442809
Spot_248-1	0	0	0.9965753426	0.003424657415	0	0	0.3495100623
Spot_249-1	0	0.001170667148	0.966228815	0	0	0.03260051783	0.526411935
Spot_250-1	0	0	0.9812667617	0.01873323827	0	0	0.372281047
Spot_251-1	0.00709215026	0	0.02173322568	0.006847273216	0.9643273508	0	0.5029179378
Spot_252-1	0	0.05468324002	0.9384279522	0	0	0.006888807734	0.4901001331
Spot_253-1	0	0.3448956978	0.3240344203	0.3310698819	0	0	0.3889233955
Spot_254-1	0.3053322543	0.003699348907	0.3397436114	0.3372328191	0.003550680176	0.0104412862	0.3919800958
Spot_255-1	0.04283427233	0	0.9571657277	0	0	0	0.4825611562
Spot_256-1	0.003881256106	0	0.5220711318	0.4740476121	0	0	0.4244526733
Spot_257-1	0.0007839624157	0.9623014559	0	0	0	0.03691458167	0.5131257612
Spot_258-1	0	1	0	0	0	0	0.4916074497
Spot_259-1	0	0.3188354987	0.6773676597	0	0.003796841556	0	0.3632572075
Spot_260-1	0	0.01016253858	0.9818908866	0	0	0.007946574869	0.5115474915
Spot_261-1	0	0	1	0	0	0	0.3743660376
Spot_262-1	0.002266046888	0	0.9977339531	0	0	0	0.489397294
Spot_263-1	0	0.007763865252	0.3368440521	0.6553920826	0	0	0.3786753687
Spot_264-1	0.004874604156	0.311867885	0	0.3553571543	0.3279003565	0	0.3906690297
Spot_265-1	0.01050052259	0	0.9821028097	0	0	0.007396667671	0.4832658922
Spot_266-1	0.4956513991	0	0.5043486009	0	0	0	0.3208395048
Spot_267-1	0.9971601568	0	0	0.002839843232	0	0	0.3877612505
Spot_268-1	0	0	0	0	0.9934448453	0.006555154722	0.322155446
Spot_269-1	0.3385670664	0.3323523402	0.3290805934	0	0	0	0.4007092833
Spot_270-1	0.9893321809	0.005042619378	0	0.005625199714	0	0	0.5293569493
Spot_271-1	0	0	0.004740788705	0.34615418	0.6490457188	5.931250834e-05	0.359125487
Spot_272-1	0	0.5049636063	0.005335440341	0.4897009533	0	0	0.4403927298
Spot_273-1	0	0	0	0.01842995282	0.9815700472	0	0.4862466844
Spot_274-1	0	0.4591436199	0	0	0.5408563801	0	0.4305731294
Spot_275-1	0	0	0.9963162386	0	0	0.003683761416	0.4802991874
Spot_276-1	0.2990816731	0.00519060788	0.6831721498	0	0.01255556926	0	0.3547854688
Spot_277-1	0.003988154404	0	0.9825449975	0	0	0.01346684813	0.5361628932
Spot_278-1	0	0	0.5028769368	0.492830785	0.004292278209	0	0.4408187792
Spot_279-1	0	0.0008694819884	0.3378880793	0.3303345076	0.3309079312	0	0.3782149714
Spot_280-1	0	0	0.9816515966	0	0	0.01834840341	0.4722252731
Spot_281-1	0	0.0120355647	0	0.5218273989	0	0.4661370364	0.4367440741
Spot_282-1	0	0.5161478416	0.4838521584	0	0	0	0.4301355901
Spot_283-1	0	0	0.9863656794	0	0.01363432062	0	0.372341554
Spot_284-1	0.0001943542682	0.2637551427	0.4746009132	0.2614495899	0	0	0.3348133696
Spot_285-1	0.002573113951	0.3330757658	0.3167207017	0.01067322283	0	0.3369571957	0.3975248026
Spot_286-1	0	0	0.5074006839	0.4925993161	0	0	0.4321410712
Spot_287-1	0	0.3139503167	0.656851983	0.02051031629	0.008687383981	0	0.3701287241
Spot_288-1	0	0.01474810106	0.3083287052	0.3235239708	0.0004007461902	0.3529984768	0.3908271323
Spot_289-1	0.0174431184	0	0.4877660915	0.4926416569	0.002149133185	0	0.4440275936
Spot_290-1	0.003169630775	0	0.9968303692	0	0	0	0.3572448851
Spot_291-1	0.03381007357	0	0.9189866927	0	0.02310003287	0.02410320084	0.5009836716
Spot_292-1	0.2325439785	0	0.4954580901	0	0.2586988018	0.01329912959	0.3481105629
Spot_293-1	0.002221587999	0	0.5016643142	0.4774172155	0.01437455743	0.00432232489	0.4276075173
Spot_294-1	0.3015421486	0	0.3370069646	0.3614508868	0	0	0.3861387483
Spot_295-1	0	0.003112582116	0	0.00186992894	0.9866322375	0.008385251421	0.3944919245
Spot_296-1	0	0.9867418198	0.002101611749	0.01115656843	0	0	0.5149464645
Spot_297-1	0.4832048451	0	0.02036084476	0	0.4912141138	0.005220196425	0.4432066396
Spot_298-1	0	0.02885166806	0	0.962187137	0.001342430299	0.007618764618	0.5209042145
Spot_299-1	0	1	0	0	0	0	0.4672322554
Spot_300-1	0.3495272262	0.003998849265	0	0	0.6464739246	0	0.368544804
Spot_301-1	0	0.3075378312	0	0.009826623953	0.6793976262	0.003237918629	0.3728976653
Spot_302-1	0	0.00225997688	0.6632738269	0.01027894435	0.3219504501	0.002236801721	0.3456069838
Spot_303-1	0	0.4750031722	0.5072459147	0.01617904469	0	0.001571868407	0.4477992578
Spot_304-1	0	0.3310440883	0.6529943928	0	0.00914967846	0.006811840449	0.3592243622
Spot_305-1	0.00172400229	0	0.985748804	0.005809303576	0.006717890092	0	0.3795248242
Spot_306-1	0	0	0.9542666553	0.00120757948	0.04452576526	0	0.4886282084
Spot_307-1	0	0	0.9747320719	0.02526792808	0	0	0.5131137268
Spot_308-1	0	0	0.9845720027	0	0	0.01542799734	0.4713431961
Spot_309-1	0.005601025252	0	0.730483044	0.01012860617	0.2413092385	0.01247808601	0.3037142991
Spot_310-1	0	0	0.9870251032	0	0	0.01297489682	0.3081860598
Spot_311-1	0.0004353212908	0.01774547176	0	0	0.9818192069	0	0.4925577437
Spot_312-1	0.01582559223	0	0.9841744078	0	0	0	0.3740330885
Spot_313-1	0	0	0.4957366048	0.487062934	0	0.0172004613	0.410862326
Spot_314-1	0.5079706318	0.003299975103	0	0	0.001158111747	0.4875712813	0.4559984198
Spot_315-1	0.4588576017	0	0	0	0.530286091	0.01085630733	0.4249798765
Spot_316-1	0	0.0278923787	0.01320943092	0.9192335266	0	0.03966466374	0.5067287915
Spot_317-1	0	0	0	0.9887081402	0.01129185975	0	0.4843807723
Spot_318-1	0.01173192709	0.01663892675	0.3294689402	0.3201318061	0	0.3220283998	0.4005916036
Spot_319-1	0	0.98601225	0	0.01398775002	0	0	0.4864958466
Spot_320-1	0	0	0.6476111302	0.3487366697	0.003652200169	0	0.3442355149
